,TaxiCode,Latitude,Longitude,Bfa,Ownership,Type,Name
263,J08,1.3319444444444444,103.7425,Yes,LTA,Stand,Summit Lane outside Jurong East MRT Station
264,J09,1.3330555555555554,103.74055555555556,Yes,LTA,Stand,Jurong Gateway Rd at JCube
265,J10,1.349722222222222,103.72500000000001,Yes,LTA,Stand,Jurong West Ave 1 outside Blk 492
266,J11,1.3425,103.73194444444445,Yes,LTA,Stand,Boon Lay Way outside Chinese Garden MRT Station
267,J12,1.3441666666666665,103.72055555555556,Yes,LTA,Stand,Boon Lay Way outside Lakeside MRT Station
268,J13,1.3377777777777777,103.7063888888889,Yes,LTA,Stand,Boon Lay Way outside Boon Lay MRT Station (towards Jurong East)
269,J14,1.3377777777777777,103.70694444444445,Yes,LTA,Stand,Boon Lay Way outside Boon Lay MRT Station (towards Tuas)
270,J15,1.338611111111111,103.70694444444445,Yes,Private,Stand,Boon Lay Way outside Jurong Point Shopping Mall
271,J16,1.3375,103.6975,Yes,LTA,Stand,Jurong West St 63 outside Pioneer MRT Station (Ent B)
272,J19,1.2827777777777778,103.78166666666667,Yes,LTA,Stand,Pasir Panjang Rd outside Haw Par Villa CCL Station
273,J21,1.3188888888888888,103.66083333333334,Yes,LTA,Stand,Tuas Rd outside Gul Circle MRT Station (Ent A)
274,J22,1.3211111111111111,103.64888888888889,Yes,LTA,Stand,Pioneer Rd outside Tuas Crescent MRT Station (Ent B)
275,J23,1.3294444444444444,103.63916666666667,Yes,LTA,Stand,Pioneer Rd outside Tuas West Road MRT Station (Ent A)
276,J24,1.33,103.63944444444445,Yes,LTA,Stand,Pioneer Rd outside Tuas West Road MRT Station (Ent B)
277,J25,1.3402777777777777,103.63722222222223,Yes,LTA,Stand,Tuas West Dr outside Tuas Link MRT Station (Ent A)
278,J26,1.3399999999999999,103.63666666666667,Yes,LTA,Stand,Tuas West Dr outside Tuas Link MRT Station (Ent B)
