,block,floor_area_sqm,resale_price,price_per_sqm,lat,long,isLatLongAvailable
2370,225 PENDING RD,90.66666666666667,338333.3333333333,3759.157509157509,1.37554049402626,103.772545153157,True
2371,225 SERANGOON AVE 4,76.52941176470588,355810.35294117645,4646.235380005344,1.3567348101843,103.870113743671,True
2372,225 SIMEI ST 4,114.0,503166.6666666667,4420.866829550231,1.34231488348319,103.957247740045,True
2373,225 TAMPINES ST 23,73.0,351250.0,4811.643835616438,1.35515863595555,103.95401278891,True
2374,225 YISHUN ST 21,79.55555555555556,325777.77777777775,4130.1457614806895,1.43483588708736,103.83581302009,True
2375,225A COMPASSVALE WALK,112.5,454333.3333333333,4044.157500398533,1.38764974954714,103.898706136942,True
2376,225A JURONG EAST ST 21,67.0,271571.4285714286,4053.304904051173,1.34208650043068,103.736825653173,True
2377,225B COMPASSVALE WALK,120.25,483750.0,4026.28296507484,1.38784552858436,103.898951852126,True
2378,225C COMPASSVALE WALK,136.8,583500.0,4268.636721828211,1.3883535280206,103.898838274873,True
2379,226 ANG MO KIO AVE 1,91.14285714285714,389714.28571428574,4276.60227970787,1.36772803186644,103.838404951621,True
2380,226 BISHAN ST 23,117.41666666666667,631333.3333333334,5349.220451079988,1.35854600390716,103.847127313784,True
2381,226 BT BATOK CTRL,76.5,320000.0,4214.383101439972,1.34873337819665,103.753174278473,True
2382,226 CHOA CHU KANG CTRL,108.0,412200.0,3811.1526451690384,1.38115995023886,103.745292702375,True
2383,226 JURONG EAST ST 21,120.0,589500.0,4912.5,1.34140471346947,103.735843456176,True
2384,226 LOR 8 TOA PAYOH,82.0,340894.7368421053,4157.252888318357,1.33951566601807,103.857051021906,True
2385,226 PASIR RIS ST 21,113.77777777777777,428944.44444444444,3777.8437093078837,1.37101230339472,103.961722370116,True
2386,226 PENDING RD,84.0,317412.5714285714,3778.721088435374,1.37523655617182,103.772368431232,True
2387,226 SERANGOON AVE 4,91.3076923076923,456615.3846153846,5001.536098310292,1.35682249995275,103.87085702772,True
2388,226 SIMEI ST 4,148.0,784166.6666666666,5297.274514667916,1.34253199415964,103.957012535731,True
2389,226 TAMPINES ST 23,82.9,381938.8,4643.761266942089,1.35551796009099,103.954009189132,True
2390,226 YISHUN ST 21,81.5,291500.0,3595.537935323383,1.43441823821674,103.836163037544,True
2391,226A COMPASSVALE WALK,105.07692307692308,429307.6923076923,4080.075662042875,1.38741262572687,103.899719706863,True
2392,226B ANG MO KIO AVE 1,66.0,242000.0,3666.6666666666665,1.36732624025946,103.83955157933,True
2393,226B COMPASSVALE WALK,120.44444444444444,475111.1111111111,3944.8008236319,1.38771174427547,103.899302425122,True
2394,226C COMPASSVALE WALK,137.76923076923077,586222.1538461539,4260.55326422986,1.38825618618142,103.900017893677,True
2395,227 BISHAN ST 23,113.75,625972.0,5471.049434091541,1.35807055643058,103.84713811731,True
2396,227 BT BATOK CTRL,74.42857142857143,311307.14285714284,4144.758924272645,1.34838399787614,103.753520312233,True
2397,227 CHOA CHU KANG CTRL,109.0,375375.0,3443.4739611481414,1.38118249686415,103.745966246926,True
2398,227 JURONG EAST ST 21,120.0,560140.6923076923,4667.839102564102,1.34182066937117,103.736087793751,True
2399,227 LOR 8 TOA PAYOH,82.0,339222.1538461539,4136.855534709193,1.33951514445795,103.857970837281,True
2400,227 PASIR RIS ST 21,119.66666666666667,440416.6666666667,3684.940074613018,1.37166868291671,103.961763681659,True
2401,227 PENDING RD,81.57142857142857,301428.5714285714,3704.519977960595,1.37495963279539,103.771466478176,True
2402,227 SERANGOON AVE 4,82.0909090909091,368636.36363636365,4490.031757166403,1.35647098065068,103.871126764494,True
2403,227 SIMEI ST 4,115.16666666666667,512000.0,4450.140150533903,1.34202091226152,103.956240053971,True
2404,227 TAMPINES ST 23,84.58333333333333,387083.3333333333,4612.778496813463,1.35470798068718,103.955002715196,True
2405,227 YISHUN ST 21,91.5,332773.5,3717.6118701572204,1.435069715602,103.836644751474,True
2406,227A COMPASSVALE DR,107.28571428571429,424571.4285714286,3959.0452639422915,1.38704469838429,103.900358656438,True
2407,227B COMPASSVALE DR,117.0,455833.3333333333,3895.855791112708,1.3872099216084,103.900708221294,True
2408,227C COMPASSVALE DR,107.0,405800.0,3794.4679378423775,1.38680229828816,103.901132950862,True
2409,227D COMPASSVALE DR,119.0,500000.0,4198.347107438017,1.38696491631064,103.90141541498,True
2410,228 BISHAN ST 23,111.55555555555556,622098.6666666666,5572.4362584807905,1.35811066688837,103.846584143075,True
2411,228 BT BATOK CTRL,80.33333333333333,342000.0,4295.801570106457,1.34865945802076,103.753794578776,True
2412,228 CHOA CHU KANG CTRL,114.28571428571429,395714.28571428574,3449.26589803639,1.3809461575335,103.746498914115,True
2413,228 JURONG EAST ST 21,110.22222222222223,489666.6666666667,4409.7350337835705,1.34257472073046,103.736290436718,True
2414,228 LOR 8 TOA PAYOH,82.0,327598.1538461539,3995.0994371482175,1.33914880025231,103.858779661838,True
2415,228 PASIR RIS ST 21,124.125,474000.0,3815.5753087227413,1.37216290593954,103.961379503001,True
2416,228 PENDING RD,145.3,557300.0,3834.7315461610574,1.3753466349656,103.770955400333,True
2417,228 SERANGOON AVE 4,91.5,466000.6666666667,5093.4730001181615,1.35636401495724,103.870259853394,True
2418,228 SIMEI ST 4,115.0,514500.0,4473.077415668348,1.34255218902353,103.95604089383,True
2419,228 TAMPINES ST 23,89.4,399400.0,4492.936281397489,1.35560353232848,103.954652057339,True
2420,228 YISHUN ST 21,76.3125,293968.75,3883.142092771902,1.43533747562924,103.837523010219,True
2421,228A COMPASSVALE WALK,117.0,418333.3333333333,3577.3146484608937,1.38745923328994,103.901369056903,True
2422,228B COMPASSVALE WALK,104.0,380600.0,3652.6921745883033,1.38796200657488,103.90137391797,True
2423,228C COMPASSVALE WALK,119.0,469833.3333333333,3949.3232722481735,1.38773170405615,103.900634316251,True
2424,229 ANG MO KIO AVE 3,91.0909090909091,389727.2727272727,4278.590974243148,1.36907645907976,103.838228660084,True
2425,229 BISHAN ST 23,110.2,598600.0,5401.4883565366445,1.35760247666967,103.846072864564,True
2426,229 BT BATOK EAST AVE 3,74.85714285714286,291566.09523809527,3929.591403581172,1.34827660376884,103.754680867021,True
2427,229 CHOA CHU KANG CTRL,113.81818181818181,413090.9090909091,3610.7847070961825,1.38065374616798,103.746367294001,True
2428,229 COMPASSVALE WALK,118.5,447083.3333333333,3780.976617617416,1.38866428790221,103.900753699341,True
2429,229 JURONG EAST ST 21,73.125,295274.25,4056.186675371665,1.34183055675235,103.738020275061,True
2430,229 LOR 8 TOA PAYOH,116.46153846153847,526000.0,4517.204805725882,1.3387183120625,103.85919463592,True
2431,229 PASIR RIS ST 21,123.4375,468055.5,3800.2919752363377,1.37268853524266,103.961778642664,True
2432,229 PENDING RD,77.85714285714286,296571.4285714286,3846.846023007846,1.37526298800703,103.771656502775,True
2433,229 SERANGOON AVE 4,91.2,447700.0,4909.263854425145,1.35598199427883,103.870277102674,True
2434,229 SIMEI ST 4,146.36363636363637,732989.8181818182,5009.52148940285,1.34315531075237,103.956105132704,True
2435,229 TAMPINES ST 23,117.05882352941177,521588.23529411765,4449.455815384005,1.35593143453856,103.953944534569,True
2436,229 YISHUN ST 21,116.8,420188.8,3592.5837746668913,1.4349120066513,103.837200355498,True
2437,23 BALAM RD,60.24375,234875.0,3898.7510364842456,1.33097096666446,103.886540431592,True
2438,23 BEDOK STH AVE 1,76.92857142857143,357777.71428571426,4663.24240003776,1.32334765768626,103.932874243975,True
2439,23 BENDEMEER RD,68.0,290000.0,4264.705882352941,1.31771041461305,103.862786032663,True
2440,23 DOVER CRES,88.0,426982.76923076925,4852.076923076923,1.30743646519275,103.78362947863,True
2441,23 EUNOS CRES,117.0,542125.0,4633.547008547009,1.32430637458121,103.902160591904,True
2442,23 GHIM MOH LINK,98.9,824688.8,8321.600787692556,1.30863562772071,103.786331973494,True
2443,23 HAIG RD,118.0,699200.0,5925.423728813559,1.31354196455528,103.895481765493,True
2444,23 HOUGANG AVE 3,80.0,310250.0,3909.484856242397,1.36486666416769,103.890727960772,True
2445,23 JLN MEMBINA,98.75,810305.5,8221.071212121213,1.28474832742359,103.82687567732,True
2446,23 MARSILING DR,76.1304347826087,244777.73913043478,3244.6669465159794,1.44153975794109,103.773299891196,True
2447,23 SIN MING RD,65.0,269708.3333333333,4149.358974358975,1.3543527093097,103.835823721667,True
2448,23 ST. GEORGE'S RD,90.85714285714286,456000.0,5016.150025337068,unknown,unknown,False
2449,23 TEBAN GDNS RD,67.6,339999.98,5042.272542593952,1.32285773181424,103.73923873397,True
2450,23 TELOK BLANGAH CRES,82.0,400788.8,4887.668292682926,1.27608072351135,103.820839521286,True
2451,23 TOA PAYOH EAST,67.0,244277.7142857143,3645.936034115138,1.33455570085904,103.857191175608,True
2452,230 ANG MO KIO AVE 3,78.5,326000.0,4146.95478070939,1.36885445228086,103.837896397823,True
2453,230 BISHAN ST 23,108.375,578125.0,5333.670305102976,1.35794579979948,103.845493593648,True
2454,230 BT BATOK EAST AVE 3,72.91304347826087,285364.6956521739,3928.3542883146756,1.34771540923723,103.754994802909,True
2455,230 CHOA CHU KANG CTRL,107.91666666666667,356583.3333333333,3304.048849155817,1.3804123119769,103.746190534804,True
2456,230 COMPASSVALE WALK,102.41666666666667,395240.0,3866.5542563347244,1.38835481994174,103.901270877485,True
2457,230 HOUGANG AVE 1,135.23076923076923,715905.8461538461,5265.4879736973,1.358899944034,103.888345777377,True
2458,230 JURONG EAST ST 21,120.0,501944.44444444444,4182.87037037037,1.3415358326617,103.737487956254,True
2459,230 LOR 8 TOA PAYOH,116.5,531180.0,4560.624562915585,1.33825592680641,103.859303071005,True
2460,230 PASIR RIS ST 21,115.5,449800.0,3908.4822642928243,1.37289372103764,103.961153966738,True
2461,230 PENDING RD,81.0,307266.6666666667,3816.5270204371145,1.3761666118542,103.772207125572,True
2462,230 SERANGOON AVE 4,84.27272727272727,389809.0909090909,4572.230936919105,1.35594945338371,103.869580972459,True
2463,230 SIMEI ST 4,108.5,487986.0,4494.446878940732,1.34336246005752,103.955856802713,True
2464,230 TAMPINES ST 24,117.71428571428571,544714.2857142857,4618.148085680553,1.35593242580821,103.952746609869,True
2465,230 YISHUN ST 21,93.0,315000.0,3387.0967741935483,1.43457623282091,103.836620800984,True
2466,230B TAMPINES ST 24,121.33333333333333,513500.0,4239.634103499264,1.35531329565437,103.950834208922,True
2467,230C TAMPINES ST 24,121.71428571428571,528357.1428571428,4340.25896458661,1.35542753409621,103.951447223791,True
2468,230D TAMPINES ST 24,151.2,660400.0,4367.443114430816,1.35609909806697,103.95157812569,True
2469,230E TAMPINES ST 24,148.33333333333334,681666.6666666666,4596.077710363425,1.35609173314841,103.951045423001,True
2470,230F TAMPINES ST 24,149.25,647750.0,4340.102040816327,1.35625417362515,103.950752703057,True
2471,230G TAMPINES ST 21,148.5,673472.0,4534.182702702703,1.35616662159736,103.950300169319,True
2472,230H TAMPINES ST 21,150.5,702500.0,4666.048237476809,1.35632909346772,103.950007447679,True
2473,230J TAMPINES ST 21,151.33333333333334,658444.4444444445,4351.494872226632,1.3561953607168,103.949663054432,True
2474,231 ANG MO KIO AVE 3,92.0,366615.3846153846,3984.9498327759193,1.36856103572357,103.837525234344,True
2475,231 BISHAN ST 23,146.85714285714286,918142.8571428572,6252.041091082187,1.35728007993069,103.845850930421,True
2476,231 BT BATOK EAST AVE 5,76.85714285714286,317675.61904761905,4139.564569410477,1.34908254998383,103.754518186115,True
2477,231 COMPASSVALE WALK,109.0,409177.6,3753.9246870141556,1.38953316865049,103.901395398008,True
2478,231 HOUGANG ST 21,138.3,732380.0,5285.805567349048,1.35813059742215,103.887899973852,True
2479,231 JURONG EAST ST 21,70.0,295076.92307692306,4230.284263075279,1.3411274954664,103.738101187795,True
2480,231 LOR 8 TOA PAYOH,65.5,250613.5909090909,3828.771843945528,1.33696011414514,103.859489719839,True
2481,231 PASIR RIS DR 4,116.5625,429750.0,3694.310816052077,1.37337990743405,103.961401813164,True
2482,231 SERANGOON AVE 3,92.66666666666667,491000.0,5287.393162393162,1.35501762599795,103.868367739693,True
2483,231 SIMEI ST 4,113.11111111111111,491889.55555555556,4345.910504369489,1.34360960148098,103.956903452364,True
2484,231 TAMPINES ST 21,75.66666666666667,341333.3333333333,4586.850692772696,1.35594124704072,103.94917043237,True
2485,231 YISHUN ST 21,123.08333333333333,435180.6666666667,3535.6441470986924,1.43407128728567,103.837079158243,True
2486,232 ANG MO KIO AVE 3,74.3076923076923,309299.07692307694,4178.180555741563,1.36834606813391,103.837196046409,True
2487,232 BAIN ST,82.0,648250.0,7905.487804878048,1.29685311080014,103.853347534791,True
2488,232 BISHAN ST 22,106.28571428571429,565000.0,5316.338364800034,1.35823053289739,103.845705326271,True
2489,232 BT BATOK EAST AVE 5,67.0,265666.6666666667,3965.1741293532336,1.34933608943668,103.75494179671,True
2490,232 CHOA CHU KANG CTRL,105.75,380500.0,3599.2812219227317,1.38042453397783,103.747021675644,True
2491,232 COMPASSVALE WALK,111.3529411764706,423752.9411764706,3812.036497767424,1.39055587792288,103.900837998637,True
2492,232 HOUGANG AVE 1,104.66666666666667,482111.1111111111,4612.198912198913,1.35854702755579,103.888523907469,True
2493,232 JURONG EAST ST 21,81.6923076923077,339538.46153846156,4161.483939229176,1.33982600141552,103.740822151959,True
2494,232 LOR 8 TOA PAYOH,66.15789473684211,263684.2105263158,3977.221393564884,1.3375718690811,103.858843935428,True
2495,232 PASIR RIS DR 4,122.44444444444444,461444.44444444444,3766.2268566375747,1.37472099992647,103.961671927365,True
2496,232 PENDING RD,89.15384615384616,324115.3846153846,3657.9178900631223,1.37647117966901,103.772397980678,True
2497,232 SERANGOON AVE 3,94.125,518125.0,5499.542124542125,1.35474706561703,103.868731989138,True
2498,232 SIMEI ST 4,109.92307692307692,474452.92307692306,4302.355859072762,1.34421274800842,103.957156790989,True
2499,232 TAMPINES ST 21,121.88888888888889,539666.6666666666,4427.144168962351,1.35641019271569,103.948701736728,True
2500,232 YISHUN ST 21,112.375,395361.0,3509.171276775173,1.43459992009659,103.837409471332,True
2501,232A SERANGOON AVE 2,140.35294117647058,912176.4705882353,6499.684128970737,1.35425419082461,103.868542956652,True
2502,233 ANG MO KIO AVE 3,79.72222222222223,325527.77777777775,4059.123567387523,1.36754924977907,103.836740628478,True
2503,233 BAIN ST,82.0,684444.3636363636,8346.88248337029,1.29679486357103,103.853907185582,True
2504,233 BISHAN ST 22,108.0,590428.5714285715,5452.29921383622,1.35857828138672,103.84572222004,True
2505,233 BT BATOK EAST AVE 5,74.125,300250.0,4077.3915747350206,1.3488252646597,103.755127558884,True
2506,233 CHOA CHU KANG CTRL,108.4,352000.0,3250.592828224407,1.38017230456915,103.747390682986,True
2507,233 COMPASSVALE WALK,118.4,459700.0,3889.422764227643,1.38994081535227,103.900721365137,True
2508,233 HOUGANG ST 21,140.5,695444.0,4948.496350364963,1.35782945982904,103.888000813967,True
2509,233 JURONG EAST ST 21,73.0,303126.85714285716,4191.917766051498,1.34037462134713,103.740936554727,True
2510,233 LOR 8 TOA PAYOH,68.93333333333334,285892.5333333333,4141.58961038961,1.33828365922679,103.858467966719,True
2511,233 PASIR RIS DR 4,124.85714285714286,463412.5714285714,3699.718063235626,1.37412050805627,103.961908562397,True
2512,233 PENDING RD,145.33333333333334,529000.0,3641.2988330796547,1.3765260382011,103.77167996721,True
2513,233 SERANGOON AVE 3,87.81818181818181,468971.63636363635,5343.385281385281,1.3551338137075,103.869137347738,True
2514,233 SIMEI ST 4,111.6,488588.8,4371.149779913869,1.34416652504865,103.956338322334,True
2515,233 TAMPINES ST 21,121.85714285714286,536777.7142857143,4405.275088547815,1.35640933580615,103.947528676983,True
2516,233 YISHUN ST 21,67.0,268500.0,4007.4626865671644,1.43494883445469,103.83815958338,True
2517,234 ANG MO KIO AVE 3,112.125,490097.0,4345.856889836607,1.36718287740141,103.836639986274,True
2518,234 BISHAN ST 22,116.875,677361.0,5765.965124737503,1.35828690353072,103.846224760421,True
2519,234 BT PANJANG RING RD,116.22222222222223,467333.3333333333,4000.0941810020063,1.37853337682238,103.771789071508,True
2520,234 CHOA CHU KANG CTRL,114.28571428571429,400000.0,3487.637362637363,1.3802069557625,103.748137630209,True
2521,234 COMPASSVALE WALK,110.5,449314.6666666667,4063.34435261708,1.39066536529483,103.90025238383,True
2522,234 HOUGANG AVE 1,129.22222222222223,648543.1111111111,5000.073948929964,1.35819557447623,103.888783549259,True
2523,234 JURONG EAST ST 21,121.375,492250.0,4055.2237560732833,1.3399327053569,103.741646605612,True
2524,234 LOR 8 TOA PAYOH,65.91666666666667,275324.0,4175.446828609986,1.33860148626926,103.857914069837,True
2525,234 PASIR RIS DR 4,120.53846153846153,442846.1538461539,3683.3192399135546,1.37328803650135,103.961830001962,True
2526,234 SERANGOON AVE 3,90.71428571428571,492285.71428571426,5412.384440955871,1.35479953784915,103.869534332454,True
2527,234 SIMEI ST 4,111.8,505857.6,4512.825283732661,1.34346512339979,103.955448165902,True
2528,234 TAMPINES ST 21,87.22222222222223,409966.0,4744.288753934492,1.35590413566011,103.948024616734,True
2529,234 YISHUN ST 21,85.625,327750.0,3911.088184673308,1.43435351509231,103.837919538203,True
2530,234A SERANGOON AVE 2,140.23076923076923,867615.3846153846,6187.919881536903,1.35429542901204,103.869169644979,True
2531,235 ANG MO KIO AVE 3,71.11764705882354,283852.9411764706,3979.383810471689,1.36682360872342,103.83649123351,True
2532,235 BISHAN ST 22,112.72727272727273,614181.8181818182,5423.8685970282195,1.35858789328623,103.846535796443,True
2533,235 BT BATOK EAST AVE 5,74.28,300712.0,4058.956451352467,1.34848352110457,103.756300449103,True
2534,235 BT PANJANG RING RD,104.6,353600.0,3380.5134780954527,1.37819427719912,103.771248560652,True
2535,235 CHOA CHU KANG CTRL,145.375,580975.0,3997.895543251778,1.37978227745586,103.748759628668,True
2536,235 COMPASSVALE WALK,110.5,439500.0,3955.362013474075,1.39090009571305,103.899536487957,True
2537,235 HOUGANG ST 21,153.75,776750.0,5051.897951256857,1.35714585264641,103.888559580363,True
2538,235 JURONG EAST ST 21,68.0,250000.0,3676.4705882352946,1.33997597903355,103.742159955768,True
2539,235 LOR 8 TOA PAYOH,65.0,242571.42857142858,3731.8681318681315,1.33894969177117,103.857138926344,True
2540,235 PASIR RIS ST 21,147.0,582720.0,3963.835616438356,1.37346122110823,103.962314187689,True
2541,235 SERANGOON AVE 3,84.0,478166.6666666667,5692.460317460318,1.35511076107735,103.869934707698,True
2542,235 SIMEI ST 4,113.0,517500.0,4571.642496847415,1.34295970419769,103.955474153095,True
2543,235 TAMPINES ST 21,79.66666666666667,377833.3333333333,4787.495829162496,1.35549080919861,103.948259265817,True
2544,235 YISHUN ST 21,81.1,299800.0,3754.9113511259798,1.43422889283755,103.838543994351,True
2545,236 BISHAN ST 22,109.0,576545.4545454546,5268.819886197859,1.35900490157493,103.84700657533,True
2546,236 BT BATOK EAST AVE 5,117.8,447288.8,3804.228728846911,1.34933642345807,103.755963537392,True
2547,236 BT PANJANG RING RD,89.45454545454545,324262.54545454547,3626.5437895437894,1.37902490874965,103.771215066012,True
2548,236 CHOA CHU KANG CTRL,107.6,346960.0,3227.484237074401,1.37981581239549,103.748209630694,True
2549,236 COMPASSVALE WALK,113.21428571428571,447021.4285714286,3951.75535009947,1.3904871662738,103.899438527283,True
2550,236 HOUGANG AVE 1,104.0,488250.0,4694.711538461539,1.35782377502387,103.888939725858,True
2551,236 JURONG EAST ST 21,92.11111111111111,360320.8888888889,3915.296302515318,1.34040691118426,103.742128554131,True
2552,236 LOR 1 TOA PAYOH,146.64285714285714,773142.8571428572,5271.757883549892,1.34027351637589,103.852085014347,True
2553,236 PASIR RIS ST 21,147.3,581000.0,3944.925547857055,1.37447033709723,103.962580230162,True
2554,236 SERANGOON AVE 3,91.875,505312.5,5489.434523809524,1.35424006743426,103.869821831929,True
2555,236 TAMPINES ST 21,86.25,415375.0,4835.721324591187,1.35590516879669,103.947447486706,True
2556,236 YISHUN RING RD,83.5,316300.0,3834.3504698728584,1.43403211971292,103.83882419471,True
2557,236A SERANGOON AVE 2,140.44444444444446,925629.4444444445,6591.720072047731,1.35387693926748,103.869510740238,True
2558,237 BISHAN ST 22,126.0,831100.0,6607.682910224777,1.35941996625404,103.847150341404,True
2559,237 BT BATOK EAST AVE 5,86.0,318333.3333333333,3698.2088592800374,1.34949080174397,103.755305492466,True
2560,237 BT PANJANG RING RD,107.71428571428571,370971.4285714286,3444.9179789723676,1.37856756097104,103.770647361863,True
2561,237 CHOA CHU KANG CTRL,105.71428571428571,353071.4285714286,3340.8191618143073,1.37944749879618,103.748287404475,True
2562,237 COMPASSVALE WALK,116.0,468828.5714285714,4047.5641709369997,1.3898678837082,103.898520282397,True
2563,237 HOUGANG ST 21,149.1875,756437.5,5066.563088479915,1.35649940361983,103.888673374964,True
2564,237 JURONG EAST ST 21,67.0,287000.0,4283.582089552238,1.34071089584165,103.741213160816,True
2565,237 LOR 1 TOA PAYOH,145.9090909090909,729000.0,4996.371365998196,1.33977315087539,103.852242265569,True
2566,237 PASIR RIS ST 21,149.42857142857142,568857.1428571428,3809.5313009982806,1.37407916915993,103.962867929916,True
2567,237 SERANGOON AVE 3,75.66666666666667,427222.22222222225,5645.547232625884,1.35381198342473,103.87013457465,True
2568,237 TAMPINES ST 21,97.33333333333333,459083.3333333333,4723.150215673047,1.35549051078672,103.947212194692,True
2569,237 YISHUN RING RD,80.05555555555556,308382.6666666667,3875.9838168349243,1.43345412197149,103.83891867844,True
2570,238 BISHAN ST 22,147.0,858150.0,5843.022304647478,1.3597368747274,103.844696133217,True
2571,238 BT BATOK EAST AVE 5,74.8,296859.2,3965.247206771796,1.34983226535734,103.7547381511,True
2572,238 BT PANJANG RING RD,114.85714285714286,397099.14285714284,3444.76944761371,1.37979484885351,103.770663726887,True
2573,238 CHOA CHU KANG CTRL,110.0,357500.0,3249.482401656315,1.37914625858488,103.74820998984,True
2574,238 COMPASSVALE WALK,108.45454545454545,441636.36363636365,4071.7202048073664,1.39044008351596,103.898663980913,True
2575,238 HOUGANG AVE 1,138.28571428571428,720428.5714285715,5207.925010385334,1.3569177140112,103.889172238897,True
2576,238 JURONG EAST ST 21,120.0,504363.63636363635,4203.030303030303,1.34071930674982,103.74056288551,True
2577,238 LOR 1 TOA PAYOH,117.18181818181819,689181.8181818182,5875.170781937299,1.3402100624015,103.851574634389,True
2578,238 PASIR RIS ST 21,147.75,579500.0,3917.282044396706,1.37370903858617,103.96321602063,True
2579,238 SERANGOON AVE 2,85.0,482833.3333333333,5689.814814814815,1.35354991177886,103.86901411907,True
2580,238 TAMPINES ST 21,86.0,416250.0,4862.286846518912,1.35574756800417,103.94658331398,True
2581,238 YISHUN RING RD,121.25,420625.0,3469.35261707989,1.43305109575775,103.839244217197,True
2582,239 BISHAN ST 22,111.6,646100.0,5744.891978264003,1.36043776070807,103.844783880156,True
2583,239 BT BATOK EAST AVE 5,72.52173913043478,294608.6956521739,4072.037671269241,1.3502391390638,103.755100850762,True
2584,239 BT PANJANG RING RD,147.52631578947367,606994.1052631579,4115.848047890243,1.38014939686036,103.771126294353,True
2585,239 CHOA CHU KANG CTRL,109.0,346000.0,3182.270580296896,1.37944877151316,103.747548438263,True
2586,239 COMPASSVALE WALK,115.0,444543.1111111111,3878.2064239210804,1.39133011799591,103.898160186775,True
2587,239 HOUGANG ST 22,114.63636363636364,415090.9090909091,3617.610389960349,1.35597309080357,103.890478116124,True
2588,239 JURONG EAST ST 21,120.0,478636.36363636365,3988.6363636363635,1.34096483548865,103.74091413759,True
2589,239 LOR 1 TOA PAYOH,112.25,635750.0,5650.331353434894,1.34050894159915,103.851040712112,True
2590,239 PASIR RIS ST 21,146.57142857142858,558984.0,3813.9279257691337,1.37319323483764,103.963384554912,True
2591,239 SERANGOON AVE 2,93.9090909090909,542818.1818181818,5772.605172605173,1.35319103281952,103.868691793358,True
2592,239 TAMPINES ST 21,67.0,304000.0,4537.313432835821,1.35477157041693,103.946584056018,True
2593,239 YISHUN RING RD,67.0,266500.0,3977.6119402985078,1.43364273451288,103.839634571008,True
2594,23A QUEEN'S CL,73.46153846153847,358769.23076923075,4899.8131423232635,1.29429993967601,103.799725944793,True
2595,23B QUEEN'S CL,89.0,412928.5714285714,4639.646869983949,1.29407333493258,103.800026532056,True
2596,24 BALAM RD,60.0,225684.2105263158,3761.40350877193,1.33018852048052,103.887508672167,True
2597,24 BENDEMEER RD,68.0,319833.3333333333,4703.43137254902,1.31862347782977,103.862324355167,True
2598,24 BEO CRES,55.07142857142857,299057.0,5406.630397497982,1.28852535171166,103.828458597142,True
2599,24 EUNOS CRES,64.0625,278399.25,4375.486682808717,1.32377995139071,103.902330351336,True
2600,24 HOUGANG AVE 3,70.88888888888889,267166.6666666667,3776.865715607188,1.36551226123746,103.892085472745,True
2601,24 MARSILING DR,75.42857142857143,256857.14285714287,3479.698161216339,1.44150533051525,103.77213161946,True
2602,24 NEW UPP CHANGI RD,76.92857142857143,356928.5714285714,4633.366039886868,1.32386400383727,103.933398625079,True
2603,24 SIN MING RD,65.0,265750.0,4088.461538461538,1.35518696986305,103.836337992513,True
2604,24 TEBAN GDNS RD,105.22222222222223,358222.22222222225,3404.596326714707,1.32349635256112,103.737884227151,True
2605,24 TELOK BLANGAH CRES,82.0,392314.6666666667,4784.325203252032,1.27540949062767,103.820660541826,True
2606,24 TIONG BAHRU RD,85.4,608400.0,7148.030303030302,1.28572654548652,103.831270493129,True
2607,240 BISHAN ST 22,151.0,913444.0,6043.083245521601,1.36084443929401,103.845181154251,True
2608,240 BT BATOK EAST AVE 5,74.94736842105263,312526.3157894737,4186.993627309804,1.35048816023777,103.754177773165,True
2609,240 BT PANJANG RING RD,84.0,306777.77777777775,3652.1164021164022,1.37934514194061,103.771222864624,True
2610,240 COMPASSVALE WALK,106.375,436562.5,4097.891029732658,1.39075081534736,103.897946867701,True
2611,240 HOUGANG ST 22,79.16666666666667,314333.3333333333,3976.4478764478768,1.3564226661287,103.890651695359,True
2612,240 JURONG EAST ST 21,118.2,482800.0,4080.164389722831,1.34106751096494,103.741573199896,True
2613,240 LOR 1 TOA PAYOH,146.0,849000.0,5815.068493150686,1.34087644567662,103.850829960636,True
2614,240 PASIR RIS ST 21,147.66666666666666,559111.1111111111,3784.639932076331,1.37336872347599,103.962796974808,True
2615,240 SERANGOON AVE 2,90.75,535000.0,5899.801587301587,1.35323767469816,103.869412535838,True
2616,240 TAMPINES ST 21,88.27272727272727,423272.7272727273,4786.858161858162,1.35500406974434,103.947121420342,True
2617,240 YISHUN RING RD,118.86666666666666,411592.5333333333,3471.8522737641324,1.43269871879609,103.839369131479,True
2618,241 BISHAN ST 22,114.5,699250.0,6083.789073780042,1.36084158995261,103.845466006164,True
2619,241 BT BATOK EAST AVE 5,83.15384615384616,327434.6153846154,3946.262364409016,1.3508952364452,103.75454446951,True
2620,241 BT PANJANG RING RD,114.85714285714286,404000.0,3509.512800496407,1.37971696912364,103.771871254159,True
2621,241 COMPASSVALE WALK,113.63636363636364,447909.0909090909,3944.3217343829892,1.38999929694363,103.897698680698,True
2622,241 HOUGANG ST 22,85.25,312166.6666666667,3666.9040835707506,1.35650868784233,103.891840640482,True
2623,241 JURONG EAST ST 24,69.06666666666666,275533.3333333333,3992.5770308123247,1.3414812934447,103.742973359591,True
2624,241 KIM KEAT LINK,110.8,508377.6,4585.8605560018095,1.33050536301596,103.855776378989,True
2625,241 PASIR RIS ST 21,154.16666666666666,584666.6666666666,3800.3410600700604,1.37301618639189,103.962368251713,True
2626,241 SERANGOON AVE 3,70.25,453722.0,6466.161867977528,1.35288178547102,103.870236774547,True
