,Unnamed: 0,street,project,marketSegment,lat,long,avg_price_per_sqm,district,commonest_tenure,num_malls,num_taxi_stands,num_primary_schools,num_mrt,num_hawker,num_carparks,num_bus_stops,num_chas_clinics,num_sports_facilities,num_community_centers,num_supermarkets,num_secondary_schools
593,593,ORANGE GROVE ROAD,ORANGE GROVE RESIDENCES,CCR,1.2611419096196832,103.87731710791728,19318.944223121263,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
594,594,MAR THOMA ROAD,RIVERBAY,RCR,1.298906100356921,103.8914327493351,14369.649052195024,12,999 yrs lease commencing from 1882,0,0,0,2,1,0,0,2,2,2,3,1
595,595,NASSIM ROAD,NASSIM PARK RESIDENCES,CCR,1.2591008411544184,103.87146248178465,34690.00137928242,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
596,596,SHELFORD ROAD,SHELFORD 23,CCR,1.2482748292580066,103.89128084584134,16719.27282743441,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
597,597,GREENWOOD AVENUE,RESIDENTIAL APARTMENTS,CCR,1.2429308170680495,103.89477780484766,14186.915887850468,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
598,598,LORONG 32 GEYLANG,SUNFLOWER RESIDENCE,RCR,1.3238683980337178,103.87598458642007,10022.86696754782,14,Freehold,0,3,2,2,2,1,0,7,1,3,1,0
599,599,ADAM ROAD,ADAM PARK CONDOMINIUM,CCR,1.248794836238082,103.89183303995424,14545.965080964996,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
600,600,RIVER VALLEY GROVE,LUMA,CCR,1.2707827610495814,103.8604455715548,19349.583278621103,9,Freehold,0,2,0,3,0,0,6,0,0,0,0,0
601,601,BUKIT TIMAH ROAD,CORONATION SHOPPING PLAZA,CCR,1.246261838833624,103.88714752749752,12311.070981519471,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
602,602,MATTAR ROAD,RESIDENTIAL APARTMENTS,RCR,1.3185301017529392,103.88901349993088,10312.273057371096,14,Freehold,5,9,2,3,4,19,0,18,1,2,13,1
603,603,LORONG 16 GEYLANG,CANBERLIN APARTMENTS,RCR,1.316312766225558,103.87424177724075,7318.508694370763,14,Freehold,0,2,0,3,3,1,0,13,2,1,8,1
604,604,BEATTY ROAD,RESIDENTIAL APARTMENTS,RCR,1.295670612244923,103.8773254052566,9720.263712114276,8,Freehold,2,2,0,3,0,0,0,1,0,2,2,0
605,605,DUBLIN ROAD,RESIDENTIAL APARTMENTS,CCR,1.2764883443646002,103.8618868541676,31937.46934771947,9,Freehold,4,2,0,5,0,1,15,3,1,0,1,0
606,606,LORONG 30 GEYLANG,THE MIDAS,RCR,1.322633086655213,103.87641676357146,9956.106363820145,14,Freehold,0,3,2,3,3,4,0,9,1,3,1,1
607,607,JALAN KUALA,THE MORNINGSIDE,CCR,1.2720427124611478,103.85904119449076,19116.66589020571,9,Freehold,2,2,0,3,0,0,6,3,1,0,1,0
608,608,KAY POH ROAD,THE ASTON,CCR,1.2660045157980662,103.8595876550298,16607.265633000174,10,Freehold,0,1,0,2,0,0,4,0,0,0,0,0
609,609,CARLISLE ROAD,CARLYX RESIDENCE,RCR,1.2842273273409668,103.87680839674653,13397.468506015392,8,Freehold,0,0,0,0,0,0,1,0,0,0,0,0
610,610,ARDMORE PARK,ARDMORE II,CCR,1.2636797760571026,103.87336354107931,30090.425531914894,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
611,611,LORONG 30 GEYLANG,THE SANCTUARY @ GEYLANG,RCR,1.3229882032504188,103.87699684448248,12470.276484186545,14,Freehold,0,3,3,3,4,4,0,7,1,3,1,1
612,612,KITCHENER LINK,CITY SQUARE RESIDENCES,RCR,1.2938132176886508,103.87465929811373,16821.922322889335,8,Freehold,1,1,0,1,0,0,0,1,0,0,1,0
613,613,LORONG 35 GEYLANG,BAODE BUILDING,RCR,1.3252509039700615,103.87870782836204,11769.91150442478,14,Freehold,0,3,2,2,4,7,0,14,2,1,4,1
614,614,DERBYSHIRE ROAD,FYVE DERBYSHIRE,CCR,1.2819792545131607,103.87979106036676,25026.617881592847,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
615,615,DRAYCOTT PARK,THE DRAYCOTT,CCR,1.267408872734157,103.87521866494455,18742.996113956306,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
616,616,RACE COURSE ROAD,CITY LOFT,RCR,1.2930079382684585,103.87858951175927,15176.68823848133,8,Freehold,0,1,0,2,0,0,0,0,0,1,0,0
617,617,SOMME ROAD,LE SOMME,RCR,1.2948439122033146,103.87474559837425,15460.074607357215,8,Freehold,2,2,0,2,0,0,0,1,0,0,2,0
618,618,LORONG 13 GEYLANG,YUEN SING MANSION,RCR,1.3142383787386551,103.87655057057664,12837.853262110211,14,Freehold,0,2,1,3,2,3,0,12,3,1,9,1
619,619,ST. THOMAS WALK,8 SAINT THOMAS,CCR,1.272488891864446,103.85979340701256,32024.42173589005,9,Freehold,2,2,0,3,0,0,9,3,1,0,1,0
620,620,SIXTH AVENUE,DYNASTY LODGE,CCR,1.2283033084656068,103.8872672735842,14803.84092973484,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
621,621,STURDEE ROAD,KERRISDALE,RCR,1.294718491812883,103.87708057921232,11912.289748821697,8,99 yrs lease commencing from 1998,1,2,0,3,0,0,0,1,0,1,1,0
622,622,SHANGHAI ROAD,REGENCY LODGE,CCR,1.2632071333196098,103.85930802008689,16955.47545397994,10,Freehold,0,1,0,1,0,0,2,0,0,0,0,0
623,623,HOLLAND ROAD,MOOI RESIDENCES,CCR,1.234306925818477,103.87612092365008,26407.011717943744,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
624,624,CAVENAGH ROAD,CAVENAGH COURT,CCR,1.2793912892018338,103.87346992886832,16558.519727741244,9,Freehold,0,0,0,1,0,0,4,0,0,0,0,0
625,625,MOUNT EMILY ROAD,PARC EMILY,CCR,1.2854142983308394,103.86711338671212,19027.228692284338,9,Freehold,2,1,0,2,0,1,11,0,0,0,0,0
626,626,BUCKLEY ROAD,BUCKLEY CLASSIQUE,CCR,1.2765503291364366,103.88146937021229,20789.426550256263,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
627,627,ST. FRANCIS ROAD,ST FRANCIS COURT,RCR,1.30020793052094,103.887848352567,8744.085451977402,12,99 yrs lease commencing from 1992,0,1,0,3,3,1,0,6,1,2,1,2
628,628,MOUNT SINAI RISE,BEAVERTON COURT,CCR,1.211894789415189,103.87960099988013,14614.710236504783,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
629,629,BALMORAL ROAD,ONE BALMORAL,CCR,1.2659273173670993,103.87741413533494,24256.31298284283,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
630,630,KILLINEY ROAD,CLAREMONT,CCR,1.2738018494765748,103.85977378613404,17905.296590124362,9,Freehold,2,2,0,5,0,1,12,4,1,0,1,0
631,631,SHELFORD ROAD,WATTEN ESTATE CONDOMINIUM,CCR,1.246606893329399,103.89209190190718,13823.12226597549,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
632,632,ST. MICHAEL'S ROAD,THE RICHMOND,RCR,1.3007843866953686,103.88838948878768,11276.001493192796,12,Freehold,0,1,0,4,3,1,0,7,1,2,3,2
633,633,MINBU ROAD,MANDALAY MANSION,CCR,1.2855473818876533,103.88732109503816,11608.247422680412,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
634,634,JALAN KEMAMAN,NEEM TREE,RCR,1.2878630373557711,103.89081553905908,18593.053125588907,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
635,635,LORONG LIMAU,CRADELS,RCR,1.2902201624331042,103.88813795991052,15747.0106158875,12,Freehold,0,0,0,1,0,0,0,0,0,0,0,0
636,636,LORONG MYDIN,SMAILING COURT,OCR,1.347917419740938,103.88567320497432,9635.761589403974,14,Freehold,0,1,1,1,1,1,0,9,0,1,5,2
637,637,LORONG 1 TOA PAYOH,TRELLIS TOWERS,RCR,1.2799165997522302,103.8939375305465,15004.686909755534,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
638,638,THOMSON ROAD,THOMSON 800,CCR,1.2749524276521988,103.90446301982902,14487.194411033755,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
639,639,DRAYCOTT PARK,EDEN,CCR,1.2679693096127238,103.87368925322826,54245.600210139215,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
640,640,DRAYCOTT DRIVE,THE ARC AT DRAYCOTT,CCR,1.2670577607887312,103.87277988748004,23820.47913002846,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
641,641,LADY HILL ROAD,THE LADYHILL,CCR,1.261163485959962,103.87399529542134,22971.58801641158,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
642,642,DALVEY ROAD,DALVEY HAUS,CCR,1.2613139087100302,103.8797827649531,33856.10056240193,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
643,643,GILSTEAD ROAD,RESIDENTIAL APARTMENTS,CCR,1.2754635273025268,103.88052647078572,19821.42857142857,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
644,644,JALAN TAMAN,THE ABERDEEN,RCR,1.3018828832802412,103.8889953365283,11526.63294323997,12,Freehold,0,1,0,4,3,1,0,9,1,2,4,2
645,645,RACE COURSE ROAD,RACE COURSE BUILDING,RCR,1.2937506827286938,103.87930100220764,9688.995215311004,8,Freehold,1,1,0,2,0,0,0,1,0,2,1,0
646,646,BEATTY ROAD,WU DE BUILDING,RCR,1.2943008133787473,103.87755245875454,10201.5065913371,8,Freehold,1,1,0,3,0,0,0,1,0,1,1,0
647,647,SURREY ROAD,SUITES @ SURREY,CCR,1.2780867381775347,103.87947403128464,15391.744492763955,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
648,648,LORONG 26 GEYLANG,SUNFLOWER MANSIONS,RCR,1.3215641556666289,103.8756300366877,9504.950495049505,14,Freehold,0,2,2,2,3,1,0,11,1,2,3,1
649,649,MOUNT SOPHIA,SOPHIA HILLS,CCR,1.2839643529925973,103.8641268264086,21718.45884668847,9,99 yrs lease commencing from 2013,2,3,0,2,0,2,15,0,0,0,1,0
650,650,BUKIT TIMAH ROAD,CROWN CENTRE,CCR,1.247188279320839,103.88650267539884,11945.363097698772,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
651,651,KENT ROAD,KENT RESIDENCES,RCR,1.2883664259173495,103.87952730701262,14458.636618141096,8,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
652,652,TONG WATT ROAD,ROBERTSON EDGE,CCR,1.2767625491920789,103.85676193379685,20130.2080415895,9,999 yrs lease commencing from 1841,4,14,0,6,0,1,21,19,9,0,7,0
653,653,LEONIE HILL ROAD,LEONIE PARC VIEW,CCR,1.2704517332396903,103.86261557681988,23170.37176802298,9,Freehold,0,1,0,2,0,0,5,0,0,0,0,0
654,654,GEYLANG EAST AVENUE 1,CENTRAL GROVE,RCR,1.320925496900224,103.8797567708082,10747.695618569973,14,99 yrs lease commencing from 1997,0,5,3,3,4,16,0,13,2,1,7,1
655,655,DUCHESS AVENUE,DUCHESS RESIDENCES,CCR,1.2375281824513302,103.88750223583872,19089.28490612895,10,999 yrs lease commencing from 1875,0,0,0,0,0,0,0,0,0,0,0,0
656,656,SOMMERVILLE ROAD,THE ACACIAS,OCR,1.30479577238995,103.9077706635462,11751.004430830622,13,Freehold,6,2,4,2,3,0,0,12,5,2,12,0
657,657,LINCOLN ROAD,ROSEVALE,CCR,1.2796335874283782,103.87949050268432,18489.21929936036,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
658,658,LORONG 14 GEYLANG,WING FONG COURT,RCR,1.3152866443121267,103.87528516359158,7948.136842539035,14,Freehold,0,2,1,3,3,0,0,13,2,1,9,1
659,659,CAIRNHILL CIRCLE,THE PEAK @ CAIRNHILL II,CCR,1.274147783965633,103.8716931345275,29069.51352375696,9,Freehold,0,0,0,1,0,0,4,0,0,0,0,0
660,660,WOODSVILLE CLOSE,18 WOODSVILLE,RCR,1.3045903635371656,103.8930158241296,15890.600501062005,13,Freehold,1,2,2,2,1,4,0,7,1,0,4,4
661,661,JERVOIS ROAD,MON JERVOIS,CCR,1.258034630376632,103.85765389543312,20974.99717868046,10,99 yrs lease commencing from 2012,0,0,0,0,0,0,0,0,0,0,0,0
662,662,ST. THOMAS WALK,SAM KIANG MANSIONS,CCR,1.271547641646445,103.86203700408927,17773.424369747903,9,Freehold,0,2,0,3,0,0,8,0,0,0,0,0
663,663,CUSCADEN WALK,FOUR SEASONS PARK,CCR,1.264008551361438,103.86757038110338,28790.329485345937,10,Freehold,0,1,0,1,0,0,3,0,0,0,0,0
664,664,WILKIE ROAD,ESTILO,CCR,1.283603428182566,103.86623848766804,17043.840316567184,9,Freehold,2,1,0,2,0,2,12,0,0,0,1,0
665,665,LORONG 15 GEYLANG,RESIDENTIAL APARTMENTS,RCR,1.3144964749655412,103.87662200272256,8269.23076923077,14,Freehold,0,2,1,3,2,6,0,12,3,1,10,1
666,666,MACKENZIE ROAD,MACKENZIE 88,CCR,1.2839527650779454,103.87005608916256,16792.85594707261,9,Freehold,0,0,0,1,0,1,5,0,0,0,0,0
667,667,FERNHILL ROAD,THE FERNHILL,CCR,1.262094803331005,103.87788407575589,17868.244436594843,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
668,668,BOON TECK ROAD,BOON TECK TOWER,RCR,1.286614401550661,103.89116527087938,11482.89448051948,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
669,669,STEVENS DRIVE,STEVENS LOFT,CCR,1.26262327301189,103.88144191237627,16591.286467674487,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
670,670,JALAN MUTIARA,THE MONTANA,CCR,1.2652351946795082,103.8598714269519,18772.656653797352,10,Freehold,0,1,0,2,0,0,3,0,0,0,0,0
671,671,LORONG 31 GEYLANG,CAMELLIA LODGE,RCR,1.3230571519608405,103.8788829284836,8920.260123357468,14,Freehold,0,4,3,3,4,9,0,10,1,1,3,1
672,672,BRISTOL ROAD,BRISTOL LODGE,RCR,1.2857900234115271,103.87721339332694,11777.777777777776,8,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
673,673,CAVENAGH ROAD,WATERSCAPE AT CAVENAGH,CCR,1.2773388742009513,103.86768632670848,19693.348238881124,9,Freehold,0,0,0,3,0,0,9,0,0,0,0,0
674,674,JALAN EUNOS,EUNOS MANSION,OCR,1.3424364665753838,103.89280567442034,8833.333333333334,14,Freehold,0,0,0,1,0,0,0,5,1,0,3,0
675,675,LORONG 6 GEYLANG,CANBERLIN LODGE,RCR,1.313388190341868,103.8730115976026,8422.767393561786,14,Freehold,0,1,0,2,3,0,0,9,2,1,8,0
676,676,NEWTON ROAD,GLOUCESTER MANSIONS,CCR,1.2766101362373574,103.8772300355538,17988.349050633835,11,Freehold,0,0,0,0,0,0,2,0,0,0,0,0
677,677,SHELFORD ROAD,CONDOMINIUM DEVELOPMENT,CCR,1.248095213155856,103.8896489169068,18160.266037331043,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
678,678,TAMAN SERASI,BOTANIC GARDENS VIEW,CCR,1.2559836067853924,103.87215639704117,21657.30716722685,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
679,679,LORONG 24 GEYLANG,EDENZ LOFT,RCR,1.3200342517590005,103.87586480971224,13718.737563249755,14,Freehold,0,2,3,2,3,1,0,14,1,2,8,1
680,680,KIM KEAT LANE,CALARASI,RCR,1.290676075009216,103.88724535458584,11242.06081203254,12,Freehold,0,0,0,1,0,0,0,0,0,0,0,0
681,681,LORONG 16 GEYLANG,CRYSTAL LODGE,RCR,1.3161480925209308,103.87495160952254,7611.108417508418,14,Freehold,0,2,0,3,3,0,0,13,2,1,8,1
682,682,MANDALAY ROAD,MANDALE HEIGHTS,CCR,1.2860007452500803,103.88780275939286,14868.382530361165,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
683,683,GILSTEAD ROAD,GILSTEAD COURT,CCR,1.2760412652691488,103.88210340381136,17808.374658002736,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
684,684,CAVAN ROAD,CAVAN SUITES,RCR,1.2975123345257322,103.87455328440898,16945.890141247113,8,Freehold,2,3,0,2,0,0,0,1,1,0,2,0
685,685,LLOYD ROAD,LLOYD SIXTYFIVE,CCR,1.275153834348438,103.8609156261368,31816.60364564008,9,Freehold,2,2,0,5,0,1,13,4,1,0,2,0
686,686,BALMORAL PARK,THE SOLITAIRE,CCR,1.263198927956224,103.87831535536624,18857.830035642968,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
687,687,AH HOOD ROAD,CASA FORTUNA,RCR,1.284632518080443,103.89191465995896,13259.64994909377,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
688,688,GUILLEMARD ROAD,CASSIA VIEW,RCR,1.323152172624925,103.87458809814916,12084.091712125808,14,Freehold,0,1,2,1,3,2,0,10,1,2,1,0
689,689,HOLLAND HILL,HOLLAND HILL LODGE,CCR,1.2388939419159382,103.87339197733606,14111.330049261083,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
690,690,WILKIE TERRACE,LIV ON WILKIE,CCR,1.2851179707223397,103.8664143760447,23537.836970685705,9,Freehold,2,2,0,2,0,2,13,0,0,0,1,0
691,691,RACE COURSE ROAD,RACE COURSE MANSION,RCR,1.2884025566897923,103.87311704075076,9729.02097902098,8,Freehold,0,0,0,1,0,0,0,0,0,0,0,0
692,692,SCOTTS ROAD,THE SCOTTS TOWER,CCR,1.271690793342647,103.87355083656227,27420.198385110663,9,103 yrs lease commencing from 2010,0,0,0,0,0,0,1,0,0,0,0,0
693,693,KENG CHIN ROAD,BELLERIVE,CCR,1.2667059634088418,103.88050219229991,18358.57545068496,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
694,694,PATERSON ROAD,FRASER RESIDENCE ORCHARD SINGAPORE,CCR,1.266023012955693,103.86506095324904,25581.39534883721,9,Freehold,0,1,0,2,0,0,3,0,0,0,0,0
695,695,EWE BOON ROAD,PALM SPRING,CCR,1.2672010693790994,103.8807721033028,17738.78074005376,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
696,696,LORONG 36 GEYLANG,EVERGREEN VIEW,RCR,1.3250820262820808,103.87706596524924,9413.512758265972,14,Freehold,0,3,2,2,4,4,0,9,2,2,3,0
697,697,OXFORD ROAD,KENTISH LODGE,RCR,1.28910750358575,103.8793190116304,10309.009738313927,8,99 yrs lease commencing from 1995,0,0,0,0,0,0,0,0,0,0,0,0
698,698,THOMSON LANE,SKY@ELEVEN,CCR,1.2779399685704214,103.89508003010724,17570.555728692263,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
699,699,ONE TREE HILL,ONE TREE HILL MANSIONS,CCR,1.2614737197297794,103.86420818710776,11048.73068432671,10,99 yrs lease commencing from 1973,0,0,0,0,0,0,1,0,0,0,0,0
700,700,LORONG 25 GEYLANG,CENTRA STUDIOS,RCR,1.31881803800461,103.87797327867736,14957.496983109486,14,Freehold,0,3,3,2,4,6,0,18,2,2,9,1
701,701,JALAN DUSUN,ONE DUSUN RESIDENCES,RCR,1.2799178625046108,103.8904168299387,17055.769551442412,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
702,702,RANGOON ROAD,RANGOON 88,RCR,1.2905453481521525,103.87791465344183,16398.99702351564,8,Freehold,0,0,0,1,0,0,0,0,0,0,0,0
703,703,MARGOLIOUTH ROAD,CHATELET,CCR,1.2604696745035544,103.8839772208464,17678.283602702206,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
704,704,BALESTIER ROAD,EASTPAC BUILDING,RCR,1.2795912315112878,103.89028521331448,8401.162790697676,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
705,705,KIM KEAT ROAD,THE INTERWEAVE,RCR,1.2894165798146642,103.888842708847,15805.946926754634,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
706,706,CAIRNHILL CIRCLE,CAIRNHILL RESIDENCES,CCR,1.274917027159877,103.87175287348592,23172.766808580607,9,Freehold,0,0,0,1,0,0,5,0,0,0,0,0
707,707,DEVONSHIRE ROAD,THE BEAUMONT,CCR,1.2724512741319731,103.86265647237045,20048.63350842964,9,Freehold,0,2,0,4,0,0,9,0,0,0,0,0
708,708,FOCH ROAD,HOA NAM BUILDING,RCR,1.2963083906877944,103.87626637758564,12911.392405063292,8,Freehold,2,3,0,2,0,0,0,1,1,1,2,0
709,709,HERTFORD ROAD,HERTFORD MANSION,RCR,1.2846444583777386,103.87640062677676,11070.054945054944,8,Freehold,0,0,0,0,0,0,2,0,0,0,0,0
710,710,GEYLANG EAST AVENUE 2,SIMS EDGE,RCR,1.3244368459799831,103.87992572510764,16121.198458468403,14,Freehold,0,2,3,3,5,12,0,16,3,1,4,1
711,711,JALAN RUMBIA,THE IMPERIAL,CCR,1.278600882181836,103.8582499008505,22013.16205119381,9,Freehold,4,9,0,7,0,1,21,15,8,0,5,0
712,712,PHENG GECK AVENUE,SANT RITZ,RCR,1.3056419009107518,103.89307911503876,14749.383145556874,13,99 yrs lease commencing from 2012,1,4,2,2,1,5,0,9,1,0,4,4
713,713,FIFTH AVENUE,FIFTH AVENUE CONDOMINIUM,CCR,1.231756663152723,103.89333722701136,19679.636849057177,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
714,714,LORONG 39 GEYLANG,SIMS DORADO,RCR,1.3268848183992823,103.87930493111224,11961.45140640526,14,Freehold,0,2,2,1,3,8,0,13,2,1,3,1
715,715,PATERSON ROAD,THE PATERSON,CCR,1.2667473269780565,103.86408921045026,22585.86515190155,9,Freehold,0,1,0,2,0,0,3,0,0,0,0,0
716,716,SOPHIA ROAD,MOUNT SOPHIA SUITES,CCR,1.2831066815282908,103.86565148218754,18444.54799680469,9,Freehold,2,1,0,2,0,2,12,0,0,0,1,0
717,717,SYED ALWI ROAD,RESIDENTIAL APARTMENTS,RCR,1.2918648895428624,103.8729735473364,8333.333333333334,8,9999 yrs lease commencing from 1960,0,1,0,1,0,0,0,0,0,0,0,0
718,718,SAM LEONG ROAD,RESIDENTIAL APARTMENTS,RCR,1.2929752301282107,103.8728450541303,10638.297872340425,8,Freehold,0,1,0,1,0,0,0,0,0,0,0,0
719,719,LORONG 26 GEYLANG,CASA AERATA,RCR,1.3215447369939932,103.87587091724356,13939.122062768438,14,Freehold,0,3,2,2,3,1,0,11,1,3,3,1
720,720,JALAN ARUAN,RESIDENTIAL APARTMENTS,CCR,1.2792432976618309,103.87663352217908,17431.19266055046,9,999 yrs lease commencing from 1979,0,0,0,0,0,0,2,0,0,0,0,0
721,721,MOONSTONE LANE,MOONSTONE ROYALE,RCR,1.3024771482251505,103.89130427790724,12930.127946127946,12,Freehold,0,1,1,3,3,1,0,8,1,2,4,4
722,722,LORONG 32 GEYLANG,LESHAN GARDENS,RCR,1.3237699520991395,103.87711353771614,17235.04721930745,14,Freehold,0,3,2,2,4,4,0,7,1,2,1,1
723,723,RIVER VALLEY ROAD,VILLE ROYALE,CCR,1.277681472802093,103.85997308253854,17511.51216809804,9,Freehold,4,3,0,6,0,1,15,7,3,0,4,0
724,724,SHELFORD ROAD,28 SHELFORD,CCR,1.2478064776098183,103.89243118550436,16904.50010186852,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
725,725,SOMME ROAD,PARC SOMME,RCR,1.2949396183231918,103.87490923395087,16009.53243616287,8,99 yrs lease commencing from 2008,2,2,0,2,0,0,0,1,0,0,2,0
726,726,HANDY ROAD,NOMU,CCR,1.2832280301723378,103.86343577731724,23115.59712999716,9,Freehold,2,2,0,2,0,2,15,0,0,0,1,0
727,727,HOLLAND AVENUE,WARNER COURT,CCR,1.232268249224499,103.87352443130332,16808.79761245927,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
728,728,BALESTIER ROAD,CITY SUITES,RCR,1.2884782444505585,103.88477964543245,18688.50724520667,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
729,729,ROBIN ROAD,JADE GARDEN,CCR,1.2643443056951496,103.8810820677558,15869.036565390785,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
730,730,DAISY ROAD,DAISY LODGE,OCR,1.303923890927542,103.9077781919106,10020.086030912802,13,Freehold,6,2,3,2,3,0,0,12,5,2,12,0
731,731,RIVER VALLEY ROAD,RV SUITES,CCR,1.2655587724772983,103.85925853231996,18846.453597728563,10,Freehold,0,1,0,2,0,0,3,0,0,0,0,0
732,732,LORONG 4 GEYLANG,FERN LODGE,RCR,1.312521915790153,103.87467023260145,9044.050343249428,14,Freehold,0,2,0,1,2,3,0,9,4,1,7,0
733,733,RIDGEWOOD CLOSE,THE TRIZON,CCR,1.2135378243392034,103.88091999951772,17974.54580933012,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
734,734,GUILLEMARD ROAD,NOMA,RCR,1.3220208706366716,103.87500780957434,17644.4067502186,14,Freehold,0,1,2,1,3,2,0,12,1,2,3,1
735,735,LEONIE HILL ROAD,NEW FUTURA,CCR,1.2702484443207556,103.8617615773297,37260.93147551606,9,Freehold,0,2,0,2,0,0,5,0,0,0,0,0
736,736,SHAN ROAD,PINNACLE 16,RCR,1.282482700822411,103.88796461745042,15623.922464338266,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
737,737,BALMORAL CRESCENT,GOODWOOD GARDENS,CCR,1.270360702061741,103.878192667549,18531.41025641025,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
738,738,LORONG LIMAU,PARC HAVEN,RCR,1.2910515602383834,103.88740727975475,12306.6857398103,12,Freehold,0,0,0,1,0,0,0,0,0,0,0,0
739,739,MANDALAY ROAD,M21,CCR,1.2851686327104446,103.88600240205972,15717.567625666652,11,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
740,740,LORONG 30 GEYLANG,IDYLLIC SUITES,RCR,1.3230187303543437,103.87639445861365,13818.463472826455,14,Freehold,0,3,2,2,2,4,0,8,1,3,1,1
741,741,BALMORAL ROAD,RESIDENTIAL APARTMENTS,CCR,1.2672275536489743,103.87785894620536,25369.54279821245,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
742,742,BUKIT TIMAH ROAD,RESIDENTIAL APARTMENTS,CCR,1.2500258342133987,103.8861288644528,12719.298245614034,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
743,743,LORONG 26 GEYLANG,LA FLEUR,RCR,1.3210852625517226,103.87599099806454,13334.319399347049,14,Freehold,0,4,3,2,3,1,0,12,1,3,4,1
744,744,KIM KEAT ROAD,REGAL COURT,RCR,1.289153455221932,103.8881386526014,10876.193305896732,12,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
745,745,KIM SENG WALK,TIARA,CCR,1.2671746249600466,103.85889425325628,20118.62252903428,9,Freehold,0,1,0,2,0,0,4,0,0,0,0,0
746,746,ORANGE GROVE ROAD,ORION,CCR,1.263756775562897,103.87217482832077,22319.555130988563,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
747,747,BALMORAL CRESCENT,BALMORAL HEIGHTS,CCR,1.2706527041784463,103.87868065758416,19920.414249528872,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
748,748,NAPIER ROAD,8 NAPIER,CCR,1.256777930790996,103.87049070130372,33199.68556149733,10,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
749,749,LORONG 6 GEYLANG,SUNFLOWER COURT,RCR,1.3128580160456735,103.87420670921908,7729.932248308585,14,Freehold,0,1,0,2,2,0,0,9,3,1,8,0
