,Unnamed: 0,street,project,marketSegment,lat,long,avg_price_per_sqm,district,commonest_tenure,num_malls,num_taxi_stands,num_primary_schools,num_mrt,num_hawker,num_carparks,num_bus_stops,num_chas_clinics,num_sports_facilities,num_community_centers,num_supermarkets,num_secondary_schools
1363,1363,UPPER EAST COAST ROAD,THE SUMMIT,OCR,1.3776539873340323,103.88022969596138,12993.072326871148,16,Freehold,3,0,4,0,1,0,0,23,0,2,10,3
1364,1364,LORONG K TELOK KURAU,COSTA ESTE,OCR,1.3462301439496152,103.875831041286,12123.120980808522,15,Freehold,2,5,2,3,1,1,0,10,0,2,7,2
1365,1365,JALAN JURONG KECHIL,THE HILLFORD,RCR,1.2052184568413868,103.907631744424,12789.511226367318,21,60 yrs lease commencing from 2013,0,0,0,0,0,0,0,0,0,0,0,0
1366,1366,KING ALBERT PARK,KAP RESIDENCES,RCR,1.2151412672573096,103.9002289040284,17903.010429237,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1367,1367,AMBER GARDENS,VERTIS,RCR,1.3367109993454571,103.86492608087144,15019.867363818978,15,Freehold,1,3,1,2,2,0,0,11,0,3,6,1
1368,1368,JOO CHIAT LANE,D'SUNRISE,RCR,1.3376744664809408,103.8755562977156,12452.361508098546,15,Freehold,0,2,2,2,1,0,0,5,1,1,3,3
1369,1369,BUKIT DRIVE,THE RAINTREE,OCR,1.2103373177914127,103.91158855918368,11644.043268580534,21,99 yrs lease commencing from 2003,0,0,0,0,0,0,0,0,0,0,0,0
1370,1370,MARYMOUNT TERRACE,TRESALVEO,RCR,1.2770469698465512,103.91433878905384,15845.921298586096,20,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1371,1371,EAST COAST ROAD,THE RED HOUSE,RCR,1.3400968670747304,103.86879938281334,15966.31801573556,15,99 yrs lease commencing from 2012,1,3,2,2,1,0,0,7,0,2,4,2
1372,1372,JALAN LOYANG BESAR,THE EDGEWATER,OCR,1.4016958543919584,103.9434076721472,8599.159515855907,17,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1373,1373,LORONG K TELOK KURAU,SUNSHINE GRANDEUR,OCR,1.346727563525652,103.87659245189194,10591.836734693878,15,Freehold,2,5,3,2,1,1,0,10,0,1,7,2
1374,1374,LORONG M TELOK KURAU,NATURALIS,OCR,1.3451600497142917,103.873279027247,13073.1714276805,15,Freehold,1,5,2,3,1,1,0,8,0,2,4,2
1375,1375,JOO CHIAT TERRACE,EASTWIND MANSIONS,RCR,1.3389957904321854,103.87780818158416,10646.702693289992,15,Freehold,0,2,2,2,1,0,0,6,1,1,4,3
1376,1376,FLORENCE ROAD,FIORENZA,OCR,1.3224945183263543,103.92683992068602,12005.26504635605,19,Freehold,3,5,2,1,3,25,0,25,1,1,10,1
1377,1377,PAYA LEBAR CRESCENT,TANGERINE GROVE,OCR,1.317227741586472,103.91311935894149,12545.083514047226,19,Freehold,0,1,1,1,0,0,0,4,2,1,4,0
1378,1378,LORONG G TELOK KURAU,EAST BAY GARDENS,OCR,1.3492705436566623,103.88154527292976,8868.128947852572,15,99 yrs lease commencing from 1995,1,5,2,2,0,2,0,7,0,0,5,2
1379,1379,SANDY LANE,SANDY EIGHT,RCR,1.3297883000468065,103.87560067658168,18553.695036461708,15,Freehold,1,4,3,2,0,0,0,12,2,1,5,1
1380,1380,DUNMAN ROAD,CASERO @ DUNMAN,RCR,1.3303822746588854,103.87327788691503,12857.555868104391,15,Freehold,1,3,3,2,0,1,0,12,2,3,5,2
1381,1381,HAIGSVILLE DRIVE,TROPICS @ HAIGSVILLE,RCR,1.334568486363198,103.87373773733584,12731.440547532502,15,Freehold,1,3,2,2,1,0,0,10,1,2,5,2
1382,1382,SUNSET CLOSE,SUNSET LODGE,OCR,1.2013547592399274,103.88748683330375,11068.9595275317,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1383,1383,FOWLIE ROAD,SYCAMORE TREE,RCR,1.3401108861291064,103.87113939909258,16430.021367521367,15,Freehold,0,2,3,2,1,0,0,4,0,2,2,3
1384,1384,PASIR RIS GROVE,LIVIA,OCR,1.3796065306816525,103.93574557440763,9221.425049927386,18,99 yrs lease commencing from 2008,1,0,2,0,0,0,0,7,0,1,5,0
1385,1385,UPPER SERANGOON ROAD,PARK RESIDENCES KOVAN,OCR,1.3184215203887146,103.92118741189262,16490.72271152271,19,Freehold,0,0,2,1,0,8,0,11,2,0,9,1
1386,1386,RAMBAI ROAD,SUNSHINE REGENCY,RCR,1.341981119636848,103.87496996760494,12601.303924360634,15,Freehold,0,5,2,3,1,1,0,3,0,1,2,4
1387,1387,UPPER EAST COAST ROAD,BALCON EAST,OCR,1.3791845174602262,103.8782776001665,12815.384001696431,16,Freehold,2,0,3,0,1,0,0,10,0,2,8,3
1388,1388,FLORA DRIVE,PALM ISLES,OCR,1.4009599491885474,103.91931481113384,10458.82407005518,17,99 yrs lease commencing from 2011,1,1,4,3,0,0,0,6,0,0,7,1
1389,1389,UPPER EAST COAST ROAD,SEA PAVILION RESIDENCES,OCR,1.3800293055857002,103.87859617879612,18957.862938910643,16,Freehold,2,0,3,0,1,0,0,8,0,2,7,2
1390,1390,IPOH LANE,IMPERIAL HEIGHTS,RCR,1.3317469366145165,103.8750083364344,14751.537308713236,15,Freehold,1,3,2,2,1,0,0,11,1,2,5,2
1391,1391,TELOK KURAU ROAD,PARC ELEGANCE,OCR,1.345571338828196,103.88136385646932,13569.301432019842,15,Freehold,1,3,2,2,0,1,0,5,0,0,3,3
1392,1392,ONAN ROAD,JOO CHIAT APARTMENT,RCR,1.33894967822686,103.87247686654815,8795.811518324608,15,Freehold,1,4,2,3,1,0,0,7,0,2,5,2
1393,1393,SERANGOON AVENUE 2,SUNGLADE,OCR,1.3074038261964007,103.91228655997335,12169.223664542587,19,99 yrs lease commencing from 2000,3,1,3,1,2,0,0,11,3,2,7,2
1394,1394,PUNGGOL CENTRAL,PARC CENTROS,OCR,1.3408062824496074,103.9667003654633,12721.767485812688,19,99 yrs lease commencing from 2012,1,3,0,2,0,0,0,5,0,0,3,0
1395,1395,SENGKANG EAST AVENUE,RIVERSOUND RESIDENCE,OCR,1.3391964677878156,103.94429051811063,10660.225791900137,19,99 yrs lease commencing from 2011,0,4,2,1,1,12,0,12,0,1,5,3
1396,1396,BUKIT TIMAH ROAD,THE CASCADIA,RCR,1.2234240899540367,103.89734315820942,17653.377350545554,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1397,1397,SANDILANDS ROAD,BREEZY MANSIONS,OCR,1.3144786618640896,103.92546727504076,9758.199785177228,19,999 yrs lease commencing from 1886,0,1,1,1,0,0,0,10,1,1,9,1
1398,1398,LORONG M TELOK KURAU,HOMEY GARDENS,OCR,1.3454633397971405,103.87322129890708,11495.228112867797,15,Freehold,1,5,2,3,1,1,0,11,0,2,5,2
1399,1399,LORONG H TELOK KURAU,SHIRO,OCR,1.3446464936295337,103.878941268064,14372.107660455487,15,Freehold,0,4,2,2,1,1,0,4,0,0,3,3
1400,1400,KOVAN RISE,KOVAN REGENCY,OCR,1.3219485433458884,103.926790201187,14952.073795301778,19,99 yrs lease commencing from 2012,3,5,1,1,3,22,0,20,1,1,10,1
1401,1401,TAMPINES LANE,TREASURE AT TAMPINES,OCR,1.3848674980516316,103.90842613739564,14723.464794140476,18,99 yrs lease commencing from 2018,2,1,1,3,0,0,0,9,0,1,4,0
1402,1402,JOO CHIAT PLACE,STRAITS RESIDENCES,RCR,1.3411547039219995,103.87709567396408,14384.0500073117,15,Freehold,0,3,2,2,1,1,0,4,0,1,3,3
1403,1403,AMBER ROAD,16 @ AMBER,RCR,1.3354306843427632,103.86328117013429,18025.4637835283,15,Freehold,1,3,2,2,1,0,0,13,0,3,9,1
1404,1404,COMPASSVALE BOW,JEWEL @ BUANGKOK,OCR,1.3285576805772417,103.94438872900594,14186.812546262032,19,99 yrs lease commencing from 2012,0,2,2,1,2,20,0,16,2,3,6,4
1405,1405,HEMMANT ROAD,VERSAILLES,RCR,1.3270710969726378,103.87522877102248,12169.330481106012,15,Freehold,1,5,3,3,1,1,0,12,2,1,5,1
1406,1406,GREEN LANE,GREENLANE APARTMENTS,RCR,1.3297523488669438,103.87453663702296,12000.0,15,Freehold,1,3,3,2,0,0,0,12,2,2,5,2
1407,1407,TERRASSE LANE,TERRASSE,OCR,1.3135235757042685,103.93163414708476,11869.752284963984,19,99 yrs lease commencing from 2010,0,1,0,1,2,1,0,11,1,1,8,1
1408,1408,EASTWOOD ROAD,EASTWOOD GREEN,OCR,1.3917036410840824,103.88584569677488,9242.440851416302,16,99 yrs lease commencing from 1995,1,0,4,5,2,0,0,14,2,3,8,2
1409,1409,BISHAN STREET 25,CLOVER BY THE PARK,RCR,1.2825664652485151,103.9231941088794,13760.730838477364,20,99 yrs lease commencing from 2007,0,0,0,0,0,0,0,0,0,0,0,0
1410,1410,SERANGOON AVENUE 3,THE SPRINGBLOOM,OCR,1.2989195654362675,103.9140158836173,11353.47528065139,19,99 yrs lease commencing from 1995,0,1,3,1,2,0,0,7,2,1,3,1
1411,1411,HAIG AVENUE,ROSE MAISON,RCR,1.336322304385143,103.87119705338792,11100.91743119266,15,Freehold,1,3,3,2,1,0,0,9,0,2,6,2
1412,1412,BUTTERWORTH LANE,BUTTERWORTH 33,RCR,1.3322440909687083,103.87633901807848,12072.659925851029,15,Freehold,1,4,2,3,1,0,0,11,1,1,4,1
1413,1413,PULASAN ROAD,THE SERENNIA,RCR,1.3428823018384717,103.87496205934536,12639.045806452215,15,Freehold,1,5,3,3,1,1,0,4,0,1,3,3
1414,1414,LUCKY HEIGHTS,LUCKY COURT,OCR,1.3783910734363656,103.881993404157,11662.479338842975,16,Freehold,3,0,3,0,1,0,0,22,0,1,9,3
1415,1415,BEDOK RESERVOIR VIEW,AQUARIUS BY THE PARK,OCR,1.3725462941036894,103.90079401592386,9603.399381589536,16,99 yrs lease commencing from 1996,2,2,3,1,0,0,0,11,0,1,5,3
1416,1416,TOH TUCK ROAD,THE CREEK @ BUKIT,RCR,1.2051419656818545,103.90201644057028,17373.85595480897,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1417,1417,JALAN LOYANG BESAR,LE LOYANG,OCR,1.3932625644890646,103.94147940644535,8190.3957324916355,17,999 yrs lease commencing from 1885,0,0,0,0,0,0,0,0,0,0,0,0
1418,1418,EAST COAST ROAD,MODA,RCR,1.3396694724857172,103.86774415488615,16908.390570153624,15,Freehold,1,3,3,2,1,0,0,7,0,2,4,2
1419,1419,HUME AVENUE,SYMPHONY HEIGHTS,OCR,1.2027592380082597,103.91997446493733,12486.325440918356,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1420,1420,SIMEI RISE,SAVANNAH CONDOPARK,OCR,1.397782532394376,103.91314917377436,8721.858267105354,18,99 yrs lease commencing from 2000,2,1,6,7,0,9,0,14,0,2,11,2
1421,1421,LEW LIAN VALE,JADE RESIDENCES,OCR,1.3142192106583872,103.912317535176,16026.84339566076,19,Freehold,0,1,2,2,0,0,0,8,3,1,5,1
1422,1422,KOVAN ROAD,VIBES @ KOVAN,OCR,1.3140648893464364,103.91809855192358,13776.26639736173,19,Freehold,0,2,3,2,1,0,0,11,2,0,12,2
1423,1423,LORONG N TELOK KURAU,TREESCAPE,OCR,1.3532724427205651,103.87468145774272,15480.065847642982,15,Freehold,2,4,2,1,0,1,0,15,1,1,6,3
1424,1424,LORONG G TELOK KURAU,ESPIRA SUITES,OCR,1.3492773660138568,103.88090537053304,14503.39765022692,15,Freehold,2,5,2,2,0,2,0,9,0,0,6,2
1425,1425,TANJONG RHU ROAD,CASUARINA COVE,RCR,1.3105899777965286,103.8611040863054,13122.674228816337,15,99 yrs lease commencing from 1993,5,9,1,5,4,7,35,25,6,3,17,0
1426,1426,SIGLAP LINK,SEASIDE RESIDENCES,OCR,1.3634578480067918,103.87099328132896,19192.16845363972,15,99 yrs lease commencing from 2016,1,0,2,0,2,0,0,13,2,1,4,2
1427,1427,UPPER PAYA LEBAR ROAD,FRAGRANT GARDENS,OCR,1.3160009082933353,103.91007013196206,10446.711121157325,19,Freehold,0,1,2,2,1,5,0,8,3,1,6,0
1428,1428,UPPER SERANGOON ROAD,RESIDENTIAL APARTMENTS,OCR,1.3241138856295636,103.9260681901213,9498.413758557355,19,9999 yrs lease commencing from 2004,3,5,2,1,3,28,0,30,1,1,10,1
1429,1429,SIMEI STREET 3,MY MANHATTAN,OCR,1.3903667276048874,103.90510276855596,13783.63321229222,18,99 yrs lease commencing from 2010,3,1,5,7,0,7,0,12,0,3,4,3
1430,1430,UPPER SERANGOON ROAD,CHOON KIM HOUSE,OCR,1.3157535171206665,103.91778424248912,10850.13663585092,19,Freehold,0,1,2,1,0,0,0,7,2,1,8,1
1431,1431,JOO CHIAT TERRACE,EURO-ASIA LODGE,RCR,1.3386309571458552,103.87785265330112,11770.713640469738,15,Freehold,0,2,2,2,1,0,0,6,1,1,4,3
1432,1432,TAMPINES STREET 86,THE SANTORINI,OCR,1.3649539691363994,103.91496312015413,11418.924813910136,18,99 yrs lease commencing from 2013,0,0,0,0,0,0,0,0,0,0,0,0
1433,1433,ANCHORVALE CRESCENT,OLA,OCR,1.3293279089546577,103.96010668174908,12350.45276968632,19,99 yrs lease commencing from 2018,1,2,0,1,0,0,0,5,0,0,4,0
1434,1434,JALAN ANAK BUKIT,SHERWOOD TOWER,RCR,1.2144081761350212,103.9020068057216,7901.030401523382,21,99 yrs lease commencing from 1976,0,0,0,0,0,0,0,0,0,0,0,0
1435,1435,SERAYA LANE,SERAYA COURT,RCR,1.336207866698549,103.87029190498215,8354.833161334709,15,Freehold,1,3,2,2,1,0,0,8,0,2,5,2
1436,1436,JOO CHIAT TERRACE,ONE EIGHTIES RESIDENCES,RCR,1.3419572171310494,103.87851855588896,15446.98419703504,15,Freehold,0,3,2,2,1,1,0,5,0,1,3,2
1437,1437,LOYANG BESAR CLOSE,WATERCREST,OCR,1.3952282020362308,103.94098954784864,8506.469819430267,17,999 yrs lease commencing from 1885,0,0,0,0,0,0,0,0,0,0,0,0
1438,1438,AMBER GARDENS,AMBER PARK,RCR,1.3358132720975588,103.86400214288696,26566.86408765865,15,Freehold,1,3,2,2,1,0,0,13,0,3,8,1
1439,1439,LORONG M TELOK KURAU,MERIDIAN 38,OCR,1.347536152236086,103.87386857185956,13359.441456396622,15,Freehold,2,5,2,3,1,1,0,14,1,1,6,2
1440,1440,JALAN PELIKAT,THE PROMENADE@PELIKAT,OCR,1.324385047129275,103.91857992762716,12213.70802292137,19,Freehold,0,1,2,1,0,15,0,12,2,2,6,1
1441,1441,STILL ROAD,STILL MANSIONS,OCR,1.3452425813748283,103.87241809620132,10511.561228264893,15,Freehold,1,5,2,3,1,1,0,10,0,2,4,2
1442,1442,TAMPINES STREET 34,THE EDEN AT TAMPINES,OCR,1.396149595912637,103.91923217201872,8542.71545335543,18,99 yrs lease commencing from 2000,2,1,3,4,0,2,0,6,0,1,6,1
1443,1443,TAMPINES AVENUE 1,THE TROPICA,OCR,1.3640484977336458,103.91204612685766,9234.908643050288,18,99 yrs lease commencing from 1996,0,0,0,0,0,0,0,0,0,0,0,0
1444,1444,TANAH MERAH KECHIL LINK,URBAN VISTA,OCR,1.38139431841068,103.89102842056153,14816.646996144911,16,99 yrs lease commencing from 2012,1,2,5,3,1,0,0,17,0,3,5,4
1445,1445,LORONG L TELOK KURAU,HERITAGE RESIDENCES,OCR,1.349647854802293,103.87610430644358,11966.341463414634,15,Freehold,2,5,3,2,0,1,0,14,1,1,7,2
1446,1446,TANAH MERAH KECHIL ROAD SOUTH,TANAH MERAH MANSION,OCR,1.384027497814554,103.88536925407176,8699.433612650118,16,Freehold,2,1,4,3,2,0,0,14,0,1,6,2
1447,1447,PASIR RIS DRIVE 4,THE ESPARIS,OCR,1.3970965278093648,103.93254211419554,7956.794773124099,18,99 yrs lease commencing from 2002,0,0,0,0,0,0,0,0,0,0,0,0
1448,1448,YIO CHU KANG ROAD,RESIDENTIAL APARTMENTS,OCR,1.3095731082445008,103.92453838877108,7569.246364653244,19,Freehold,0,1,1,1,0,0,0,8,1,1,8,3
1449,1449,PUNGGOL WALK,A TREASURE TROVE,OCR,1.3368878750609836,103.96870307474316,11498.810634799103,19,99 yrs lease commencing from 2011,1,2,0,2,0,0,0,5,0,0,3,0
1450,1450,GLASGOW ROAD,GLASGOW RESIDENCE,OCR,1.3150806546435891,103.92512721995546,12793.843583317268,19,999 yrs lease commencing from 1886,0,1,2,1,0,1,0,10,1,1,10,1
1451,1451,MARIAM WAY,BALLOTA PARK CONDOMINIUM,OCR,1.4053097984608938,103.92166710992224,8085.466439319151,17,Freehold,1,0,1,1,0,0,0,4,0,0,5,0
1452,1452,MANGIS ROAD,KATONG APARTMENTS,RCR,1.3404404860464865,103.8765601961534,10680.17535193108,15,Freehold,0,2,2,2,1,0,0,6,0,1,4,3
1453,1453,UPPER EAST COAST ROAD,UBER 388,OCR,1.3759521595356292,103.8771967889528,14721.751543768129,16,Freehold,1,0,4,0,1,0,0,26,0,3,8,3
1454,1454,JANSEN ROAD,RESIDENCES @ JANSEN,OCR,1.3128240079279565,103.92323152468023,10865.018189860994,19,999 yrs lease commencing from 1876,0,1,2,1,0,0,0,8,0,1,8,3
1455,1455,DUKU ROAD,THE LUSH,RCR,1.3417594647698,103.8725149502541,13921.22084681529,15,Freehold,1,5,3,3,1,1,0,4,0,1,3,3
1456,1456,UPPER SERANGOON ROAD,D'PAVILION,OCR,1.316921052629261,103.91986251458262,11482.792945920768,19,Freehold,0,1,2,1,0,4,0,8,2,0,9,0
1457,1457,HACIENDA GROVE,THE HACIENDA,OCR,1.3638328076813384,103.87807111995254,12927.544951104788,15,Freehold,1,2,0,1,0,1,0,18,2,1,5,1
1458,1458,YIO CHU KANG ROAD,HIGHLAND CENTRE,OCR,1.3137139691869153,103.9186609732055,8838.924952557018,19,Freehold,0,1,3,1,1,0,0,11,2,0,12,2
1459,1459,UPPER EAST COAST ROAD,THE TROPIC GARDENS,OCR,1.3749534478347776,103.8773893665981,10995.58941459503,16,Freehold,1,0,4,0,1,0,0,26,0,3,8,3
1460,1460,JALAN NAUNG,NAUNG RESIDENCE,OCR,1.3291937253385022,103.93116002664333,12786.274249444046,19,999 yrs lease commencing from 1883,3,7,4,2,5,43,0,39,3,5,11,2
1461,1461,PALM GROVE AVENUE,PALM HAVEN,OCR,1.314173963270601,103.92379984267052,9810.14244981391,19,999 yrs lease commencing from 1876,0,1,2,1,0,0,0,8,0,1,8,2
1462,1462,HAIGSVILLE DRIVE,HAIG TEN,RCR,1.3343641203254497,103.87365851064789,11356.151328657985,15,Freehold,1,3,2,2,1,0,0,10,1,2,5,2
1463,1463,GAMBIR WALK,CASA ESPANIA,OCR,1.311790348661071,103.90817712149884,10496.854210305824,19,Freehold,3,0,3,1,1,2,0,8,2,2,10,0
1464,1464,FORT ROAD,FULCRUM,RCR,1.3213643626256446,103.86232291620333,20458.75680298043,15,Freehold,0,5,2,2,3,7,6,24,1,3,9,2
1465,1465,BROOKE ROAD,EAST VIEW,RCR,1.3402363726666546,103.86741472157604,15159.10449545672,15,Freehold,1,2,1,2,1,0,0,7,0,2,4,1
1466,1466,HAIG AVENUE,HAIG ELEVEN,RCR,1.3361297042087417,103.87204246183316,13407.89824822249,15,Freehold,1,3,3,2,1,0,0,11,0,2,6,2
1467,1467,LORONG M TELOK KURAU,KNOX VIEW,OCR,1.346363691493097,103.8742984884493,11002.733946139108,15,Freehold,2,6,2,3,1,1,0,12,0,2,7,2
1468,1468,BRADDELL HILL,BRADDELL VIEW,RCR,1.278507396183101,103.90444187971454,9034.84315330763,20,102 yrs lease commencing from 1978,0,0,0,0,0,0,0,0,0,0,0,0
1469,1469,UPPER SERANGOON ROAD,VIBES@UPPER SERANGOON,OCR,1.3076598523252014,103.90815574221992,14391.145274432693,19,Freehold,6,2,4,2,3,0,0,12,5,2,13,0
1470,1470,TEMBELING ROAD,TEMBELING RESIDENCE,RCR,1.341442101319578,103.8709193751825,15383.037578346097,15,Freehold,0,3,3,3,1,0,0,2,0,1,1,3
1471,1471,PHILLIPS AVENUE,3@PHILLIPS,OCR,1.3109725606484464,103.92659368204896,9943.544436727696,19,999 yrs lease commencing from 1886,0,1,0,1,0,0,0,8,1,1,8,1
1472,1472,DUKU ROAD,CANNAVILLE,RCR,1.3419744524152966,103.87262716277752,11055.932703659975,15,Freehold,1,5,3,3,1,1,0,4,0,1,3,3
1473,1473,BINJAI PARK,RESIDENTIAL APARTMENTS,RCR,1.222731118496288,103.89974266302144,11761.014344262294,21,999 yrs lease commencing from 1875,0,0,0,0,0,0,0,0,0,0,0,0
1474,1474,ST. PATRICK'S ROAD,ST PATRICK'S COURT,OCR,1.348905108169116,103.87173495697436,12837.68534988047,15,Freehold,2,6,1,2,0,1,0,14,1,1,6,2
1475,1475,JALAN LIMAU BALI,LIMAU PARK,OCR,1.3852570203177526,103.88607902121836,10370.480603260989,16,Freehold,2,1,4,3,1,0,0,18,0,1,9,2
1476,1476,BAYSHORE ROAD,COSTA DEL SOL,OCR,1.3771420551332283,103.8755466603939,13785.74761116319,16,99 yrs lease commencing from 1997,1,0,2,0,1,0,0,17,0,3,7,3
1477,1477,TANJONG RHU ROAD,THE LINE @ TANJONG RHU,RCR,1.320916103242476,103.86207350216748,24810.908995164136,15,Freehold,0,4,2,2,3,7,6,27,1,3,9,2
1478,1478,SIMEI STREET 3,EASTPOINT GREEN,OCR,1.387275920606762,103.9019183008986,8561.352302728154,18,99 yrs lease commencing from 1996,3,4,5,7,0,0,0,14,0,2,5,3
1479,1479,TANJONG KATONG ROAD,CHELSEA LODGE,RCR,1.3325205677070815,103.86890692480677,11997.377803011485,15,Freehold,1,3,2,2,1,0,0,9,0,3,4,2
1480,1480,TOH TUCK ROAD,TOH TUCK LODGE,RCR,1.2056973623458291,103.90412450314598,8697.084544324594,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1481,1481,PALM GROVE AVENUE,PALM GROVE CONDOMINIUM,OCR,1.3147279007441603,103.9227858213338,11587.606715306802,19,999 yrs lease commencing from 1878,0,1,2,1,0,1,0,10,0,1,10,2
1482,1482,DUNMAN ROAD,DUNMAN PLACE,RCR,1.3323425176056294,103.87355835772662,13951.289090292406,15,Freehold,1,3,2,2,1,0,0,11,1,2,5,2
1483,1483,UPPER CHANGI ROAD EAST,CASCADALE,OCR,1.4008637523833742,103.9087142099746,9336.744737554476,16,Freehold,3,3,7,8,1,9,0,19,0,3,12,3
1484,1484,HAIG ROAD,D'FOCUS APARTMENTS,RCR,1.3350939769337349,103.87205642484432,8619.22268907563,15,Freehold,1,3,3,2,1,0,0,11,0,2,6,2
1485,1485,ONAN ROAD,ONAN COURT,RCR,1.33895997184106,103.87275424947056,10000.0,15,Freehold,1,4,2,3,1,0,0,9,0,2,5,2
1486,1486,EAST COAST ROAD,SPRINGVALE,OCR,1.3614901643218555,103.87645998276382,12628.92319718585,15,Freehold,2,3,1,1,0,1,0,12,2,1,5,2
1487,1487,ST. PATRICK'S ROAD,ST PATRICK'S GREEN,OCR,1.3505790142150556,103.87209621968005,15588.235294117649,15,Freehold,2,6,1,2,0,1,0,15,1,1,6,2
1488,1488,UPPER SERANGOON ROAD,SANCTUARY @ 813,OCR,1.317382608513759,103.92046418216805,11946.228743010606,19,Freehold,0,1,2,1,0,4,0,8,2,0,10,0
1489,1489,ROBEY CRESCENT,D'ZIRE,OCR,1.3186566490323006,103.93151054759056,13274.146219663791,19,999 yrs lease commencing from 1875,3,4,2,1,3,14,0,15,2,3,10,0
1490,1490,WOO MON CHEW ROAD,RESIDENTIAL APARTMENTS,OCR,1.3657686017465196,103.87784756562304,11594.202898550724,15,Freehold,0,1,2,0,0,0,0,15,0,2,3,2
1491,1491,SIN MING AVENUE,FLAME TREE PARK,RCR,1.265122031071754,103.92422225888724,14020.33939399406,20,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1492,1492,BAYSHORE ROAD,BAYSHORE PARK,OCR,1.3748323211260056,103.87433143002934,10440.31623377571,16,99 yrs lease commencing from 1982,1,0,2,0,1,0,0,17,0,3,7,3
1493,1493,BISHAN STREET 21,RAFFLESIA CONDOMINIUM,RCR,1.2792605470212657,103.91102223104453,12023.097796478249,20,99 yrs lease commencing from 1997,0,0,0,0,0,0,0,0,0,0,0,0
1494,1494,LORONG K TELOK KURAU,SUNSHINE RESIDENCE,OCR,1.3465409493522074,103.87655568907984,12487.859319207631,15,Freehold,2,5,2,2,1,1,0,10,0,1,6,2
1495,1495,JOO CHIAT TERRACE,EAST ELEGANCE,RCR,1.342225398936293,103.87845940331096,12797.05423156652,15,Freehold,0,3,2,3,1,1,0,5,0,1,2,2
1496,1496,SIMEI STREET 4,TROPICAL SPRING,OCR,1.3926436794822552,103.9048175320488,9367.78781387002,18,99 yrs lease commencing from 1997,3,1,7,6,0,9,0,13,0,3,4,5
1497,1497,UPPER EAST COAST ROAD,VENEZIO,OCR,1.3794744051308625,103.87834622212984,11116.10491092992,16,Freehold,2,0,3,0,1,0,0,9,0,2,7,2
1498,1498,SERAYA LANE,SERAYA 9,RCR,1.3362725178949673,103.87076686411572,13640.610101136415,15,Freehold,1,3,3,2,1,0,0,9,0,2,6,2
1499,1499,LORONG K TELOK KURAU,PROSPERO VILLE,OCR,1.3511475562953397,103.87752148757528,9565.72123283757,15,Freehold,2,4,1,2,0,1,0,14,1,1,7,3
1500,1500,LIM AH PIN ROAD,PIN MANSIONS,OCR,1.32245839426946,103.9277558407737,12010.869565217392,19,Freehold,3,5,2,1,3,25,0,22,1,2,10,1
1501,1501,LORONG M TELOK KURAU,MELINIA COURT,OCR,1.349596474249056,103.87435690034476,12209.302325581397,15,Freehold,2,4,2,2,0,1,0,15,1,1,6,2
1502,1502,LORONG L TELOK KURAU,PINE COURT,OCR,1.346177614238894,103.8746059827573,10242.448330683626,15,Freehold,2,6,2,3,1,1,0,12,0,2,7,2
1503,1503,EASTWOOD ROAD,FAIRMOUNT CONDOMINIUM,OCR,1.3928517377443226,103.88448369774072,8978.581762676631,16,99 yrs lease commencing from 1996,2,0,4,6,2,0,0,20,2,2,9,2
1504,1504,HOUGANG STREET 11,THE MINTON,OCR,1.3183064104997777,103.9147397966178,11367.590445539823,19,99 yrs lease commencing from 2007,0,1,1,1,0,0,0,2,2,1,4,0
1505,1505,SENGKANG SQUARE,LA FIESTA,OCR,1.331888701626859,103.95188988077936,13614.317180079934,19,99 yrs lease commencing from 2012,0,3,1,1,0,0,0,1,0,0,2,2
1506,1506,TANJONG RHU ROAD,CRYSTAL RHU,RCR,1.320339150019994,103.8624773338972,15680.345861231774,15,Freehold,0,5,2,2,3,5,8,24,1,3,9,2
1507,1507,LIM AH PIN ROAD,THE COURTYARD,OCR,1.323146804853872,103.92679150658768,11888.86053546513,19,Freehold,3,5,2,1,3,29,0,28,1,1,11,1
1508,1508,EAST COAST ROAD,THE SOUND,OCR,1.3515869706690289,103.8734015243408,16654.8258299315,15,Freehold,2,6,1,1,0,1,0,15,1,1,6,3
1509,1509,TANJONG RHU ROAD,DE CENTURION,RCR,1.3208579758479342,103.86244386437328,16411.704853681735,15,Freehold,0,5,2,2,3,6,6,24,1,3,9,2
1510,1510,TOH TUCK ROAD,HIGHGATE,RCR,1.2021375714083935,103.9047704703207,12548.245597076122,21,Freehold,0,0,0,0,0,0,0,0,0,0,0,0
1511,1511,LORONG M TELOK KURAU,CANDEVILLE,OCR,1.3473173030866616,103.87450457937028,10344.827586206897,15,Freehold,2,5,2,3,1,1,0,13,1,1,7,2
