,ID,Category,Name,Coordinates,avg_rating,num_ratings,long,lat,W,weighted_rating
27,31,Hawker Centre,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),"103.828537609942,1.43144768831222,0.0",4.1,7136,103.828537609942,1.43144768831222,0.5903375248180013,4.086574086947817
28,32,Hawker Centre,Zion Riverside Food Centre,"103.831189303546,1.29234216757957,0.0",4.2,2610,103.831189303546,1.29234216757957,0.2159166115155526,4.0958948106045865
29,33,Hawker Centre,Margaret Drive Hawker Centre,"103.804715225285,1.29748567106686,0.0",4.0,1819,103.804715225285,1.29748567106686,0.1504798146922568,4.057110600692958
30,34,Hawker Centre,Woodleigh Village Hawker Centre,"103.872090241567,1.3397961360031,0.0",4.2,1769,103.872090241567,1.3397961360031,0.146343481138319,4.086657369764584
31,35,Hawker Centre,Anchorvale Village Hawker Centre,"103.888489618777,1.39691417603694,0.0",4.2,1769,103.888489618777,1.39691417603694,0.146343481138319,4.086657369764584
32,36,Hawker Centre,Fernvale Hawker Centre & Market,"103.877060478847,1.39159232727757,0.0",3.6,399,103.877060478847,1.39159232727757,0.03300794176042356,4.051804692757315
33,37,Hawker Centre,Punggol Town Hub Hawker Centre,"103.904805657576,1.40818996870647,0.0",4.4,12,103.904805657576,1.40818996870647,0.0009927200529450694,4.06755724129493
34,40,Hawker Centre,Bukit Batok Hawker Centre,"103.741825836536,1.35521457121361,0.0",3.8,443,103.741825836536,1.35521457121361,0.03664791528788881,4.05743358230122
35,41,Hawker Centre,Market Street Hawker Centre,"103.850164578087,1.2844248503218,0.0",4.5,114,103.850164578087,1.2844248503218,0.00943084050297816,4.071308304923558
36,42,Hawker Centre,Buangkok Hawker Centre,"103.892403203249,1.38238755827879,0.0",4.2,1769,103.892403203249,1.38238755827879,0.146343481138319,4.086657369764584
37,43,Hawker Centre,Bedok Reservoir Road Blk 630,"103.91405388831,1.33315924777343,0.0",3.9,230,103.91405388831,1.33315924777343,0.01902713434811383,4.0640450422392655
38,44,Hawker Centre,Bedok South Road Blk 16,"103.93553909635,1.32055216480957,0.0",4.0,1697,103.93553909635,1.32055216480957,0.1403871608206486,4.057789098432226
39,45,Hawker Centre,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),"103.863021377531,1.31921699786807,0.0",4.0,3554,103.863021377531,1.31921699786807,0.2940105890138981,4.04746147300747
40,46,Hawker Centre,Beo Crescent Market,"103.827358017197,1.28882210205212,0.0",4.0,1707,103.827358017197,1.28882210205212,0.14121442753143615,4.057733483863434
41,47,Hawker Centre,Berseh Food Centre,"103.856853966617,1.30733651651517,0.0",4.1,2380,103.856853966617,1.30733651651517,0.1968894771674388,4.073679571100446
42,48,Hawker Centre,Boon Lay Place Blk 221A/B (Boon Lay Place Market and Food Village),"103.712799765872,1.3452231627967,0.0",4.2,3553,103.712799765872,1.3452231627967,0.2939278623428193,4.106252606932912
43,49,Hawker Centre,Buffalo Road Blk 665 (Tekka Centre/Zhu Jiao Market),"103.850530969624,1.30620584090733,0.0",4.2,746,103.850530969624,1.30620584090733,0.06171409662475182,4.075420863249338
44,50,Hawker Centre,Bukit Merah Central Blk 163 (Bukit Merah Central Food Centre),"103.816992390295,1.28369258928085,0.0",4.0,1012,103.816992390295,1.28369258928085,0.08371939113170086,4.061598696394507
45,51,Hawker Centre,Bukit Merah Lane 1 Blk 120 (Alexandra Village Food Centre),"103.804489277779,1.28629777221659,0.0",4.2,4991,103.804489277779,1.28629777221659,0.4128888153540701,4.12204742254281
46,52,Hawker Centre,Bukit Merah View Blk 115 (Blk 115 Bukit Merah View Market and Food Centre),"103.822049361292,1.28550478314618,0.0",4.1,2798,103.822049361292,1.28550478314618,0.2314692256783587,4.074812856976014
47,53,Hawker Centre,Bukit Panjang Hawker Centre,"103.772489583206,1.37760053528611,0.0",3.9,2500,103.772489583206,1.37760053528611,0.20681667769688947,4.032641580788503
48,55,Hawker Centre,Market Street Interim Hawker Centre,"103.848973726501,1.28159564281228,0.0",4.5,114,103.848973726501,1.28159564281228,0.00943084050297816,4.071308304923558
49,56,Hawker Centre,Marsiling Lane Blk 20/21,"103.777203165702,1.44388181695611,0.0",4.0,2470,103.777203165702,1.44388181695611,0.2043348775645268,4.05349009226457
50,57,Hawker Centre,Marsiling Mall Hawker Centre,"103.779784899996,1.43353885680037,0.0",4.0,2156,103.779784899996,1.43353885680037,0.1783587028457975,4.055236389724653
51,58,Hawker Centre,Maxwell Food Centre (Kim Hua Market),"103.844827863123,1.28011223513205,0.0",4.3,12088,103.844827863123,1.28011223513205,1.0,4.3
52,59,Hawker Centre,Mei Chin Road Blk 159 (Mei Chin Road Market),"103.802903901116,1.29323622090658,0.0",4.0,1819,103.802903901116,1.29323622090658,0.1504798146922568,4.057110600692958
53,60,Hawker Centre,New Market Road Blk 32 (People's Park Food Centre),"103.842578750107,1.28499102169498,0.0",4.1,1217,103.842578750107,1.28499102169498,0.10067835870284579,4.070526433604548
54,61,Hawker Centre,New Upper Changi Road Blk 208B,"103.93056047823,1.32473884451035,0.0",3.9,123,103.93056047823,1.32473884451035,0.010175380542686963,4.065525293505887
55,62,Hawker Centre,New Upper Changi Road Blk 58,"103.941132372619,1.32418782817919,0.0",4.2,197,103.941132372619,1.32418782817919,0.01629715420251489,4.069390714591595
56,63,Hawker Centre,Newton Food Centre,"103.839562687644,1.31189235691653,0.0",4.2,10350,103.839562687644,1.31189235691653,0.8562210456651225,4.180910021189151
57,64,Hawker Centre,North Bridge Road Market,"103.863891012338,1.30576537802761,0.0",4.0,1355,103.863891012338,1.30576537802761,0.1120946393117141,4.059691116684927
58,65,Hawker Centre,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),"103.885833217727,1.30825156309798,0.0",4.3,9409,103.885833217727,1.30825156309798,0.7783752481800132,4.248411717433498
59,66,Hawker Centre,Our Tampines Hub,"103.939726160039,1.35386211773287,0.0",4.5,7776,103.939726160039,1.35386211773287,0.6432825943084051,4.345622299217503
60,67,Hawker Centre,Pasir Panjang Food Centre,"103.791402660553,1.27590752450201,0.0",4.0,2606,103.791402660553,1.27590752450201,0.2155857048312376,4.052733734128993
61,68,Hawker Centre,Pasir Ris Central Hawker Centre,"103.951543034782,1.37343413973246,0.0",4.1,1246,103.951543034782,1.37343413973246,0.10307743216412972,4.070605058701178
62,69,Hawker Centre,Queen Street Blk 270 (Albert Centre),"103.854211645499,1.30100146521405,0.0",4.1,4480,103.854211645499,1.30100146521405,0.37061548643282594,4.079373112580572
63,70,Hawker Centre,Adam Road Food Centre,"103.814165010384,1.32413422253318,0.0",4.1,6122,103.814165010384,1.32413422253318,0.5064526803441429,4.083824919775985
64,71,Hawker Centre,Aljunied Ave 2 Blk 117 (Blk 117 Aljunied Market and Food Centre),"103.88701902611,1.32064829234987,0.0",3.9,1642,103.88701902611,1.32064829234987,0.13583719391131702,4.044511259169453
65,72,Hawker Centre,Amoy Street Food Centre (Telok Ayer Food Centre),"103.846606784092,1.27921844263269,0.0",4.3,2483,103.846606784092,1.27921844263269,0.20541032428855063,4.115040890611705
66,73,Hawker Centre,Ang Mo Kio Ave 1 Blk 226D (Kebun Baru Market and Food Centre),"103.839231344066,1.36678764523637,0.0",3.9,1068,103.839231344066,1.36678764523637,0.08835208471211119,4.052452046338059
67,74,Hawker Centre,Ang Mo Kio Ave 1 Blk 341 (Teck Ghee Court),"103.848254220438,1.36410517096399,0.0",3.9,982,103.848254220438,1.36410517096399,0.08123759099933818,4.053641781000952
68,75,Hawker Centre,Ang Mo Kio Ave 10 Blk 409 (Teck Ghee Square),"103.855369790045,1.36276891777383,0.0",4.0,347,103.855369790045,1.36276891777383,0.02870615486432826,4.065297065219205
69,76,Hawker Centre,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),"103.856351437414,1.36824049310006,0.0",3.9,1494,103.856351437414,1.36824049310006,0.12359364659166115,4.046558709519546
70,77,Hawker Centre,Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre),"103.854482811591,1.37276992816898,0.0",4.0,2042,103.854482811591,1.37276992816898,0.1689278623428193,4.055870395808887
71,78,Hawker Centre,Ang Mo Kio Ave 4 Blk 160/162 (Mayflower Market),"103.839214290038,1.37448912101909,0.0",4.0,954,103.839214290038,1.37448912101909,0.07892124420913302,4.061921260893504
72,79,Hawker Centre,Ang Mo Kio Ave 4 Blk 628 (Ang Mo Kio 628 Market),"103.840682307297,1.38102486670548,0.0",4.1,2737,103.840682307297,1.38102486670548,0.2264228987425546,4.074647473152067
73,80,Hawker Centre,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),"103.846519219268,1.37219743270045,0.0",4.1,235,103.846519219268,1.37219743270045,0.01944076770350761,4.0678640251600315
74,81,Hawker Centre,Ang Mo Kio Street 22 Blk 226H (Kebun Baru Food Centre),"103.839953165936,1.36723014879667,0.0",3.9,1068,103.839953165936,1.36723014879667,0.08835208471211119,4.052452046338059
75,82,Hawker Centre,Bedok Food Centre,"103.955474150677,1.32035600765426,0.0",4.2,3120,103.955474150677,1.32035600765426,0.25810721376571805,4.101496588046205
76,83,Hawker Centre,Bedok North Street 1 Blk 216,"103.933221544751,1.32706240888967,0.0",4.2,1905,103.933221544751,1.32706240888967,0.15759430840502978,4.0881511770823495
77,84,Hawker Centre,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),"103.930602144469,1.33324627868937,0.0",4.1,2104,103.930602144469,1.33324627868937,0.17405691594970218,4.072931277077344
78,85,Hawker Centre,Bedok North Street 3 Blk 538,"103.924844235398,1.33178125123252,0.0",4.0,1083,103.924844235398,1.33178125123252,0.08959298477829253,4.061203832956082
79,86,Hawker Centre,Redhill Lane Blk 79 (Redhill Market),"103.818402623449,1.2878581025663,0.0",4.1,2767,103.818402623449,1.2878581025663,0.22890469887491727,4.074728809458926
80,87,Hawker Centre,Bukit Timah Market,"103.775995008012,1.33937596351523,0.0",4.1,5599,103.775995008012,1.33937596351523,0.4631866313699537,4.082406956826411
81,88,Hawker Centre,Cambridge Road Blk 41A (Pek Kio Market and Food Centre),"103.850225081031,1.31615991374589,0.0",4.1,2961,103.850225081031,1.31615991374589,0.2449536730641959,4.075254784243281
82,89,Hawker Centre,Changi Village Blk 2 and 3,"103.988245749103,1.38915172065006,0.0",4.2,10980,103.988245749103,1.38915172065006,0.9083388484447386,4.18782986391115
83,90,Hawker Centre,Chomp Chomp Food Centre,"103.866536130299,1.36422852315868,0.0",4.2,3762,103.866536130299,1.36422852315868,0.3112177365982793,4.108548237296242
84,91,Hawker Centre,Ci Yuan Hawker Centre,"103.882977999397,1.37542896666561,0.0",4.2,1769,103.882977999397,1.37542896666561,0.146343481138319,4.086657369764584
85,92,Hawker Centre,Circuit Road Blk 79/79A,"103.885043500019,1.32644992167231,0.0",3.9,832,103.885043500019,1.32644992167231,0.06882859033752482,4.05571689959902
86,93,Hawker Centre,Circuit Road Blk 80 (80 Circuit Road Market and Food Centre),"103.887128535137,1.32784956142548,0.0",3.9,832,103.887128535137,1.32784956142548,0.06882859033752482,4.05571689959902
87,94,Hawker Centre,Circuit Road Blk 89,"103.885449224256,1.32344525333847,0.0",4.1,432,103.885449224256,1.32344525333847,0.0357379219060225,4.068398133575072
88,95,Hawker Centre,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),"103.770836740843,1.31436772839327,0.0",3.9,134,103.770836740843,1.31436772839327,0.011085373924553277,4.065373118142029
89,96,Hawker Centre,Clementi Ave 3 Blk 448,"103.764510533078,1.31326486994113,0.0",4.1,2792,103.764510533078,1.31326486994113,0.23097286565188616,4.0747965897146425
90,97,Hawker Centre,Clementi West Street 2 Blk 726,"103.764264410293,1.3037819726711,0.0",4.1,359,103.764264410293,1.3037819726711,0.02969887491727333,4.068200215228382
91,98,Hawker Centre,Commonwealth Crescent Market,"103.800362825517,1.3068922760844,0.0",4.0,1000,103.800362825517,1.3068922760844,0.0827266710787558,4.061665433877059
92,99,Hawker Centre,Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre),"103.797875477439,1.29971330531884,0.0",4.0,1381,103.797875477439,1.29971330531884,0.11424553275976175,4.059546518806067
93,100,Hawker Centre,Dunman Food Centre,"103.90182514721,1.30941418731185,0.0",4.0,1583,103.90182514721,1.30941418731185,0.1309563203176704,4.05842310451646
94,101,Hawker Centre,East Coast Lagoon Food Village,"103.935016747249,1.30668431820832,0.0",4.3,8126,103.935016747249,1.30668431820832,0.6722369291859696,4.223705570911356
95,102,Hawker Centre,Empress Road Blk 7 (Empress Road Market and Food Centre),"103.805636386821,1.31624573118373,0.0",3.9,1283,103.805636386821,1.31624573118373,0.10613831899404368,4.049477709680828
96,103,Hawker Centre,Eunos Crescent Blk 4A,"103.904260878989,1.32033178221424,0.0",4.0,2523,103.904260878989,1.32033178221424,0.20871939113170085,4.05319533504997
97,104,Hawker Centre,Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),"103.870004415152,1.32146226027018,0.0",4.1,2094,103.870004415152,1.32146226027018,0.17322964923891462,4.072904164975057
98,105,Hawker Centre,Geylang Serai Market,"103.898224315881,1.3167281476983,0.0",4.3,8573,103.898224315881,1.3167281476983,0.7092157511581734,4.232313246277995
99,106,Hawker Centre,Ghim Moh Road Blk 20,"103.788230657145,1.31099627311591,0.0",4.3,1523,103.788230657145,1.31099627311591,0.12599272005294507,4.096554607945098
100,107,Hawker Centre,Golden Mile Food Centre,"103.863883249985,1.30287548090781,0.0",4.2,5190,103.863883249985,1.30287548090781,0.42935142289874256,4.124233214132775
101,108,Hawker Centre,Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre),"103.895609494855,1.3151420505272,0.0",4.1,3019,103.895609494855,1.3151420505272,0.24975181998676374,4.075412034436541
102,109,Hawker Centre,Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),"103.829626834637,1.28797543998733,0.0",4.0,1018,103.829626834637,1.28797543998733,0.0842157511581734,4.061565327653232
103,110,Hawker Centre,Holland Drive Blk 44 (Holland Drive Market and Food Centre),"103.792773765463,1.30811775909823,0.0",4.1,2416,103.792773765463,1.30811775909823,0.199867637326274,4.073777174668677
104,111,Hawker Centre,Holland Village Market and Food Centre,"103.794862936127,1.31090802808558,0.0",4.0,2221,103.794862936127,1.31090802808558,0.1837359364659166,4.054874895027502
105,112,Hawker Centre,Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),"103.890081064953,1.35383739101169,0.0",4.1,1374,103.890081064953,1.35383739101169,0.11366644606221046,4.070952093610443
106,113,Hawker Centre,Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),"103.885977616903,1.35911942212642,0.0",4.3,9,103.885977616903,1.35911942212642,0.0007445400397088021,4.067400199656303
107,114,Hawker Centre,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),"103.88394058022,1.30241881353449,0.0",3.9,929,103.88394058022,1.30241881353449,0.07685307743216413,4.054374989572269
108,115,Hawker Centre,Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),"103.826013285715,1.28000481198881,0.0",3.7,434,103.826013285715,1.28000481198881,0.03590337524818001,4.054042205896257
109,116,Hawker Centre,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),"103.808127999318,1.28695275198944,0.0",4.2,6596,103.808127999318,1.28695275198944,0.5456651224354732,4.139676545667903
110,117,Hawker Centre,Jalan Kukoh Blk 1 (Kukoh 21 Food Centre),"103.839945947186,1.28823055540002,0.0",3.7,790,103.839945947186,1.28823055540002,0.06535407015221707,4.043227118776035
111,118,Hawker Centre,Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),"103.731579747132,1.34531247026793,0.0",4.0,1873,103.731579747132,1.34531247026793,0.1549470549305096,4.056810282021479
112,119,Hawker Centre,Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),"103.737781231485,1.34344213770991,0.0",4.0,2567,103.737781231485,1.34344213770991,0.2123593646591661,4.052950630947283
113,120,Hawker Centre,Jurong West Hawker Centre,"103.697404254467,1.3412597060095,0.0",3.5,601,103.697404254467,1.3412597060095,0.04971872931833223,4.039025090512712
114,121,Hawker Centre,Jurong West Street 52 Blk 505,"103.71844754363,1.34964224318434,0.0",4.0,3824,103.71844754363,1.34964224318434,0.31634679020516215,4.0459598796500735
115,122,Hawker Centre,Kallang Estate Fresh Market and Food Centre,"103.884130183315,1.30739616009942,0.0",4.1,581,103.884130183315,1.30739616009942,0.04806419589675712,4.068802103899138
116,123,Hawker Centre,Kampung Admiralty Hawker Centre,"103.800696448529,1.43993283228134,0.0",4.1,4060,103.800696448529,1.43993283228134,0.3358702845797485,4.078234404284546
117,124,Hawker Centre,Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),"103.906338526157,1.30228513841822,0.0",4.0,1177,103.906338526157,1.30228513841822,0.09736929185969556,4.060681056009432
118,125,Hawker Centre,Marine Terrace Blk 50A (50A Marine Terrace),"103.915761950557,1.30577514781108,0.0",4.0,1089,103.915761950557,1.30577514781108,0.09008934480476506,4.061170464214807
