,Unnamed: 0,index,licence_numbers,business_name,name_of_license,premise_address,lat,long,isLatLongAvailable,google_place_id,num_ratings,avg_rating,W,weighted_rating,modified_name
465,465,465,SSE20041N000,Ever+,Sun Rui,"184 EAST COAST ROAD #01-, S(428890)",1.30676762440589,103.906559248475,True,ChIJk8RY5GUZ2jERazTSCXJTbaU,4.0,5.0,1.9124938441604392e-05,3.9578199320108443,"Ever+ 184 EAST COAST ROAD #01-, S(428890)"
468,468,468,SSE20099A000,Bowl & Bowl,BOWLICIOUS PTE. LTD.,"3 IRVING ROAD #01-19, TAI SENG CENTRE S(369522)",1.33579982244774,103.886875022095,True,ChIJu37flBQX2jERvVKBi-UGGkE,4.0,4.5,1.9124938441604392e-05,3.9578103695416234,"Bowl & Bowl 3 IRVING ROAD #01-19, TAI SENG CENTRE S(369522)"
469,469,469,SSE21003X000,MR FARMER,MR FARMER,"2 JALAN LOKAM #01-47, KENSINGTON SQUARE S(537846)",1.34560719747232,103.882695128109,True,ChIJNUyXxZoX2jERTzBcFDj5SQo,8.0,4.5,3.8249876883208785e-05,3.9578207390832465,"MR FARMER 2 JALAN LOKAM #01-47, KENSINGTON SQUARE S(537846)"
470,470,470,SSE21005N000,FAIRPRICE HYPERMART,NTUC FAIRPRICE CO-OPERATIVE LTD,"80 MARINE PARADE ROAD #03-28, PARKWAY PARADE S(449269)",1.30119131468839,103.905113590527,True,ChIJnybpwO0Z2jER1miZaSP31Uk,102.0,4.3,0.000487685930260912,3.957966886125335,"FAIRPRICE HYPERMART 80 MARINE PARADE ROAD #03-28, PARKWAY PARADE S(449269)"
472,472,472,SSE21017E000,LITTLE FARMS,LITTLE FARMS PTE. LTD.,"451 JOO CHIAT ROAD #01-01,#01-03, KATONG POINT S(427664)",1.30691768522493,103.904554568546,True,ChIJp47bbNsZ2jERSFdr0cV2fQo,64.0,4.3,0.0003059990150656703,3.957904712862956,"LITTLE FARMS 451 JOO CHIAT ROAD #01-01,#01-03, KATONG POINT S(427664)"
473,473,473,SSE21022L000,BLOOPBLOOP MARKET,BLOOPBLOOP MARKET LLP,"26A CHAI CHEE ROAD #01-399, S(461026) PART OF LEFT",1.32367569498072,103.923700930805,True,ChIJDd69SWMj2jEROPBq65n40ak,1.0,5.0,4.781234610401098e-06,3.9578049830027107,"BLOOPBLOOP MARKET 26A CHAI CHEE ROAD #01-399, S(461026) PART OF LEFT"
475,475,475,SSE21053V000,Baggie's Deli,BAGGIE'S PTE. LTD.,"236 JOO CHIAT ROAD, S(427493) Level 1",1.311723245498,103.900604772211,True,ChIJKUfoANAZ2jERyA9V0NNho-4,56.0,5.0,0.00026774913818246147,3.9580790481518138,"Baggie's Deli 236 JOO CHIAT ROAD, S(427493) Level 1"
476,476,476,SSE21054X000,Aunty's Supermart Trading,AUNTY'S SUPERMART TRADING PTE. LTD.,"58 MARINE TERRACE #01-67, MARINE TERRACE HAVEN S(440058)",1.30611781253448,103.914026029355,True,ChIJOcBoLysj2jERUiX4v9rN35c,0.0,0.0,0.0,3.9578,"Aunty's Supermart Trading 58 MARINE TERRACE #01-67, MARINE TERRACE HAVEN S(440058)"
477,477,477,SSW19008P000,S Power Supermart,S POWER GLOBAL PTE. LTD.,"18 SUNGEI KADUT STREET 2 #01-05, SUNGEI KADUT INDUSTRIAL ESTATE S(729236)",1.41260803090908,103.747937640796,True,ChIJiZZWTFIT2jERlT53ROn3T8A,6.0,4.7,2.8687407662406587e-05,3.9578212917939672,"S Power Supermart 18 SUNGEI KADUT STREET 2 #01-05, SUNGEI KADUT INDUSTRIAL ESTATE S(729236)"
480,480,480,SSW20065P000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"4 BUKIT BATOK STREET 41 #01-91,#01-92, LE QUEST S(657991)",1.35594171176111,103.741127005764,True,ChIJXwp3b_IR2jERA0aU-6vv070,109.0,4.4,0.0005211545725337197,3.9580304545519747,"FAIRPRICE FINEST 4 BUKIT BATOK STREET 41 #01-91,#01-92, LE QUEST S(657991)"
481,481,481,SSW20070A000,REDMAN BY PHOON HUAT,PHOON HUAT PTE. LTD.,"3 GATEWAY DRIVE #B1-23, WESTGATE S(608532)",1.33402529481694,103.742586014944,True,ChIJYUzkQXIR2jERyvxwaanPRD8,26.0,4.2,0.00012431209987042854,3.957830108390589,"REDMAN BY PHOON HUAT 3 GATEWAY DRIVE #B1-23, WESTGATE S(608532)"
482,482,482,SSW20071V000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"1 MARITIME SQUARE #03-23/38, HARBOURFRONT CENTRE S(099253)",1.26408889294438,103.820208766742,True,ChIJBb2LgJUb2jERJ5zd8BmKPV0,472.0,4.4,0.002256742736109318,3.958797931637908,"DON DON DONKI 1 MARITIME SQUARE #03-23/38, HARBOURFRONT CENTRE S(099253)"
483,483,483,SSW20073P000,Frozen Bagus,"TANG KER AN, TIMOTHY","352 CLEMENTI AVENUE 2 #01-137, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120352)",1.31427265951788,103.771360860916,True,ChIJ__8PEIka2jERLXwoyU1uBeQ,56.0,3.8,0.00026774913818246147,3.957757749185995,"Frozen Bagus 352 CLEMENTI AVENUE 2 #01-137, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120352)"
484,484,484,SSW20085J000,the seafood place by chai,CHAI SEAFOOD,"148F PASIR PANJANG ROAD, S(118553)",1.27656491174,103.792125884569,True,ChIJJ94OqScb2jERRFgtq7fuAC8,14.0,5.0,6.693728454561537e-05,3.9578697620379533,"the seafood place by chai 148F PASIR PANJANG ROAD, S(118553)"
485,485,485,SSW20088B000,123 MART,123 MART PTE. LTD.,"354 CLEMENTI AVENUE 2 #01-233, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120354)",1.3135304106234,103.770859843658,True,ChIJ9To9ta4b2jERjE0t_cGss8M,4.0,3.5,1.9124938441604392e-05,3.9577912446031815,"123 MART 354 CLEMENTI AVENUE 2 #01-233, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120354)"
486,486,486,SSW21007E000,HAO MART,HAO MART PTE. LTD.,"4 JALAN MAT JAMBOL #B1-01/11, BIJOU S(119555)",1.27685386351985,103.791742171785,True,ChIJV_yvtxcb2jER0dBELH2OsO4,16.0,4.8,7.649975376641757e-05,3.957864428092622,"HAO MART 4 JALAN MAT JAMBOL #B1-01/11, BIJOU S(119555)"
488,488,488,SSW21031E000,GGM MINIMART,GOWRI'S GLOBAL MARKETING PTE. LTD.,"1A TUAS AVENUE 2 #01-03, S(639467)",1.32160943931496,103.649583557099,True,ChIJk3UIdH4P2jERETDNJofFL7g,2.0,4.0,9.562469220802196e-06,3.957800403536201,"GGM MINIMART 1A TUAS AVENUE 2 #01-03, S(639467)"
489,489,489,SSW21037P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"533 CHOA CHU KANG STREET 51 #01-01, LIMBANG SHOPPING CENTRE S(680533)",1.3920738867617,103.743099573442,True,ChIJHQcHgyUR2jERCzOlXp6PPMg,1.0,5.0,4.781234610401098e-06,3.9578049830027107,"FAIRPRICE 533 CHOA CHU KANG STREET 51 #01-01, LIMBANG SHOPPING CENTRE S(680533)"
490,490,490,SW04097K000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"159 BUKIT BATOK STREET 11 #01-178, S(650159)",1.34857537707331,103.742708640493,True,ChIJ7T595DwQ2jERGanyKrg9Lhg,62.0,4.1,0.0002964365458448681,3.957842153276819,"PRIME SUPERMARKET 159 BUKIT BATOK STREET 11 #01-178, S(650159)"
491,491,491,SW04158X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"108 DEPOT ROAD #01-01, DEPOT HEIGHTS SHOPPING CENTRE S(100108)",1.28096680702384,103.810298189643,True,ChIJaXOlIdAb2jERoOzLpbciTh4,239.0,4.1,0.0011427150718858624,3.957962494083222,"FAIRPRICE 108 DEPOT ROAD #01-01, DEPOT HEIGHTS SHOPPING CENTRE S(100108)"
492,492,492,SW05008N000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"638 JURONG WEST STREET 61 #03-01, PIONEER MALL S(640638)",1.34174316145003,103.697286174545,True,ChIJO6aM0JYP2jERow6S9JoAkdY,421.0,4.0,0.002012899770978862,3.9578849443703357,"GIANT 638 JURONG WEST STREET 61 #03-01, PIONEER MALL S(640638)"
493,493,493,SW05051J000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"720 CLEMENTI WEST STREET 2 #01-144, S(120720)",1.30246408847832,103.763750972451,True,ChIJ8Ws24PEa2jEReonyo71rFUo,1836.0,4.3,0.008778346744696415,3.960803950256035,"SHENG SIONG SUPERMARKET 720 CLEMENTI WEST STREET 2 #01-144, S(120720)"
494,494,494,SW06002X000,TOH GUAN MINIMART,TOH GUAN MINI MART PTE. LTD.,"19 TOH GUAN ROAD EAST #01-65, S(608568)",1.33833282914969,103.753535227945,True,ChIJi622Im0Q2jERs5j2gNPxfLw,0.0,0.0,0.0,3.9578,"TOH GUAN MINIMART 19 TOH GUAN ROAD EAST #01-65, S(608568)"
495,495,495,SW06322N000,-,Oh Beng Guan,"395A BUKIT BATOK WEST AVENUE 5 #03-10, MULTI STOREY CAR PARK S(651395)",1.36448974299463,103.751987145985,True,ChIJjUjAWTUQ2jERypQo7VEpEnc,0.0,0.0,0.0,3.9578,"- 395A BUKIT BATOK WEST AVENUE 5 #03-10, MULTI STOREY CAR PARK S(651395)"
496,496,496,SW06590A000,FAIRPRICE XTRA,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 HARBOURFRONT WALK #01-23,#B1-23, VIVOCITY S(098585)",1.26430476483158,103.822308649643,True,ChIJ9_7w3iQZ2jER7mtoL9cUKdU,1363.0,4.5,0.006516822773976696,3.9613334213080504,"FAIRPRICE XTRA 1 HARBOURFRONT WALK #01-23,#B1-23, VIVOCITY S(098585)"
497,497,497,SW06806E000,LOTTE KOREAN MART,LOTTE MART PTE. LTD.,"17 LORONG KILAT #01-02, KILAT COURT S(598139)",1.34082770311651,103.774215677961,True,ChIJMdTSHWIQ2jERExL-dlAWc1Y,180.0,4.0,0.0008606222298721976,3.9578363182581007,"LOTTE KOREAN MART 17 LORONG KILAT #01-02, KILAT COURT S(598139)"
498,498,498,SW07070J000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)",1.34669905221409,103.757276700998,True,ChIJu6Zj7UEQ2jERXvt78uZzsGM,295.0,4.0,0.0014104642100683238,3.9578595215896653,"GIANT 284 BUKIT BATOK EAST AVENUE 3 #01-251, S(650284)"
499,499,499,SW07209E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"7 JURONG WEST AVENUE 5, S(649486)",1.34878489718303,103.703415655017,True,ChIJpSUUNq0P2jERckCJMy3euQ4,1702.0,4.3,0.008137661306902669,3.960584707699222,"SHENG SIONG SUPERMARKET 7 JURONG WEST AVENUE 5, S(649486)"
500,500,500,SW07331C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"352 CLEMENTI AVENUE 2 #01-91&99, S(120352)",1.31427265951788,103.771360860916,True,ChIJOcLdGoka2jERc4mzHtBu-qk,458.0,4.2,0.0021898054515637026,3.958330370880369,"SHENG SIONG SUPERMARKET 352 CLEMENTI AVENUE 2 #01-91&99, S(120352)"
501,501,501,SW07481A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"28 DOVER CRESCENT #01-83, MULTI STOREY CAR PARK S(130028)",1.30446092675742,103.781779696748,True,ChIJp_zYIlwa2jERrIDQ8AVDvCw,388.0,4.0,0.0018551190288356259,3.9578782860230173,"FAIRPRICE 28 DOVER CRESCENT #01-83, MULTI STOREY CAR PARK S(130028)"
502,502,502,SW07E27X000,KINGSMART,KINGSMART PTE. LTD.,"30 30 PENJURU PLACE, 01-07, S(608557)",1.31621113527515,103.732527239032,True,ChIJJSbVWrIa2jERSbNtLqk7sLU,0.0,0.0,0.0,3.9578,"KINGSMART 30 30 PENJURU PLACE, 01-07, S(608557)"
503,503,503,SW08807K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"154 WEST COAST ROAD, WEST COAST PLAZA S(127371) #B1-19",1.30362457527941,103.765858386923,True,ChIJdxS7gPEa2jERd53GKJ48Dr4,545.0,4.2,0.002605772862668598,3.9584311181873386,"COLD STORAGE 154 WEST COAST ROAD, WEST COAST PLAZA S(127371) #B1-19"
504,504,504,SW08821N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"140 TECK WHYE LANE #01-351, S(680140)",1.38003058296689,103.753118410312,True,ChIJT7Abab8R2jERgZYAd7wZGRw,550.0,3.9,0.0026296790357206038,3.9576480045517353,"FAIRPRICE 140 TECK WHYE LANE #01-351, S(680140)"
506,506,506,SW08A55C000,CHD @ SOON LEE,CHD @ SOON LEE PTE. LTD.,"51 SOON LEE ROAD #01-51A, S(628088)",1.33212291013902,103.699070261789,True,ChIJ35iWKxgP2jERKb_6XoQudkk,101.0,4.2,0.00048290469565051087,3.957916959517287,"CHD @ SOON LEE 51 SOON LEE ROAD #01-51A, S(628088)"
508,508,508,SW09032C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"21 CHOA CHU KANG NORTH 6 #B1-01-07, YEW TEE POINT S(689578)",1.39705741516141,103.746662121143,True,ChIJ2xwx_PMR2jERRAWDe04IwWg,417.0,4.2,0.0019937748325372577,3.9582828922644406,"FAIRPRICE 21 CHOA CHU KANG NORTH 6 #B1-01-07, YEW TEE POINT S(689578)"
510,510,510,SW09285K000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"61 CHOA CHU KANG DRIVE #01-01, YEW TEE MRT STATION S(689715)",1.39747594171731,103.747418249132,True,ChIJeRqQ8_MR2jERWHiWayirJ7g,502.0,4.3,0.002400179774421351,3.9586213415188074,"FAIRPRICE FINEST 61 CHOA CHU KANG DRIVE #01-01, YEW TEE MRT STATION S(689715)"
512,512,512,SW09426V000,phang nee,PHANG NEE ENTERPRISE PTE. LTD.,"2D JALAN PAPAN #01-04, S(619415)",1.32124572258872,103.729969760603,True,ChIJlbqb3qwa2jERWJ4OQ_s76I0,0.0,0.0,0.0,3.9578,"phang nee 2D JALAN PAPAN #01-04, S(619415)"
515,515,515,SW10A16E000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL S(129588) #B1-12/13/14",1.31513319522543,103.764726054591,True,ChIJY4MaLY4a2jERIzLyNGQ4E0c,1134.0,4.2,0.005421920048194845,3.9591131890356728,"FAIRPRICE FINEST 3155 COMMONWEALTH AVENUE WEST, THE CLEMENTI MALL S(129588) #B1-12/13/14"
517,517,517,SW11423N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"18 TECK WHYE LANE #01-95, S(680018)",1.37829768797221,103.754071398872,True,ChIJoTxBzrgR2jERavGEbvzC5Ys,671.0,4.2,0.0032082084235791368,3.958577028080191,"SHENG SIONG SUPERMARKET 18 TECK WHYE LANE #01-95, S(680018)"
518,518,518,SW11452C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"78A TELOK BLANGAH STREET 32 #01-01, MULTI STOREY CAR PARK S(101078)",1.27338751489362,103.808980553946,True,ChIJf_oJJMMb2jERoL6a5wDL7pA,483.0,3.8,0.0023093363168237304,3.9574355867292055,"FAIRPRICE 78A TELOK BLANGAH STREET 32 #01-01, MULTI STOREY CAR PARK S(101078)"
519,519,519,SW11512N000,KOLEE SUPERMARKETS,KEK HONG HENG,"23 PENJURU WALK #03-81, CASSIA@PENJURU S(608537)",1.31800980644852,103.73194890136,True,ChIJv-SKS7Ia2jER-Mc6J6h8WT4,162.0,4.1,0.0007745600068849778,3.9579101424329792,"KOLEE SUPERMARKETS 23 PENJURU WALK #03-81, CASSIA@PENJURU S(608537)"
520,520,520,SW11A26P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"460 ALEXANDRA ROAD, MTOWER S(119963) #01-09 & #01-16",1.27398639988204,103.801264139551,True,ChIJwz3yHMEb2jERolztbVQZjiI,503.0,4.2,0.002404961009031752,3.958382481556388,"FAIRPRICE 460 ALEXANDRA ROAD, MTOWER S(119963) #01-09 & #01-16"
521,521,521,SW12C98J000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"2 JURONG EAST CENTRAL 1 #B1-12, JCUBE S(609731)",1.33331604792774,103.740210020296,True,ChIJTysuLQ4R2jER6ginfmUbEaM,892.0,4.3,0.004264861272477779,3.959259435527442,"DON DON DONKI 2 JURONG EAST CENTRAL 1 #B1-12, JCUBE S(609731)"
522,522,522,SW12F58E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"352 CLEMENTI AVENUE 2 #01-141, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120352)",1.31427265951788,103.771360860916,True,ChIJp9ZrEIka2jERn5mVRHSOsMo,243.0,3.9,0.0011618400103274667,3.9577328456474032,"FAIRPRICE 352 CLEMENTI AVENUE 2 #01-141, CLEMENTI AVENUE 2 SHOPPING CENTRE S(120352)"
523,523,523,SW12G70J000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"101 CLEMENTI ROAD #01-01, KENT VALE ESTATE, NUS S(129787)",1.30176049506481,103.769371057337,True,ChIJwbGV0vYa2jERH3nOfhlSIwE,72.0,4.1,0.00034424889194887903,3.957848952192436,"COLD STORAGE 101 CLEMENTI ROAD #01-01, KENT VALE ESTATE, NUS S(129787)"
524,524,524,SW12G71E000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 COVE AVENUE, SENTOSA COVE ARRIVAL PLAZA S(098537) #02-07/08/09/10",1.24694068557266,103.839986098204,True,ChIJsaiDp7Ye2jERGI5rv03RDCg,148.0,4.3,0.0007076227223393625,3.9580421484955846,"COLD STORAGE 1 COVE AVENUE, SENTOSA COVE ARRIVAL PLAZA S(098537) #02-07/08/09/10"
525,525,525,SW12H20A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"498 JURONG WEST STREET 41, #01-434/436/438 S(640498) #01-434/436/438",1.34833335733135,103.724307317877,True,ChIJTX8Iit4P2jERD6kbBNea58g,618.0,3.8,0.0029548029892278783,3.9573337320883,"FAIRPRICE 498 JURONG WEST STREET 41, #01-434/436/438 S(640498) #01-434/436/438"
526,526,526,SW12J94X000,J MART,TANESEI TRADING PTE. LTD.,"1 VISTA EXCHANGE GREEN #B1-28, THE STAR VISTA S(138617)",1.30695082420353,103.788287276561,True,ChIJp0JVlEIa2jERuOxgeRaDyuY,218.0,4.2,0.0010423091450674393,3.9580524472749357,"J MART 1 VISTA EXCHANGE GREEN #B1-28, THE STAR VISTA S(138617)"
527,527,527,SW12J97L000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 VISTA EXCHANGE GREEN, THE STAR VISTA S(138617) #B1-35/36 AND 02",1.30695082420353,103.788287276561,True,ChIJp0JVlEIa2jER9lM6m1VP3S0,254.0,4.1,0.0012144335910418789,3.9579726924566465,"COLD STORAGE 1 VISTA EXCHANGE GREEN, THE STAR VISTA S(138617) #B1-35/36 AND 02"
529,529,529,SW12M64L000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"25 GHIM MOH LINK #01-11, S(270025)",1.30811886342473,103.786049384646,True,ChIJC_92-Gca2jERSrlTfrBrrZk,494.0,4.2,0.0023619298975381424,3.958372059421184,"SHENG SIONG SUPERMARKET 25 GHIM MOH LINK #01-11, S(270025)"
530,530,530,SW12M67E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"420A CLEMENTI AVENUE 1 #01-01, S(121420)",1.30973331229192,103.76863729776,True,ChIJgyzxhIwa2jER7b7r_1rt5s0,516.0,4.2,0.0024671170589669663,3.958397535751682,"SHENG SIONG SUPERMARKET 420A CLEMENTI AVENUE 1 #01-01, S(121420)"
531,531,531,SW12N25V000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"31 OCEAN WAY #01-26/27, QUAYSIDE ISLE, SENTOSA S(098375)",1.24706997908317,103.842182970325,True,ChIJt1bgNLQe2jERu4dhD9xP3V8,25.0,4.0,0.00011953086526002745,3.957805044202514,"COLD STORAGE 31 OCEAN WAY #01-26/27, QUAYSIDE ISLE, SENTOSA S(098375)"
532,532,532,SW12O05A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"502 WEST COAST DRIVE #01-41, S(120502)",1.31190696353507,103.759128011868,True,ChIJlfWWlJMa2jERa1KB1nhJkd4,329.0,3.9,0.0015730261868219613,3.957709079086402,"FAIRPRICE 502 WEST COAST DRIVE #01-41, S(120502)"
533,533,533,SW13245V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 LOWER KENT RIDGE ROAD #02-16, ONE@KENTRIDGE S(119082)",1.29351287719231,103.784685581372,True,ChIJXyswLlIa2jERVpwfbvFsu0o,67.0,4.0,0.00032034271889687355,3.957813518462738,"FAIRPRICE 1 LOWER KENT RIDGE ROAD #02-16, ONE@KENTRIDGE S(119082)"
534,534,534,SW13Q24X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)",1.34762239826035,103.757150072517,True,ChIJPaoohUEQ2jERHN__b997Zak,574.0,3.7,0.00274442866637023,3.9570924862898096,"FAIRPRICE 280 BUKIT BATOK EAST AVENUE 3 #01-315, S(650280)"
535,535,535,SW13T12J000,FAIRPRICE XTRA,NTUC FAIRPRICE CO-OPERATIVE LTD,"50 JURONG GATEWAY ROAD #B1-21/22, JEM S(608549)",1.3325523295069,103.743262234833,True,ChIJD865Hw8Q2jERXwifyEiU_Bc,1475.0,4.3,0.007052321050341619,3.9602133042634273,"FAIRPRICE XTRA 50 JURONG GATEWAY ROAD #B1-21/22, JEM S(608549)"
536,536,536,SW13W88P000,HAO MART,HAO MART PTE. LTD.,"3 GATEWAY DRIVE #B2-01, WESTGATE S(608532)",1.33402529481694,103.742586014944,True,ChIJIVi9Tl8R2jERiGCbMQv8MhU,52.0,4.3,0.00024862419974085707,3.957885079201152,"HAO MART 3 GATEWAY DRIVE #B2-01, WESTGATE S(608532)"
537,537,537,SW14017K000,SHAFEN SUPERMARKET & TRADING,SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,"18 TOH GUAN ROAD EAST #02-02, BLK 28, WESTLITE DORMITORY (TOH GUAN) S(608596)",1.33649931598315,103.751872040825,True,ChIJX4BHVw0Q2jERoHinA6IfVVs,216.0,3.7,0.001032746675846637,3.9575337579069667,"SHAFEN SUPERMARKET & TRADING 18 TOH GUAN ROAD EAST #02-02, BLK 28, WESTLITE DORMITORY (TOH GUAN) S(608596)"
538,538,538,SW14484J000,SRI MURUGAN TRADING,SRI MURUGAN TRADING PTE. LTD.,"48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)",1.33683097553159,103.754341430783,True,ChIJF0Sbv1wR2jER_SpxlaglbF8,6.0,3.2,2.8687407662406587e-05,3.9577782606824736,"SRI MURUGAN TRADING 48 TOH GUAN ROAD EAST #01-130, ENTERPRISE HUB S(608586)"
539,539,539,SW14542A000,HILLVIEW MARKET PLACE,COLD STORAGE SINGAPORE (1983) PTE LTD,"4 HILLVIEW RISE #02-07, HILLV2 S(667979)",1.36267450828024,103.76417292006,True,ChIJ0c5rulIQ2jER4_hqfBcbw6M,92.0,4.0,0.000439873584156901,3.957818562665252,"HILLVIEW MARKET PLACE 4 HILLVIEW RISE #02-07, HILLV2 S(667979)"
540,540,540,SW14633X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"2 BUKIT BATOK WEST AVENUE 7 #01-10, HomeTeamNS BUKIT BATOK CLUBHOUSE S(659003)",1.36577391240463,103.748520902563,True,ChIJ778v4coR2jERs0gld9MUkC0,324.0,4.2,0.0015491200137699556,3.9581751968673355,"FAIRPRICE 2 BUKIT BATOK WEST AVENUE 7 #01-10, HomeTeamNS BUKIT BATOK CLUBHOUSE S(659003)"
541,541,541,SW14718K000,AJMAL SUPERMART,AJMAL SUPER MART PTE. LTD.,"70 TUAS SOUTH AVENUE 1 #01-40, TUAS VIEW DORMITORY S(637285)",1.31409942872378,103.625894546863,True,ChIJk8yy94wH2jERKuZViLbXbyE,22.0,3.6,0.00010518716142882415,3.957762364033641,"AJMAL SUPERMART 70 TUAS SOUTH AVENUE 1 #01-40, TUAS VIEW DORMITORY S(637285)"
543,543,543,SW14951X000,WAREHOUSE CLUB,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 JOO KOON CIRCLE #03-21, FAIRPRICE HUB S(629117)",1.32561764102293,103.678410551563,True,ChIJFbPgo4AF2jERHzHV4MY5d4A,2807.0,4.0,0.013420925551395882,3.958366363058269,"WAREHOUSE CLUB 1 JOO KOON CIRCLE #03-21, FAIRPRICE HUB S(629117)"
544,544,544,SW14A33P000,VINAYAK TRADERS,VINAYAK TRADERS PTE. LTD.,"27 PENJURU WALK #01-08/09, PENJURU RECREATION CENTRE S(608538)",1.31865728379443,103.733152140767,True,ChIJAQAAla0a2jER1ELDqRU_qAw,0.0,0.0,0.0,3.9578,"VINAYAK TRADERS 27 PENJURU WALK #01-08/09, PENJURU RECREATION CENTRE S(608538)"
545,545,545,SW14A98C000,Gurus Supermarket,GURU'S MARKETING PTE. LTD.,"27 PENJURU WALK #01-15, PENJURU RECREATION CENTRE S(608538)",1.31865728379443,103.733152140767,True,ChIJ9xq4i60a2jERtrsKmFap4qA,672.0,4.3,0.003212989658189538,3.9588994850610324,"Gurus Supermarket 27 PENJURU WALK #01-15, PENJURU RECREATION CENTRE S(608538)"
546,546,546,SW15051V000,archana,ARCHANA PROVISION STORES PTE. LTD.,"27 PENJURU WALK #01-06/07, PENJURU RECREATION CENTRE S(608538)",1.31865728379443,103.733152140767,True,ChIJPQG4i60a2jERim25W-EXrc0,42.0,4.2,0.00020081185363684612,3.957848636630951,"archana 27 PENJURU WALK #01-06/07, PENJURU RECREATION CENTRE S(608538)"
548,548,548,SW15796X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"533 CHOA CHU KANG STREET 51 #01-11, LIMBANG SHOPPING CENTRE (HDB) S(680533)",1.3920738867617,103.743099573442,True,ChIJ38NJzO8R2jER4N-hyl5PXb0,190.0,3.8,0.0009084345759762085,3.957656649023911,"FAIRPRICE 533 CHOA CHU KANG STREET 51 #01-11, LIMBANG SHOPPING CENTRE (HDB) S(680533)"
549,549,549,SW15968N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"37 TEBAN GARDENS ROAD, #01-304/305/306 S(600037) #01-304/305/306",1.32052026841644,103.742651512921,True,ChIJSyI0s6Ua2jERLnh5NwlyrZY,117.0,3.8,0.0005594044494169285,3.9577117259778825,"FAIRPRICE 37 TEBAN GARDENS ROAD, #01-304/305/306 S(600037) #01-304/305/306"
