,ID,Category,Name,coordinates,Pri_Popularity_Score,long,lat,google_place_id,num_ratings,avg_rating,W,weighted_rating
128,85,Primary School,DAZHONG PRIMARY SCHOOL,"103.74847210784,1.3591797447277",2.0,103.74847210784,1.3591797447277,ChIJXSxIljYQ2jERiQ-pNM2WSng,21.0,4.6,0.0032679738562091504,4.266007338607958
129,287,Primary School,ST. STEPHEN'S SCHOOL,"103.917372254203,1.31878279235375",2.0,103.917372254203,1.31878279235375,ChIJo-84e8gj2jERfVmQit3l03M,34.0,4.1,0.005291005291005291,4.2640397289520084
130,170,Primary School,MARYMOUNT CONVENT SCHOOL,"103.840021064426,1.34036676987375",1.5,103.840021064426,1.34036676987375,ChIJq42SWEEX2jER1Xc1AiSbIvQ,48.0,4.6,0.007469654528478058,4.2674152702016475
131,326,Primary School,WOODLANDS RING PRIMARY SCHOOL,"103.797435733144,1.43495229315857",1.5,103.797435733144,1.43495229315857,ChIJY7j9-KET2jERj6ZJItP9FCc,31.0,4.3,0.004824151882975412,4.265081549188877
132,198,Primary School,NORTH VISTA PRIMARY SCHOOL,"103.895854162476,1.38289339218536",1.5,103.895854162476,1.38289339218536,ChIJPfi59RUW2jER10kPK44FGtU,38.0,4.6,0.005913476501711796,4.266893814055836
133,339,Primary School,YISHUN PRIMARY SCHOOL,"103.834087115915,1.43338602975674",1.5,103.834087115915,1.43338602975674,ChIJa7RPumQU2jERiHVQqngdKyU,39.0,4.1,0.006069094304388422,4.263911412518223
134,224,Primary School,PEIYING PRIMARY SCHOOL,"103.830143209875,1.41741627551251",1.5,103.830143209875,1.41741627551251,ChIJ12KMrQ0U2jERmnpOrDHMB64,35.0,4.6,0.0054466230936819175,4.266737377212093
135,110,Primary School,FUCHUN PRIMARY SCHOOL,"103.778192944298,1.43047990810126",1.5,103.778192944298,1.43047990810126,ChIJD5_Nga0T2jERPspBnB8c4fA,43.0,3.9,0.006691565515094927,4.262470446268176
136,141,Primary School,JIEMIN PRIMARY SCHOOL,"103.830425490093,1.42768847665227",1.5,103.830425490093,1.42768847665227,ChIJIan4U3AU2jERaf-_Iu7g0Uk,29.0,4.3,0.00451291627762216,4.265070628641319
137,80,Primary School,CORPORATION PRIMARY SCHOOL,"103.707593724342,1.35099779872539",1.5,103.707593724342,1.35099779872539,ChIJOfCBMMcP2jERDSx2GZS4xZ0,55.0,4.0,0.008558979147214442,4.262644902015387
138,29,Primary School,BENDEMEER PRIMARY SCHOOL,"103.864715966512,1.3225449659487",1.5,103.864715966512,1.3225449659487,ChIJTwvxgdMZ2jERFkmolswEuI8,52.0,4.0,0.008092125739184563,4.262768577216462
139,91,Primary School,EAST SPRING PRIMARY SCHOOL,"103.961743139539,1.35277013841942",1.5,103.961743139539,1.35277013841942,ChIJQXHosOI82jERKFah0Tvr11U,34.0,4.4,0.005291005291005291,4.26562703053931
140,236,Primary School,QIHUA PRIMARY SCHOOL,"103.788339762066,1.44203596557592",1.5,103.788339762066,1.44203596557592,ChIJgTA_lRET2jERd8t4fNpAo5Q,5.0,5.0,0.000778089013383131,4.265484244380013
141,121,Primary School,GREENRIDGE PRIMARY SCHOOL,"103.767803387989,1.38593108948507",1.5,103.767803387989,1.38593108948507,ChIJJXbrIZkR2jERQOapX1-lQWY,33.0,3.8,0.005135387488328665,4.262524775992268
142,196,Primary School,NORTH SPRING PRIMARY SCHOOL,"103.903202683028,1.38706146494859",1.5,103.903202683028,1.38706146494859,ChIJvbHdGhoW2jERI_CVwIDyBCw,33.0,4.3,0.005135387488328665,4.265092469736432
143,221,Primary School,PEI TONG PRIMARY SCHOOL,"103.767438999533,1.31666529308968",1.5,103.767438999533,1.31666529308968,ChIJPYcisoQa2jERNFMXy8mgssw,42.0,4.2,0.006535947712418301,4.264488017429193
144,46,Primary School,CANTONMENT PRIMARY SCHOOL,"103.840041087946,1.27546534984202",1.5,103.840041087946,1.27546534984202,ChIJVSyoe2wZ2jERv97i-f1Ns74,31.0,4.7,0.004824151882975412,4.2670112099420665
145,25,Primary School,BEDOK GREEN PRIMARY SCHOOL,"103.937745023577,1.32399627990304",1.5,103.937745023577,1.32399627990304,ChIJOT7CgMoi2jERCpdZHeNHIDY,45.0,4.0,0.0070028011204481795,4.263057152685636
146,308,Primary School,UNITY PRIMARY SCHOOL,"103.746822625758,1.40285481877246",1.5,103.746822625758,1.40285481877246,ChIJJ5s24h0S2jERBIrlUF0D5XQ,35.0,4.0,0.0054466230936819175,4.2634694033558835
147,335,Primary School,YEW TEE PRIMARY SCHOOL,"103.750985967346,1.39676600905037",1.5,103.750985967346,1.39676600905037,ChIJyyRcW_MR2jERtxnlA3qyVV0,44.0,4.2,0.006847183317771553,4.264467814416214
149,258,Primary School,SENG KANG PRIMARY SCHOOL,"103.899527879229,1.38925044778224",1.0,103.899527879229,1.38925044778224,ChIJkSU3DhEW2jERyZvUkYoWho8,40.0,4.4,0.006224712107065048,4.265753162863585
150,336,Primary School,YIO CHU KANG PRIMARY SCHOOL,"103.885643682171,1.37793264345276",1.0,103.885643682171,1.37793264345276,ChIJOS4ZAEQW2jERjcyETral4yc,45.0,4.4,0.0070028011204481795,4.265858273133815
151,54,Primary School,CHANGKAT PRIMARY SCHOOL,"103.952273949753,1.33997334692002",1.0,103.952273949753,1.33997334692002,ChIJYSeOgyM92jERbtrbFfuU7NI,32.0,4.2,0.004979769685652039,4.264589032494089
153,83,Primary School,DAMAI PRIMARY SCHOOL,"103.921270169613,1.33546106800406",1.0,103.921270169613,1.33546106800406,ChIJjTYHCVo92jERjIfiXqn_ZJg,33.0,4.6,0.005135387488328665,4.266633085982931
154,344,Primary School,YUHUA PRIMARY SCHOOL,"103.741105772644,1.34280230475033",1.0,103.741105772644,1.34280230475033,ChIJubizZRcQ2jERZIeyb0momvE,25.0,4.1,0.003890445066915655,4.264270698532824
156,41,Primary School,BUKIT VIEW PRIMARY SCHOOL,"103.753303575677,1.34625469092492",1.0,103.753303575677,1.34625469092492,ChIJD6GSHkAQ2jERAr_nZSWZnFg,43.0,4.3,0.006691565515094927,4.265147072474214
157,168,Primary School,MARSILING PRIMARY SCHOOL,"103.773637073788,1.43392876015922",1.0,103.773637073788,1.43392876015922,ChIJsx-sb1MS2jERXRi9iGqTEEU,31.0,4.2,0.004824151882975412,4.264599134000579
158,11,Primary School,ANG MO KIO PRIMARY SCHOOL,"103.839705325534,1.36870363392975",1.0,103.839705325534,1.36870363392975,ChIJuXtyCNwW2jER-z1Bnq_c010,32.0,4.3,0.004979769685652039,4.265087009462654
159,302,Primary School,TELOK KURAU PRIMARY SCHOOL,"103.911005345855,1.33109611001931",1.0,103.911005345855,1.33109611001931,ChIJOxRLKvwX2jERGQQLU4UtOV4,39.0,3.9,0.006069094304388422,4.262697593657346
160,23,Primary School,BEACON PRIMARY SCHOOL,"103.773868475891,1.38424146547316",1.0,103.773868475891,1.38424146547316,ChIJPzs1lZ8R2jER9rjspOQpzio,38.0,4.5,0.005913476501711796,4.266302466405665
161,275,Primary School,ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL,"103.940544723873,1.3351714044028",1.0,103.940544723873,1.3351714044028,ChIJB56ZunA92jERmjwnGBJSj8I,7.0,4.6,0.0010893246187363835,4.265277300003822
162,171,Primary School,MAYFLOWER PRIMARY SCHOOL,"103.835805246743,1.37614621670476",1.0,103.835805246743,1.37614621670476,ChIJnRNVCOgW2jERAwB9u7vqg4E,50.0,4.4,0.00778089013383131,4.265963383404044
163,104,Primary School,FARRER PARK PRIMARY SCHOOL,"103.850770929023,1.31243078021903",1.0,103.850770929023,1.31243078021903,ChIJq6qqGsQZ2jERYhC7USm6L2s,20.0,4.3,0.003112356053532524,4.265021486177316
164,162,Primary School,LIANHUA PRIMARY SCHOOL,"103.754165828711,1.35424191127295",1.0,103.754165828711,1.35424191127295,ChIJV-7HsUcQ2jERbzPazfYX8ik,34.0,4.5,0.005291005291005291,4.266156131068411
165,98,Primary School,EUNOS PRIMARY SCHOOL,"103.904374791251,1.32438836310047",1.0,103.904374791251,1.32438836310047,ChIJ2Qcd6QIY2jER77oUJRcjb7Y,35.0,4.6,0.0054466230936819175,4.266737377212093
166,318,Primary School,WEST VIEW PRIMARY SCHOOL,"103.760240434318,1.3836758200336",1.0,103.760240434318,1.3836758200336,ChIJ52ZRhr0R2jERzrJbrhEZw8U,43.0,4.7,0.006691565515094927,4.267823698680251
167,32,Primary School,BOON LAY GARDEN PRIMARY SCHOOL,"103.713280889452,1.34317853793318",0.5,103.713280889452,1.34317853793318,ChIJiRDxoOkP2jERWvGpVvrW15I,28.0,4.1,0.004357298474945534,4.264193708672552
168,307,Primary School,TOWNSVILLE PRIMARY SCHOOL,"103.853768994775,1.35994649477568",0.5,103.853768994775,1.35994649477568,ChIJC5ZljRwX2jERlTP60BXAOVg,50.0,4.6,0.00778089013383131,4.2675195614308095
169,300,Primary School,TECK WHYE PRIMARY SCHOOL,"103.753924558586,1.38388660469396",0.5,103.753924558586,1.38388660469396,ChIJ3cskXpUR2jERdU9fhheLjng,34.0,4.3,0.005291005291005291,4.26509793001021
170,52,Primary School,CEDAR PRIMARY SCHOOL,"103.875528272142,1.3353165382378",0.5,103.875528272142,1.3353165382378,ChIJ585BLYUX2jERM1DFFqnFSm8,26.0,3.6,0.0040460628695922814,4.262222003811271
171,151,Primary School,JUYING PRIMARY SCHOOL,"103.687889547387,1.3388763709006",0.5,103.687889547387,1.3388763709006,ChIJNfn2jZwP2jERnKZlZ5yCUWc,20.0,4.2,0.003112356053532524,4.264710250571963
172,192,Primary School,NEW TOWN PRIMARY SCHOOL,"103.799964819895,1.29981138884057",0.5,103.799964819895,1.29981138884057,ChIJkyM8ahAEBBAR_iZRVb31ljU,34.0,4.2,0.005291005291005291,4.264568829481109
173,288,Primary School,STAMFORD PRIMARY SCHOOL,"103.856955133139,1.30385959862559",0.5,103.856955133139,1.30385959862559,ChIJdSh1W7cZ2jERtsAeilYeahU,37.0,4.3,0.005757858699035169,4.265114310831545
174,329,Primary School,XINGHUA PRIMARY SCHOOL,"103.890472887906,1.35790893589535",0.5,103.890472887906,1.35790893589535,ChIJmZ-3y0QW2jERTfl3Ij4O8Rw,50.0,4.5,0.00778089013383131,4.266741472417427
175,352,Primary School,ZHONGHUA PRIMARY SCHOOL,"103.869712517383,1.36026072476019",0.5,103.869712517383,1.36026072476019,ChIJyXpROaoX2jERNgrQmLclOew,30.0,3.9,0.004668534080298786,4.2632086752829785
176,124,Primary School,GUANGYANG PRIMARY SCHOOL,"103.849453239895,1.34569011530238",0.5,103.849453239895,1.34569011530238,ChIJszdlmN4W2jERlqnTN3pfR2M,34.0,3.8,0.005291005291005291,4.262452427364707
177,264,Primary School,SI LING PRIMARY SCHOOL,"103.785778778523,1.43269985645119",0.5,103.785778778523,1.43269985645119,ChIJ____b68T2jERSgROHat2F9k,37.0,4.4,0.005757858699035169,4.265690096701448
178,19,Primary School,ANGSANA PRIMARY SCHOOL,"103.951577056231,1.34846568919477",0.5,103.951577056231,1.34846568919477,ChIJyxbvuFA92jERCD0hgxX-lfg,6.0,4.3,0.0009337068160597573,4.264945042344423
179,108,Primary School,FIRST TOA PAYOH PRIMARY SCHOOL,"103.855651157354,1.34032298622598",0.5,103.855651157354,1.34032298622598,ChIJocCX_G0X2jERHhyGz9UjyZU,26.0,4.5,0.0040460628695922814,4.265863460393904
180,3,Primary School,AHMAD IBRAHIM PRIMARY SCHOOL,"103.832750468895,1.43341408412245",0.5,103.832750468895,1.43341408412245,ChIJq6qqsmQU2jERvCpK1gdSqxk,28.0,4.3,0.004357298474945534,4.265065168367542
181,174,Primary School,MERIDIAN PRIMARY SCHOOL,"103.934889078518,1.37552831658484",0.5,103.934889078518,1.37552831658484,ChIJbSAqWpY92jERj-oo0YQQGP4,45.0,4.2,0.0070028011204481795,4.264457712909725
182,204,Primary School,NORTHOAKS PRIMARY SCHOOL,"103.814196981329,1.45660782030102",0.5,103.814196981329,1.45660782030102,ChIJvexyFmcT2jERoEeJmodzo5g,27.0,4.3,0.004201680672268907,4.265059708093763
183,157,Primary School,KRANJI PRIMARY SCHOOL,"103.747412309639,1.39418496446376",0.5,103.747412309639,1.39418496446376,ChIJ5xcmPfIR2jERI_ueBXIcBPw,33.0,4.0,0.005135387488328665,4.2635518534899335
184,31,Primary School,BLANGAH RISE PRIMARY SCHOOL,"103.809208632292,1.27671535398442",0.5,103.809208632292,1.27671535398442,ChIJk8FxxMQb2jERhDs9mlzgCeU,32.0,4.5,0.004979769685652039,4.266082963399785
