,street,project,marketSegment,SVY21_x,SVY21_y,lat,long,avg_price_per_sqm,district,commonest_tenure
774,SIMS AVENUE,SMART SUITES,RCR,33645.95045,33047.56994,1.3151444837537538,103.88405028273914,15495.46485260771,14,Freehold
775,JALAN DAUD,WINDY HEIGHTS,OCR,36598.02516,34409.29144,1.3274587161086722,103.9105765252894,10010.7295194508,14,Freehold
776,JALAN JINTAN,KIM SIA COURT,CCR,28179.67666,32036.09268,1.3059975582085421,103.834933058676,19214.34937611408,09,Freehold
777,MOONSTONE LANE,M66,RCR,31469.6994,34542.59037,1.3286652406935935,103.8644957439311,11955.610990257728,12,Freehold
778,LORONG 28 GEYLANG,THE SUNFLOWER,RCR,33793.97387,32841.72071,1.3132828292022394,103.8853803086946,10473.526473526474,14,Freehold
779,LEONIE HILL,HORIZON TOWERS,CCR,27928.68525,31107.43238,1.297599081865104,103.83267778471247,13208.880668990958,09,99 yrs lease commencing from 1979
780,HOLLAND ROAD,HOLLANDIA,CCR,24556.34388,32507.19792,1.3102578759406314,103.80237565496064,17646.792792118304,10,Freehold
781,LEEDON HEIGHTS,LEEDON RESIDENCE,CCR,24453.60166,32902.09919,1.3138292114811216,103.8014524210563,22722.15878905811,10,Freehold
782,TANGLIN RISE,TANGLIN HILL CONDOMINIUM,CCR,26261.52646,31601.03357,1.302062988591797,103.81769759941284,15734.152117640579,10,Freehold
783,MINBU ROAD,MINBU VILLA,CCR,29640.48807,34224.31008,1.3257869801090298,103.84805925368978,12608.694428970924,11,Freehold
784,PATERSON HILL,THE MARQ ON PATERSON HILL,CCR,27514.09441,31406.69242,1.30030548061848,103.82895249825202,42323.468344112414,09,Freehold
785,EWE BOON ROAD,THE PRINCETON,CCR,27932.92939,33213.99866,1.3166501247733318,103.83271591553188,15914.889786290105,10,Freehold
786,BASSEIN ROAD,BASSEIN COURT,CCR,29661.55129,33891.17463,1.3227742199033872,103.84824850012657,15131.221719457011,11,Freehold
787,HOLLAND HILL,PARVIS,CCR,24279.66391,32462.32164,1.3098519986057857,103.79988955659073,20276.639549698764,10,Freehold
788,RIVER VALLEY CLOSE,URBANA,CCR,28510.82765,30831.80467,1.2951063977269168,103.83790858680408,21195.69044342782,09,Freehold
789,KING'S ROAD,CHARMING GARDEN,CCR,24628.2462,33229.69648,1.3167919049411174,103.8030216534657,15284.860401582808,10,999 yrs lease commencing from 1875
790,JALAN AYER,STUDIO8,RCR,32419.05565,32601.36601,1.31110937478152,103.87302595444464,13506.777219593692,14,Freehold
791,GUILLEMARD ROAD,ESTA RUBY,RCR,34710.65762,32909.99211,1.313900065048537,103.8936171788888,14010.486891385766,14,Freehold
792,CAIRNHILL RISE,THE VERMONT ON CAIRNHILL,CCR,28552.67919,32367.12796,1.30899132018011,103.8382846680957,23441.97008722417,09,Freehold
793,OXLEY ROAD,VALLEY MANSION,CCR,28751.7555,30948.61869,1.2961628177748898,103.84007343060769,16132.075471698112,09,Freehold
794,MOUNT SINAI RISE,VILLAGE TOWER,CCR,21821.25332,33033.5357,1.3150174599292455,103.77779943777547,14458.730302820717,10,Freehold
795,CAIRNHILL ROAD,ELIZABETH HEIGHTS,CCR,28352.71485,32205.0541,1.307525584256819,103.83648789028585,17742.673992673994,09,Freehold
796,JALAN RAJA UDANG,8 RAJA,RCR,29026.21847,34385.13075,1.3272414121594582,103.84253971377595,13483.978260496853,12,Freehold
797,STEVENS ROAD,STEVEN'S COURT,CCR,27165.69763,33535.01272,1.3195532511883419,103.82582193868481,13270.676691729323,10,Freehold
798,LEONIE HILL,RIVERSHIRE,CCR,27965.18102,31012.1573,1.296737447620531,103.83300571543529,17328.799335985244,09,Freehold
799,ORCHARD BOULEVARD,BOULEVARD 88,CCR,27366.632,31920.73749,1.304954320517613,103.82762747150917,39663.022523241416,10,Freehold
800,MOUNT SOPHIA,8 @ MOUNT SOPHIA,CCR,29406.49307,31479.60348,1.3009648346284366,103.84595655726119,15656.525423034787,09,103 yrs lease commencing from 2002
801,ORCHARD ROAD,LUCKY PLAZA,CCR,28076.40999,31866.49641,1.304463789721801,103.83400515856071,18527.712293977893,09,Freehold
802,KIM YAM ROAD,RIVIERA POINT,CCR,28584.15223,30851.62502,1.2952856447191834,103.83856744026063,13361.803533814997,09,Freehold
803,MOUNT SINAI RISE,LEIGHWOODS,CCR,21760.88991,33035.24164,1.3150328756386385,103.77725704205653,13778.69601240679,10,Freehold
804,AVA ROAD,AVA TOWERS,RCR,30054.001,33830.48073,1.3222253019123318,103.85177486509666,11414.577340839134,12,Freehold
805,JALAN PUNAI,QUBE SUITES,OCR,36325.07302,34676.1424,1.3298720955120453,103.90812397542008,14728.135007849294,14,Freehold
806,WILKIE ROAD,WILKIE 48,CCR,29674.88745,31651.68126,1.3025210321273943,103.8483682116416,15200.321656998363,09,Freehold
807,SHANGHAI ROAD,SHANGHAI ONE,CCR,27357.80952,30803.2369,1.2948480383727963,103.82754822040066,17367.975520414544,10,Freehold
808,EWE BOON ROAD,HALLMARK RESIDENCES,CCR,27731.80518,33113.00653,1.3157367865056713,103.83090871294077,20792.108959156372,10,Freehold
809,BUKIT TIMAH ROAD,KING'S ARCADE,CCR,25485.14459,33939.39894,1.323210284910348,103.81072126360637,11583.029570869203,10,Freehold
810,EWE BOON ROAD,GISBORNE LIGHT,CCR,27678.31236,33169.69656,1.3162494706007526,103.8304280522875,14563.347057814379,10,Freehold
811,MOUNT SINAI DRIVE,THE SIERRA,CCR,22102.41232,33374.90308,1.3181047198954845,103.78032572661952,15269.882972646588,10,947 yrs lease commencing from 1937
812,THOMSON ROAD,PEAK COURT CONDOMINIUM,CCR,28848.39779,34170.61059,1.3253013732299195,103.84094189171172,21312.2984940839,11,Freehold
813,TAMAN WARNA,HOLLAND RESIDENCES,CCR,24231.95512,32566.43382,1.3107935464799865,103.79946085739681,19244.15439314027,10,Freehold
814,BALESTIER ROAD,RESIDENTIAL APARTMENTS,RCR,30067.01871,34028.13998,1.324012861295737,103.85189184938983,6385.046506609695,12,9999 yrs lease commencing from 1961
815,OWEN ROAD,FARRER PARK SUITES,RCR,30260.84595,32843.31205,1.3132976830664602,103.85363340408944,16744.967092528066,08,Freehold
816,RANGOON ROAD,CITIGATE RESIDENCE,RCR,30226.58489,33209.21798,1.3166068094071994,103.85332557777048,13484.078641716687,08,Freehold
817,BUKIT TIMAH ROAD,WING ON LIFE GARDEN,CCR,27811.4245,33307.67843,1.317497331011752,103.8316241316271,17567.350864772186,10,Freehold
818,BALESTIER ROAD,BALESTIER 288,RCR,30169.756,33913.27495,1.3229740555231826,103.85281499083085,11254.577357339029,12,Freehold
819,CHANGI ROAD,RESIDENTIAL APARTMENTS,RCR,36973.48718,33497.71127,1.3192146072959483,103.9139499879905,8978.99444550909,14,Freehold
820,MANDALAY ROAD,THE AXIS,CCR,29851.75439,34095.48761,1.3246219432232609,103.84995758828435,14606.42415221594,11,Freehold
821,NEWTON ROAD,AMARYLLIS VILLE,CCR,28961.52889,33007.46973,1.314782335142337,103.84195839953193,16689.8323853933,11,99 yrs lease commencing from 1997
822,ARDMORE PARK,ARDMORE PARK,CCR,27576.00355,32540.36849,1.310558048415899,103.82950876431674,34457.078829987986,10,Freehold
823,BALMORAL PARK,PINETREE CONDOMINIUM,CCR,27552.08309,33030.41743,1.3149898777426918,103.82929382020788,15288.179874226384,10,Freehold
824,LORONG 42 GEYLANG,ASTON MANSIONS,RCR,34376.28142,32913.57236,1.3139325146870875,103.8906126440284,9191.751255935416,14,99 yrs lease commencing from 1995
825,SERANGOON ROAD,JUI RESIDENCES,RCR,31652.98935,34277.59632,1.3262687072432051,103.86614267356941,18874.925604722772,12,Freehold
826,CAIRNHILL CIRCLE,HELIOS RESIDENCES,CCR,28539.31657,32128.07956,1.3068294509686946,103.83816459438013,22897.756315736427,09,Freehold
827,CARLISLE ROAD,MERA SPRINGS,RCR,29487.04928,33006.75577,1.3147758574306632,103.8466804642866,14830.169717375871,08,Freehold
828,BUCKLEY ROAD,BUCKLEY RESIDENCE,CCR,28802.87114,33274.83403,1.3172002879846978,103.8405327868392,16498.831775700935,11,Freehold
829,GILSTEAD ROAD,MORIMASA GARDENS,CCR,28585.52265,33151.99878,1.3160894142784862,103.83857979720648,16305.939655454218,11,Freehold
830,LORONG 26 GEYLANG,GEYLANG MANSION,RCR,33698.56928,32802.72032,1.3129301413960348,103.88452304418117,7884.615384615385,14,Freehold
831,CHANGI ROAD,MERA EAST,OCR,36455.11103,33382.77003,1.318175267726236,103.90929208233999,12217.67844528688,14,Freehold
832,WILKIE TERRACE,WILKIE REGENCY,CCR,29779.48731,31669.11886,1.3026787258158756,103.84930809035936,15462.902076826127,09,Freehold
833,LORONG 40 GEYLANG,THE WATERINA,RCR,34340.50915,32738.57626,1.3123499199012196,103.89029117664735,13843.479119957667,14,Freehold
834,MAR THOMA ROAD,THE ELYSIA,RCR,31187.30399,34314.31342,1.326600815919357,103.86195824172856,10728.103209444314,12,999 yrs lease commencing from 1882
835,PECK HAY ROAD,CASA NOVACREST,CCR,28522.14654,32384.55072,1.3091488860073004,103.8380103178107,15326.530612244896,09,Freehold
836,KIM SENG ROAD,TRIBECA,CCR,28131.35764,30385.04127,1.2910660304508477,103.83449888266536,21015.35917729574,09,Freehold
837,BALMORAL ROAD,THE OLIV,CCR,27806.34448,33013.43455,1.3148362932401836,103.83157848690439,22580.645161290322,10,Freehold
838,LORONG 8 GEYLANG,RESIDENTIAL APARTMENTS,RCR,32920.25729,32415.33701,1.309426918699172,103.87752946585634,7877.119971106514,14,Freehold
839,RIVER VALLEY ROAD,RE CHARGE @ 303,CCR,28637.36299,30883.70945,1.2955758039812264,103.83904556265371,25480.76923076923,09,999 yrs lease commencing from 1841
840,BIDADARI PARK DRIVE,THE WOODLEIGH RESIDENCES,RCR,32263.39525,35595.79014,1.3381899031289195,103.87162768559483,21103.334200175035,13,99 yrs lease commencing from 2017
841,LORONG 34 GEYLANG,CENTRAL MEADOWS,RCR,34103.52884,32728.43561,1.312258259366074,103.88816179051669,10568.538430904022,14,Freehold
842,WATTEN ESTATE ROAD,WATTEN HILL,CCR,25355.69279,34742.73681,1.3304753767140423,103.80955800093288,14041.537992786445,11,Freehold
843,NATHAN ROAD,NATHAN PLACE,CCR,27234.11783,30821.23609,1.2950108139198266,103.82643679670318,19174.68390042677,10,Freehold
844,LEICESTER ROAD,LEICESTER SUITES,RCR,31758.76891,34734.92171,1.3304045825770199,103.86709321642181,16463.137826567243,13,Freehold
845,SINARAN DRIVE,APLETON VIEW,CCR,29422.61046,33481.54914,1.3190697239134106,103.84610147096282,17884.048317975117,11,Freehold
846,EWE BOON ROAD,JUNIPER HILL,CCR,27619.2285,33195.4123,1.3164820339919707,103.82989715347694,29146.284811896247,10,Freehold
847,ARCADIA ROAD,THE ARCADIA,CCR,25350.45028,35063.15217,1.3333730989986698,103.80951086622804,10120.709606575747,11,99 yrs lease commencing from 1979
848,LORONG 24 GEYLANG,# 1 LOFT,RCR,33586.81522,32784.28772,1.3127634640173562,103.88351887558579,11755.921878975028,14,Freehold
849,JALAN SINGA,SINGA HILLS,OCR,36342.99182,34704.95144,1.3301326291278868,103.90828499353957,14949.775727817187,14,Freehold
850,RODYK STREET,8 RODYK,CCR,28472.23661,30290.44196,1.2902105042568386,103.83756182150717,21592.327311624154,09,Freehold
851,TANGLIN HILL,TANGLIN HILL MEADOWS,CCR,26242.98783,31479.89099,1.3009674167470626,103.81753102816745,20540.29783731198,10,Freehold
852,AH HOOD ROAD,NADIA MANSIONS,RCR,29678.5644,34485.50029,1.32814908977113,103.84840140444153,10896.61986114289,12,Freehold
853,CHANGI ROAD,TEDGE,OCR,36401.62623,33370.82631,1.318067267741443,103.90881149104641,17657.529898845747,14,Freehold
854,HOLLAND ROAD,CONDOMINIUM DEVELOPMENT,CCR,24578.73183,32652.57747,1.3115726396093594,103.80257680551213,15843.146191172962,10,Freehold
855,WOODSVILLE CLOSE,WOODSVILLE 28,RCR,31898.87429,34694.16541,1.330035979446604,103.86835213613814,13650.867120684194,13,99 yrs lease commencing from 2007
856,ADIS ROAD,LIV ON SOPHIA,CCR,29633.1979,31490.95061,1.3010674429910698,103.84799360351428,23733.136430191127,09,Freehold
857,MACPHERSON ROAD,SKY GREEN,RCR,33888.36258,34968.70187,1.3325184684710756,103.88622884518851,16121.763423461776,13,Freehold
858,SOPHIA ROAD,SOPHIA VIEW,CCR,29517.77833,31642.73138,1.3024401006439412,103.84695651368631,11776.649746192894,09,Freehold
859,SWISS VIEW,LA SUISSE,CCR,23260.51913,36574.70313,1.3470427706744021,103.7907314114226,13822.469814854849,11,999 yrs lease commencing from 1878
860,MOUNT SINAI DRIVE,RIDGEWOOD,CCR,22012.60924,33335.38623,1.3177473262075396,103.77951880775821,13720.814485083481,10,999 yrs lease commencing from 1885
861,SHELFORD ROAD,D'CHATEAU @ SHELFORD,CCR,25598.482,34475.67488,1.3280601835433414,103.811739618544,16147.215171444084,11,Freehold
862,HOLLAND ROAD,BOTANIKA,CCR,25197.52308,32461.33079,1.3098431348097437,103.80813696547756,19925.817893732332,10,Freehold
863,LORONG 14 GEYLANG,WING FONG MANSIONS/WING FONG COURT,RCR,33092.69617,32542.34677,1.310575521833447,103.87907893293213,8933.073424301494,14,Freehold
864,SUFFOLK ROAD,THE SPINNAKER,CCR,29187.06408,32930.18912,1.314083428726099,103.84398494359796,15881.46724582318,11,Freehold
865,PATERSON ROAD,THE PATERSON EDGE,CCR,27594.59578,31659.61768,1.3025928487750895,103.82967583608811,23712.46762262706,09,Freehold
866,JERVOIS ROAD,JERVOIS REGENCY,CCR,26747.61142,30763.75704,1.2944909778488887,103.82206532853097,15880.10121960553,10,Freehold
867,CHATSWORTH ROAD,ONE CHATSWORTH,CCR,27059.65363,31283.37802,1.2991902581439885,103.82486914653254,20521.17263843648,10,Freehold
868,ORCHARD BOULEVARD,3 ORCHARD BY-THE-PARK,CCR,27041.57556,31741.50414,1.3033333888838559,103.82470669291455,39023.38653503261,10,Freehold
869,MEYAPPA CHETTIAR ROAD,MYRA,RCR,31846.88385,34752.38506,1.3305625038706543,103.86788498045854,22760.11102776119,13,Freehold
870,LINCOLN ROAD,PARK INFINIA AT WEE NAM,CCR,29138.3885,33055.05557,1.3152126786382952,103.84354757376087,21593.18689353158,11,Freehold
871,SAM LEONG ROAD,SAM LEONG MANSION,RCR,30601.74877,32393.25646,1.309227512500181,103.85669654752738,10638.297872340425,08,Freehold
872,LORONG 25A GEYLANG,ENG APARTMENTS,RCR,33518.52281,32941.48761,1.3141851361215953,103.88290526269228,11067.961165048544,14,Freehold
873,FARRER ROAD,SUTTON PLACE,CCR,24902.89443,32850.41806,1.313361874195156,103.80548954553963,15430.6988997846,10,Freehold
874,GEYLANG ROAD,EVER LODGE,RCR,34204.62354,33029.80623,1.3149837273821752,103.88907023626933,7968.75,14,Freehold
875,WOODLEIGH CLOSE,PARC MONDRIAN,RCR,31858.36289,35368.18689,1.336131594899213,103.8679882039129,13930.902237154072,13,Freehold
876,BALESTIER ROAD,THE MEZZO,RCR,30128.84198,33642.41854,1.3205245289267422,103.85244733788471,14303.03801945181,12,Freehold
877,HOLLAND ROAD,HOLLAND COURT,CCR,24073.74991,32844.42912,1.313307617649183,103.79803927133747,15414.364640883978,10,Freehold
878,GUILLEMARD ROAD,GUILLEMARD SUITES,RCR,33498.03408,32583.23364,1.3109452185192925,103.88272109770568,14847.655646816856,14,Freehold
879,JALAN KEMAMAN,RESIDENTIAL APARTMENTS,RCR,29840.76605,34254.008,1.3260555461485628,103.84985886164415,9909.90990990991,12,Freehold
880,MOULMEIN ROAD,THE HUNTINGTON,CCR,29335.49673,33451.97196,1.3188022422719001,103.84531870770883,18183.333333333336,11,Freehold
881,RACE COURSE ROAD,SOHO @ FARRER,RCR,30185.09817,32563.10113,1.3107635599950278,103.85295275291074,14368.229006064346,08,Freehold
882,CHANCERY LANE,CHANCERY CORNER,CCR,28410.36416,33340.00333,1.3177896638541335,103.83700591179804,6628.787878787879,11,Freehold
883,LORONG 3 GEYLANG,CANNE LODGE,RCR,32447.12721,32940.33117,1.3141748512856803,103.87327823973618,11053.50562743657,14,Freehold
884,TAN KIM CHENG ROAD,THE SIENA,CCR,25572.9522,33669.8759,1.320772821119759,103.8115102829982,19291.225119444298,10,99 yrs lease commencing from 2013
885,LORONG 24 GEYLANG,PERPETUAL APARTMENTS,RCR,33586.75617,32746.74534,1.3124239441225007,103.8835183382241,16551.53990470612,14,999 yrs lease commencing from 1967
886,DORSET ROAD,VOGX,RCR,29884.15862,32927.41091,1.314058268796301,103.85024868636584,12466.110724967353,08,Freehold
887,MOULMEIN RISE,LA MAISON,CCR,29525.93071,33532.83052,1.3195334896118411,103.84702985944462,17208.867521367523,11,Freehold
888,THOMSON ROAD,THOMSON VALE,CCR,28903.31756,34024.90615,1.3239836722573946,103.84143537124199,13587.101063829788,11,Freehold
889,ST. MARTIN'S DRIVE,ST MARTIN RESIDENCE,CCR,26965.17663,32078.14583,1.3063778552211356,103.82402020204914,21718.683764493257,10,Freehold
890,ARDMORE PARK,SCULPTURA ARDMORE,CCR,27647.62144,32365.04267,1.3089724644412981,103.83015228797808,47100.645203685555,10,Freehold
891,THOMSON ROAD,ENG AUN MANSION,CCR,28979.43915,33999.10409,1.3237503252115785,103.84211936367777,13374.8274832118,11,Freehold
892,SURREY ROAD,RESIDENTIAL APARTMENTS,CCR,28972.78376,33128.86832,1.3158802207603038,103.842059534009,21739.130434782608,11,Freehold
893,BUKIT TIMAH ROAD,GOODWOOD RESIDENCE,CCR,28242.40185,33045.14362,1.3151230585514162,103.8354966819055,26177.337550331154,10,Freehold
894,HOLLAND ROAD,THE ESTORIL,CCR,24503.3779,32532.50952,1.310486779124823,103.80189972707781,23752.439541790412,10,Freehold
895,STURDEE ROAD NORTH,STURDEE VIEW,RCR,30720.52745,32899.17615,1.313802861030809,103.8577638755941,11051.09489051095,08,Freehold
896,GOLDHILL AVENUE,HILLS APARTMENT,CCR,28042.82875,33694.32311,1.3209940094327233,103.83370341790275,17669.403274241984,11,Freehold
897,TOMLINSON ROAD,TOMLINSON HEIGHTS,CCR,27291.19093,31697.34954,1.3029340769609863,103.82694960330575,30532.225408719907,10,Freehold
898,SIMS AVENUE,SUITES @ SIMS,RCR,33995.16946,33114.22927,1.315747260781572,103.88718820315374,15517.825047159862,14,Freehold
899,BALMORAL ROAD,THE HYDE,CCR,27749.22204,32957.044,1.3143263165975891,103.83106521351561,31361.46131880132,10,Freehold
900,JALAN MUTIARA,M5,CCR,27503.77155,30893.74737,1.295666585905037,103.82885975084918,23054.40291415901,10,Freehold
901,GUILLEMARD ROAD,GUILLEMARD VIEW,RCR,33708.90522,32624.24594,1.3113160808132436,103.88461588482365,10125.752765752766,14,Freehold
902,MANDALAY ROAD,MANDALAY TOWERS,CCR,29721.90368,34008.86702,1.3238385848765302,103.84879080498858,10710.437402976897,11,Freehold
903,ORANGE GROVE ROAD,RESIDENTIAL APARTMENTS,CCR,27324.20525,32375.51207,1.3090671405986074,103.82724623741773,25533.971728226174,10,Freehold
904,SINARAN DRIVE,NOVELIS,CCR,29420.37563,33454.6876,1.3188267977466819,103.8460813886219,17406.8537414966,11,Freehold
905,BIDEFORD ROAD,RICHMOND PARK,CCR,28343.81346,31921.67343,1.3049627894505669,103.83640790393763,27607.714952178623,09,Freehold
906,STEVENS ROAD,THE EQUATORIAL,CCR,27052.89927,33618.15736,1.3203051786319746,103.82480838423955,16790.518151158576,10,Freehold
907,KIM SENG ROAD,MIRAGE TOWER,CCR,28104.98457,30486.22696,1.291981118376208,103.83426190992215,19775.583348678665,09,Freehold
908,WILKIE ROAD,WILKIE 87,CCR,29511.71357,31715.34225,1.303096768058035,103.84690202254983,14990.763421242858,09,Freehold
909,LORONG 13 GEYLANG,RESIDENTIAL APARTMENTS,RCR,32885.40743,32890.97665,1.3137284400593943,103.87721639802972,8380.952380952382,14,Freehold
910,STARLIGHT ROAD,RESIDENTIAL APARTMENTS,RCR,30275.39828,32864.80077,1.3134920183813308,103.85376416558242,8963.022508038584,08,9999 yrs lease commencing from 1957
911,MOUNT SINAI RISE,FONTANA HEIGHTS,CCR,21725.89552,33072.47068,1.3153695546393456,103.77694259243533,17198.37174995398,10,Freehold
912,BELMONT ROAD,THE BELMONT,CCR,24130.00867,32841.1162,1.3132776639072687,103.79854478459939,19537.037037037036,10,Freehold
913,TREVOSE CRESCENT,THE TREVOSE,CCR,27107.54387,33918.54285,1.3230217604229633,103.82529938578644,12800.875877061331,11,99 yrs lease commencing from 1996
914,BALMORAL PARK,THE BALMORAL,CCR,27476.2048,33023.0851,1.3149235655351357,103.82861201569929,15506.02714963172,10,Freehold
915,NASSIM ROAD,NASSIM JADE,CCR,27179.38387,32106.41286,1.3066334987129387,103.82594495459679,22260.176867035345,10,Freehold
916,GEYLANG EAST AVENUE 1,TRE RESIDENCES,RCR,33753.41021,33277.93753,1.3172278260998425,103.88501590534123,15601.311327318102,14,99 yrs lease commencing from 2014
917,WILKIE ROAD,WILKIE 80,CCR,29604.48724,31719.666,1.303135865871617,103.84773563694941,18540.688655744456,09,Freehold
918,FORD AVENUE,URBAN EDGE @ HOLLAND V,CCR,23666.00345,32813.64171,1.3130291324796104,103.79437547165887,18004.385964912282,10,Freehold
919,WALSHE ROAD,GARDENVILLE,CCR,27330.51752,32750.86839,1.3124617308689461,103.82730294808748,19268.98765774503,10,Freehold
920,EWE BOON ROAD,CHIVERTON,CCR,27536.18974,33293.1873,1.3173662754086792,103.82915100649844,15090.399916247905,10,Freehold
921,NEWTON ROAD,NEWTON LODGE,CCR,28875.29343,33315.57132,1.3175686996649856,103.84118353929483,17214.075010535187,11,Freehold
922,LORONG 8 GEYLANG,FAMILIE MANSIONS,RCR,32917.33504,32460.64764,1.3098366924004385,103.87750321520835,7675.438596491228,14,Freehold
923,RIVER VALLEY CLOSE,THE REGALIA,CCR,28400.97899,30842.47099,1.2952028617738487,103.8369215491821,16492.477617498436,09,Freehold
924,HOLLAND ROAD,LOFT@HOLLAND,CCR,23976.86875,32740.05488,1.3123636815230575,103.79716875965737,23611.01466675303,10,Freehold
925,DERBYSHIRE ROAD,DERBYSHIRE HEIGHTS,CCR,29357.76415,33155.76076,1.316123411894998,103.84551877897228,12952.830188679245,11,Freehold
926,MANDALAY ROAD,THE ANSLEY,CCR,29726.82425,33946.47611,1.3232743432960161,103.84883501543828,15220.477810902961,11,Freehold
927,LORONG 37 GEYLANG,PALM LODGE,RCR,34299.7849,33054.3532,1.3152057020433159,103.88992531358046,10026.261555673322,14,Freehold
928,BUKIT TIMAH ROAD,MADISON RESIDENCES,CCR,27625.17522,33416.0926,1.3184777887426424,103.82995058508979,21455.381500426258,10,Freehold
929,HOLLAND ROAD,DE LENTE,CCR,24482.26057,32674.33616,1.311769406623854,103.80170996151081,16113.361886352086,10,Freehold
930,SHANGHAI ROAD,STUDIO 3,CCR,27360.05413,30898.54122,1.2957099371725374,103.82756838724326,18423.417697529312,10,Freehold
931,SUFFOLK ROAD,LUCIDA,CCR,29279.89665,32992.65037,1.3146483024907178,103.84481909323853,15750.593442617783,11,Freehold
932,ROBIN WALK,KUIE PONG LOFT,CCR,27178.33518,33492.28017,1.3191667934524132,103.82593549478082,13333.333333333334,10,Freehold
933,LEICESTER ROAD,INTERO,RCR,31787.62664,34717.73612,1.3302491586313772,103.86735251707941,13830.051849138843,13,Freehold
934,NEWTON ROAD,NEWTON SUITES,CCR,29001.08103,33341.24883,1.3178009141500409,103.84231380618668,21969.330199764987,11,Freehold
935,LORONG 29 GEYLANG,RESIDENTIAL APARTMENTS,RCR,33896.68071,32965.70349,1.3144040657100817,103.8863032039564,12200.956937799043,14,Freehold
936,MOUNT SINAI DRIVE,MONTVIEW,CCR,21768.88789,33217.67788,1.3166827654015436,103.7773288711038,17135.081712481693,10,Freehold
937,JALAN YASIN,SUITES @ EUNOS,OCR,36063.39931,33643.50918,1.320533404098187,103.90577242204274,15102.652981365145,14,Freehold
938,BALESTIER ROAD,PUBLIC MANSION,RCR,29707.33101,34292.42679,1.3264029998397275,103.84865987751614,8900.537760112227,12,Freehold
939,WOODSVILLE CLOSE,WOODSVILLE MANSIONS,RCR,31873.17895,34602.40923,1.3292061724877595,103.86812123760924,11130.96334499908,13,Freehold
940,RIVER VALLEY GROVE,RIVERIA GARDENS,CCR,28152.69451,31072.33356,1.2972816602035366,103.83469060667932,22112.52242448226,09,Freehold
941,WOOLLERTON PARK,GALLOP GREEN,CCR,25190.06995,33064.12937,1.31529463123951,103.80806994078864,19535.426537689153,10,Freehold
942,MERGUI ROAD,PRISTINE HEIGHTS,RCR,30067.3825,33245.98786,1.3169393543279964,103.851895065769,13752.827289175,08,Freehold
943,ORCHARD BOULEVARD,ORCHARD BEL AIR,CCR,27071.26158,31629.24645,1.3023181707859943,103.82497343886057,14024.392241148127,10,99 yrs lease commencing from 1980
944,SUFFOLK ROAD,TEN @ SUFFOLK,CCR,29239.19817,32986.20317,1.3145899979569329,103.84445339670575,15591.493454565238,11,Freehold
945,NASSIM HILL,THE LOFT,CCR,26753.56598,32161.84683,1.3071348097334807,103.82211877699638,17702.589735872614,10,99 yrs lease commencing from 1999
946,ORANGE GROVE ROAD,GARDEN APARTMENTS,CCR,27095.59423,32757.38757,1.3125206820136475,103.82519204600648,18493.835171966253,10,Freehold
947,LORONG MARICAN,THE EBONY,OCR,36365.52854,33627.12588,1.3203851583489465,103.90848720456034,15023.312873013967,14,Freehold
948,BUKIT TIMAH ROAD,SIXTH AVENUE CENTRE,CCR,23735.61639,34848.56966,1.3314323069231282,103.79500069605714,14167.451732164864,10,Freehold
949,OXLEY RISE,THE RISE @ OXLEY - RESIDENCES,CCR,29099.84261,31087.31031,1.2974170856634792,103.84320115008661,24678.48395257873,09,Freehold
950,MOUNT EMILY ROAD,EMILY RESIDENCE,CCR,29765.76807,31823.55087,1.3040753552505817,103.84918482541961,16060.138838309036,09,Freehold
951,SHELFORD ROAD,SHELFORD VIEW,CCR,25638.62676,34568.7061,1.328901528046647,103.81210033410079,15578.494623655914,11,Freehold
952,JALAN EUNOS,EUHABITAT,OCR,36247.72416,34423.11746,1.3275838505606163,103.9074288852449,12618.205980813294,14,99 yrs lease commencing from 2010
953,AKYAB ROAD,PAVILION 11,CCR,29678.60139,34065.09819,1.3243471220803318,103.84840171382291,17023.093028124786,11,Freehold
954,ANAMALAI AVENUE,ROYALGREEN,CCR,23641.85819,34780.96016,1.3308208573727107,103.7941582357256,29212.74801860637,10,Freehold
955,LORONG 26 GEYLANG,LE ARC,RCR,33705.35188,32765.98879,1.3125979532784238,103.88458398241863,8454.166666666666,14,Freehold
956,LORONG 6 GEYLANG,ROYCE RESIDENCES,RCR,32781.85612,32621.0797,1.3112876042442883,103.87628589647062,13490.212180347393,14,Freehold
957,LEWIS ROAD,SIGNATURE AT LEWIS,CCR,26874.59406,33677.71534,1.320843793895301,103.82320621660884,16889.452493080207,10,Freehold
958,HOLT ROAD,HOLT RESIDENCES,CCR,27193.05271,30714.19324,1.2940427549890376,103.82606781159627,16272.314936009307,10,Freehold
959,STEVENS ROAD,THE CAPRI,CCR,27192.80324,33401.73153,1.3183479039380062,103.82606550017424,17493.745081350735,10,Freehold
960,LEEDON HEIGHTS,LEEDON GREEN,CCR,24670.62516,32748.47583,1.3124399204954105,103.80340250179934,28565.874953528444,10,Freehold
961,SIMS AVENUE,PARC ESTA,RCR,35712.52927,33393.94203,1.318276499089094,103.90261961111088,18286.68977472186,14,99 yrs lease commencing from 2018
962,LORONG MELAYU,E7 LODGE,OCR,36599.85798,33769.77968,1.3216752027576006,103.91059281505069,11704.86410972822,14,Freehold
