,street,project,marketSegment,SVY21_x,SVY21_y,lat,long,avg_price_per_sqm,district,commonest_tenure
363,GILSTEAD ROAD,GILSTEAD 38,CCR,28649.101,33378.94888,1.318141869535874,103.83915108569555,10167.163345129447,11,Freehold
364,ORANGE GROVE ROAD,THE ORANGE GROVE,CCR,27227.75732,32890.65299,1.3137258910375422,103.82637959339854,21377.81011224922,10,Freehold
365,LORONG SARINA,THE VINES,OCR,36312.50439,33516.93586,1.319388654050742,103.9080107255381,11262.894241473761,14,Freehold
366,ST. MICHAEL'S ROAD,ST MICHAEL'S CONDOMINIUM,RCR,31229.82666,34263.86819,1.3261446026923567,103.86234032573853,10275.046276386032,12,Freehold
367,JALAN HAJI ALIAS,CORONA VILLE,CCR,23740.48488,33863.9592,1.3225278410941281,103.79504457908716,14938.817300968934,10,Freehold
368,LORONG 26 GEYLANG,REZI 26,RCR,33761.37462,32768.66984,1.3126221893061891,103.88508737475614,13688.423457953406,14,Freehold
369,LORONG 24 GEYLANG,REZI 24,RCR,33593.17547,32651.68211,1.311564224979801,103.88357600163468,17059.10730191924,14,Freehold
370,ROBIN ROAD,ROBIN SUITES,CCR,27493.73032,33329.17393,1.3176917251036087,103.82876948628208,21241.899561092643,10,Freehold
371,MINBU ROAD,MINBU COURT,CCR,29675.67738,34191.40736,1.3254894176489904,103.84837544691332,12290.36574487065,11,Freehold
372,GEYLANG ROAD,LE REGAL,RCR,33236.16626,32755.44554,1.3125026872455903,103.88036811721007,13051.452311711097,14,Freehold
373,RIVER VALLEY ROAD,RESIDENCES AT 338A,CCR,28520.00739,30969.99823,1.2963561715302636,103.83799107302396,18039.964103898532,09,Freehold
374,BEATTY ROAD,STURDEE RESIDENCES,RCR,30863.33552,32801.21836,1.3129169524829627,103.85904706821341,16841.022274519673,08,99 yrs lease commencing from 2015
375,SURREY ROAD,THE LINCOLN RESIDENCES,CCR,29010.66,33072.97676,1.3153747560120934,103.84239986938533,19451.745279629547,11,Freehold
376,LORONG 8 GEYLANG,GOODVIEW APARTMENTS,RCR,32843.30772,32659.92151,1.3116388661731901,103.87683807512795,7650.353425724939,14,Freehold
377,JERVOIS ROAD,JERVOIS MEADOWS,CCR,26145.57459,30807.81684,1.294889409175837,103.81665576587507,14723.511576143157,10,Freehold
378,MINBU ROAD,MONTEBLEU,CCR,29867.83244,34002.69239,1.3237827351345697,103.85010205256793,16825.853502620957,11,Freehold
379,PARK VALE,THE PARK VALE,CCR,25585.52748,34689.63221,1.329995136711343,103.81162319816396,14893.340606639493,11,999 yrs lease commencing from 1874
380,LORONG 35 GEYLANG,REZI 35,RCR,34178.67937,33111.35266,1.3157212093811257,103.88883713124596,16299.334899079677,14,Freehold
381,LORONG 20 GEYLANG,TREASURES @ G20,RCR,33366.5555,32638.71486,1.311446994089755,103.88153970840185,12271.253746253748,14,Freehold
382,SALLIM ROAD,SALLIM LODGE,RCR,33486.9576,34220.19458,1.3257493113793177,103.88262186127375,9908.256880733945,14,Freehold
383,KENG LEE ROAD,ROCHELLE AT NEWTON,CCR,28957.57952,32925.8568,1.3140442567454114,103.8419229099357,16320.280255204692,11,99 yrs lease commencing from 2008
384,ESSEX ROAD,LION TOWERS,CCR,29332.69567,33205.52153,1.3165734318129592,103.84529352810674,14219.653179190751,11,Freehold
385,BALESTIER ROAD,ROCCA BALESTIER,RCR,30137.60783,33727.68327,1.3212956323505467,103.85252610954555,7844.753613292363,12,Freehold
386,SOPHIA ROAD,1919,CCR,29474.87138,31679.88685,1.302776123688378,103.84657097682032,21441.11868684029,09,Freehold
387,ARCADIA ROAD,HILLCREST ARCADIA,CCR,25285.8976,35295.18784,1.335471541437573,103.8089308029993,10241.499101191905,11,99 yrs lease commencing from 1975
388,DEVONSHIRE ROAD,DEVONSHIRE 12,CCR,28523.12232,31158.66191,1.298062379427913,103.83801906517057,21807.9328590981,09,Freehold
389,GEYLANG ROAD,THE ARIZON,RCR,33928.47399,32889.91136,1.313718622624245,103.88658886787623,8998.256203146446,14,Freehold
390,BALMORAL PARK,JEWEL OF BALMORAL,CCR,27350.90612,33129.43127,1.315885320343962,103.82748614177608,18089.682159945318,10,Freehold
391,OXLEY WALK,BELLE VUE RESIDENCES,CCR,28955.32253,31008.60033,1.2967052650608446,103.84190257105503,20457.695442142864,09,Freehold
392,GILSTEAD ROAD,CASA CONTENDERE,CCR,28516.19386,33264.8762,1.3171102390366747,103.83795684473623,23099.133782483157,11,Freehold
393,LORONG 37 GEYLANG,MORO MANSIONS,RCR,34244.67235,33063.46368,1.315288105218059,103.88943010161154,10065.964625216347,14,Freehold
394,PECK HAY ROAD,VIDA,CCR,28641.34701,32333.31377,1.3086855148601364,103.83908139049925,22060.994453715175,09,Freehold
395,CAMBRIDGE ROAD,CAMBRIDGE VILLAGE,RCR,29572.2416,32831.90096,1.3131945280618929,103.84744595120866,12183.030012771393,08,Freehold
396,NEWTON ROAD,PEPPERMINT GROVE,CCR,28909.80747,33387.23201,1.3182167726205534,103.84149366774447,18217.391304347828,11,Freehold
397,RIVER VALLEY ROAD,YONG AN PARK,CCR,28102.04294,30882.28979,1.2955629713936643,103.83423547940079,19809.762458949088,09,Freehold
398,KAMPONG EUNOS,LE REVE,OCR,36119.77491,33466.96748,1.3189368097492549,103.90627893938446,11811.562319909843,14,Freehold
399,RIVER VALLEY ROAD,VALLEY PARK,CCR,27472.37511,30618.07221,1.293173476169185,103.82857764482874,17750.665134152685,10,999 yrs lease commencing from 1877
400,LORONG 32 GEYLANG,NESS,RCR,33949.39637,32777.05071,1.3126979471449083,103.88677684413787,13841.029725105795,14,Freehold
401,CLAYMORE ROAD,THE TATE RESIDENCES,CCR,27702.15109,32308.39605,1.3084601729615255,103.83064226370999,26141.88230091832,09,Freehold
402,BOON TECK ROAD,SUMMER GREEN,RCR,29824.92276,34355.20104,1.326970701104893,103.8497165071028,10735.800000000001,12,Freehold
403,LORONG 27 GEYLANG,THE ALCOVE,RCR,33642.06298,32921.74323,1.3140065525708233,103.88401532893162,8633.521811564804,14,99 yrs lease commencing from 2000
404,CAMBRIDGE ROAD,D'CAMBRIDGE,RCR,29703.12242,32994.16426,1.3146619730590827,103.84862198930836,12514.337231382542,08,Freehold
405,RACE COURSE ROAD,RITZ @ FARRER,RCR,30123.08516,32471.67163,1.3099367082225943,103.85239552951386,15465.566232391018,08,Freehold
406,LENGKONG EMPAT,LEVENUE,OCR,36950.53978,34540.22148,1.3286426982568247,103.91374409765811,14411.975877014222,14,Freehold
407,LORONG 14 GEYLANG,CENTRAL IMPERIAL,RCR,33107.72186,32693.51907,1.3119426678568935,103.87921397093231,11316.95925997578,14,Freehold
408,KIM SENG ROAD,THE COSMOPOLITAN,CCR,27879.61291,30892.05881,1.2956513188980514,103.83223684890257,23105.21279350433,09,Freehold
409,ANGULLIA PARK,ORCHARD VIEW,CCR,27571.6047,31651.24858,1.3025171612718454,103.82946925079001,25673.758865248226,09,Freehold
410,NATHAN ROAD,REGENCY PARK,CCR,27265.13377,30925.99921,1.2959582554786173,103.82671548587935,19344.68403931676,10,Freehold
411,RIVER VALLEY ROAD,336 RIVER VALLEY,CCR,28579.19573,30944.04707,1.2961214773266108,103.83852290566053,28468.918422443465,09,Freehold
412,MEYAPPA CHETTIAR ROAD,CASA MEYA,RCR,31736.89245,34788.60606,1.3308900874381708,103.86689665079862,14376.8018018018,13,Freehold
413,ST. MICHAEL'S ROAD,ONE ST MICHAEL'S,RCR,31482.30729,34104.5634,1.3247038789528482,103.86460898302938,14104.11444718783,12,Freehold
414,WHAMPOA DRIVE,RESIDENTIAL APARTMENTS,RCR,30225.22677,33859.34939,1.3224863678689838,103.85331342128327,11809.895833333334,12,Freehold
415,GUILLEMARD CRESCENT,COSMO,RCR,33310.90442,32431.87747,1.3095764399865382,103.88103962092003,15254.36330861551,14,Freehold
416,LORONG MYDIN,ASTORIA PARK,OCR,36735.13558,33710.9665,1.3211432793018332,103.9118083378099,10793.471642586817,14,99 yrs lease commencing from 1993
417,ZION ROAD,ZENITH,CCR,27693.89308,30558.72904,1.2926368003646482,103.83056807874692,18664.67135349123,10,999 yrs lease commencing from 1877
418,RANGOON ROAD,SUITES 123,RCR,30243.56756,33048.12547,1.3151499444864803,103.85347816401158,13934.514939463514,08,Freehold
419,YOUNGBERG TERRACE,AVON PARK,RCR,32056.65965,35712.52128,1.3392456064032119,103.86977006083107,13767.718645851088,13,Freehold
420,LORONG MARZUKI,D' CASITA,OCR,36461.85011,33794.19317,1.3218960280411705,103.9093527493844,12473.819547252313,14,Freehold
421,SHAN ROAD,SHAN GATE APARTMENTS,RCR,29507.5315,34238.21725,1.3259127584902115,103.84686456753884,12754.844006568144,12,Freehold
422,BUCKLEY ROAD,BUCKLEY 18,CCR,28861.90684,33395.95055,1.3182956213973218,103.84106325616315,17962.496642647016,11,Freehold
423,LEICESTER ROAD,LEICESTER LODGE,RCR,31734.53218,34688.59771,1.329985647788714,103.86687543023842,12500.0,13,Freehold
424,HORNE ROAD,RESIDENTIAL APARTMENTS,RCR,31050.93721,32561.46654,1.3107487038453622,103.86073273868557,10151.309330069536,08,999999 yrs lease commencing from 1958
425,LORONG SELANGAT,SERENE VIEW MANSIONS,OCR,31770.81659,36453.88161,1.3459502418706921,103.86720168476367,8901.86813186813,13,Freehold
426,TONG WATT ROAD,THE WHARF RESIDENCE,CCR,28766.02961,30621.53629,1.2932047992230713,103.84020168175677,21184.19003459012,09,999 yrs lease commencing from 1841
427,SHELFORD ROAD,SHELFORD MANSIONS,CCR,25594.08787,34504.93606,1.3283248109297578,103.81170013256914,12289.56228956229,11,Freehold
428,TESSENSOHN ROAD,1953,RCR,30719.07492,33194.92665,1.3164775240168958,103.85775084988126,20227.059624552407,08,Freehold
429,STEVENS ROAD,FIFTY-TWO STEVENS,CCR,27248.98295,33034.2272,1.3150243260271302,103.82657031277951,19056.12244897959,10,Freehold
430,LORONG 8 GEYLANG,WING FONG BUILDING,RCR,32891.17623,32370.11005,1.309017906764939,103.87726815142702,8210.526315789473,14,Freehold
431,THOMSON ROAD,NOVENA REGENCY,CCR,28899.29612,33740.36413,1.3214103749920363,103.84139922814123,18215.218423551756,11,Freehold
432,LORONG 19 GEYLANG,BOUGAINVILLA APARTMENTS,RCR,33134.92161,32860.50989,1.3134528688890403,103.87945840167671,9348.758131283263,14,Freehold
433,ANGULLIA PARK,SKYLINE @ ORCHARD BOULEVARD,CCR,27583.65735,31721.69795,1.3031542807269036,103.82957754843922,45206.084656084655,09,Freehold
434,KIM YAM ROAD,THE IVERIA,CCR,28584.15223,30851.62502,1.2952856447191834,103.83856744026063,28155.014234784827,09,Freehold
435,ROBERTSON QUAY,RIVERSIDE 48,CCR,28721.85543,30369.50744,1.2909255399316997,103.8398047521586,19649.585004456327,09,Freehold
436,DUCHESS AVENUE,DUCHESS CREST,CCR,24624.90207,34100.18072,1.3246642552344807,103.80299150928501,14328.67725563959,10,99 yrs lease commencing from 1995
437,RIVER VALLEY ROAD,TWO8ONE STUDIO,CCR,28728.11784,30899.32824,1.295717052842385,103.83986103477282,14891.015417331208,09,999 yrs lease commencing from 1841
438,BALMORAL ROAD,BELMOND GREEN,CCR,27807.60677,33145.14956,1.3160274772910294,103.83158982838805,19945.957195385367,10,Freehold
439,CORONATION ROAD,CORONATION GROVE,CCR,24537.62231,33894.82434,1.3228070752549737,103.80220727694275,16442.574499738406,10,999 yrs lease commencing from 1875
440,MOUNT ELIZABETH,HIGH POINT,CCR,28237.89712,32307.72716,1.3084541243048067,103.83545619901622,14925.373134328358,09,Freehold
441,HOLLAND HILL,OLINA LODGE,CCR,24388.83501,32439.9359,1.3096495628812876,103.80087051432423,16049.782850279395,10,Freehold
442,ST. THOMAS WALK,GRANGE HEIGHTS,CCR,28212.24449,31127.44911,1.2977801055023301,103.83522568985371,16974.453843885505,09,Freehold
443,DALVEY ESTATE,DALVEY COURT,CCR,26759.59028,33697.82995,1.321025698860671,103.82217284654266,15400.2029853702,10,Freehold
444,LORONG 26 GEYLANG,GUILIN COURT,RCR,33714.08886,32728.45915,1.312258546974204,103.8846624815566,8429.748555895345,14,Freehold
445,LORONG AMPAS,D'LOTUS,RCR,30245.54488,34260.95747,1.326118367569272,103.85349601961462,12986.754258936904,12,Freehold
446,WILBY ROAD,THE TESSARINA,CCR,23093.24887,34930.97101,1.3321774182084025,103.78922865075617,17513.65071921265,10,Freehold
447,LEICESTER ROAD,PARC ASTON,RCR,31814.94634,34704.19922,1.330126732306277,103.86759799810433,12304.674616813345,13,Freehold
448,BALESTIER ROAD,SHAW PLAZA - TWIN HEIGHTS,RCR,30002.06241,34120.897,1.3248517272581475,103.85130818830382,12811.172595520422,12,Freehold
449,SURREY ROAD,SUITES @ NEWTON,CCR,28929.6363,33186.38203,1.3164003557720565,103.84167183395351,19879.004616085087,11,Freehold
450,RACE COURSE LANE,28 RC SUITES,RCR,30185.01566,32476.65726,1.3099817921772976,103.85295200543598,14824.038577456298,08,Freehold
451,CLAYMORE ROAD,THE CLAYMORE,CCR,27809.67856,32382.27351,1.3091282955155026,103.83160844919902,29212.4934475849,09,Freehold
452,BUKIT TIMAH ROAD,THE LEGACY,CCR,26811.54863,33699.97317,1.3210450834503848,103.82263971950748,16787.609238451936,10,Freehold
453,EMERALD HILL ROAD,111 EMERALD HILL,CCR,28658.53305,31932.33606,1.3050592134410504,103.83923580686796,23779.997023023054,09,Freehold
454,BASSEIN ROAD,8 BASSEIN,CCR,29645.93873,33975.57194,1.3235374801467086,103.84810821749967,18475.12038445372,11,Freehold
455,JALAN DUSUN,GALLERY FIFTEEN,RCR,29155.95927,34420.51399,1.3275614010089727,103.84370550720614,11004.422332780541,12,Freehold
456,ROBERTSON QUAY,ROBERTSON BLUE,CCR,28447.8703,30297.1613,1.2902712719640268,103.83734288017943,20860.252185558442,09,Freehold
457,SOPHIA ROAD,CASA SOPHIA,CCR,29446.85215,31650.39845,1.3025094423087826,103.84631920979245,20322.354590049054,09,Freehold
458,HERTFORD ROAD,THE URBANITE,RCR,29675.30902,32866.81384,1.3135102623813624,103.84837206506063,15682.631464322485,08,Freehold
459,ROBIN DRIVE,RESIDENTIAL APARTMENTS,CCR,27359.3195,33474.60015,1.3190069059301657,103.82756173307428,22757.69745649264,10,Freehold
460,MOONSTONE LANE,MOONSTONE RESIDENCES,RCR,31644.42479,34369.36546,1.327098635756343,103.86606572725883,11618.869639948147,12,Freehold
461,LORONG TAHAR,RESIDENTIAL APARTMENTS,RCR,32704.88914,32774.3462,1.312673703857693,103.87559433387577,9955.132927074264,14,Freehold
462,MAKEWAY AVENUE,KOPAR AT NEWTON,CCR,28833.23719,32780.65526,1.3127311088908493,103.84080562803405,25071.64253530713,09,99 yrs lease commencing from 2019
463,GRANGE ROAD,MANHATTAN MANSIONS,CCR,27462.52848,31348.67937,1.2997808301633953,103.82848915610504,17753.623188405796,10,Freehold
464,RANGOON ROAD,RESIDENTIAL APARTMENTS,RCR,30182.12213,33324.92216,1.3176532002730588,103.85292606542676,8683.484302695902,08,Freehold
465,ROBIN ROAD,THREE THREE ROBIN,CCR,27497.04122,33231.21318,1.3168058027398264,103.82879923801862,21690.559657892933,10,Freehold
466,JERVOIS ROAD,DORMER PARK,CCR,26677.03314,30742.14633,1.2942955352739494,103.82143115321121,17599.869278149148,10,Freehold
467,CORONATION ROAD,CORONATION ARCADE,CCR,25463.61576,33949.44583,1.3233011436411055,103.8105278147812,13109.24369747899,10,Freehold
468,SERANGOON ROAD,RESIDENTIAL APARTMENTS,RCR,30540.53332,32742.09927,1.312382328664085,103.8561465257453,8050.476773685592,08,9999 yrs lease commencing from 1957
469,RIVER VALLEY GROVE,2 RVG,CCR,28110.62858,30991.14324,1.2965474036839322,103.83431262548457,20479.935394529817,09,Freehold
470,BRADDELL ROAD,SUITES@BRADDELL,OCR,31932.94069,36188.25193,1.343547961072506,103.86865843477801,14667.449154193058,13,Freehold
471,OXFORD ROAD,KENTISH COURT,RCR,30119.76712,33047.61594,1.3151453452627166,103.85236575469283,10570.889137371601,08,99 yrs lease commencing from 1995
472,LORONG 26 GEYLANG,BLOSSOM VIEW,RCR,33758.32252,32660.91957,1.311647734854638,103.88505993012255,9785.66215677191,14,Freehold
473,BALMORAL ROAD,SLOANE RESIDENCES,CCR,27888.63952,33107.7083,1.3156888721620963,103.83231794887871,31189.42296376542,10,Freehold
474,BUCKLEY ROAD,THREE BUCKLEY,CCR,28729.5968,33254.36931,1.317015214113153,103.83987437894827,16258.431247392831,11,Freehold
475,GILSTEAD ROAD,THE ARMADALE,CCR,28773.49249,33426.03018,1.3185676532959834,103.84026880843071,16106.228727514806,11,Freehold
476,HOLLAND ROAD,ALLSWORTH PARK,CCR,22130.18504,33579.59782,1.3199559113376302,103.78057523970698,16446.23795903464,10,999 yrs lease commencing from 1885
477,JALAN DUSUN,GAIA,RCR,29156.39634,34451.88491,1.327845108483344,103.84370943570264,15170.168067226892,12,Freehold
478,LORONG MYDIN,D' PALMA,OCR,36731.97494,33590.08341,1.3200500572978386,103.91177990355108,13378.591823097018,14,Freehold
479,WILKIE ROAD,WILKIE STUDIO,CCR,29590.67232,31753.12335,1.3034384430627237,103.84761150522918,14346.321158331912,09,Freehold
480,JERVOIS ROAD,JERVOIS VIEW,CCR,26972.84575,30697.67849,1.2938933949179512,103.82408915812584,18246.376811594204,10,Freehold
481,LORONG 38 GEYLANG,THE WATER EDGE,RCR,34170.05351,32890.18523,1.3137210519005862,103.8887595794561,14244.243324009301,14,Freehold
482,STEVENS DRIVE,PARC STEVENS,CCR,27318.10943,33218.03674,1.3166866362063103,103.82719144494159,16976.61907116061,10,Freehold
483,TRURO ROAD,70@TRURO,RCR,29755.19652,33022.04261,1.3149140920774125,103.84908990281495,19537.0346215781,08,Freehold
484,KAMPONG BUGIS,KALLANG RIVERSIDE,RCR,31758.20311,32158.54453,1.307104741817286,103.8670878185115,24668.97629726498,12,Freehold
485,BALESTIER ROAD,ASCENT @ 456,RCR,29673.94575,34311.29155,1.3265736078983361,103.84835989381915,11474.133685064935,12,Freehold
486,SARKIES ROAD,LIBERTE,CCR,28371.80072,32901.3474,1.3138226150160557,103.83665939423555,25197.19989648033,10,Freehold
487,BIRCH ROAD,RESIDENTIAL APARTMENTS,RCR,30250.86978,32613.10224,1.3112157476375161,103.85354374653562,8666.666666666666,08,Freehold
488,THOMSON ROAD,PEAK RESIDENCE,CCR,28848.39779,34170.61059,1.3253013732299195,103.84094189171172,27447.56603567333,11,Freehold
489,BALMORAL PARK,RESIDENTIAL APARTMENTS,CCR,27620.9811,33053.88632,1.315202123028335,103.8299129032229,20958.08383233533,10,Freehold
490,WOODLEIGH LANE,PARK COLONIAL,RCR,32091.15217,35634.37107,1.3385388391226674,103.8700799859202,19174.202291077694,13,99 yrs lease commencing from 2017
491,LORONG 4 GEYLANG,RESIDENTIAL APARTMENTS,RCR,32779.94424,32433.01948,1.3095868547255811,103.87626868833723,12690.328047145711,14,Freehold
492,BALESTIER ROAD,BALESTIER PLAZA,RCR,29899.04763,34219.56927,1.3257440909007285,103.85038255114377,11057.11117522523,12,Freehold
493,PATERSON ROAD,PATERSON LINC,CCR,27628.99259,31726.14783,1.3031945244523706,103.82998490642983,22591.050410837222,09,Freehold
494,GRANGE ROAD,GRAMERCY PARK,CCR,27260.9053,31238.11185,1.2987808922794035,103.82667748385735,30999.955492239635,10,Freehold
495,LEICESTER ROAD,ONE LEICESTER,RCR,31788.15482,34627.23467,1.329430695647404,103.86735725186348,13935.016165600597,13,Freehold
496,DORSET ROAD,DORSET MANSIONS,RCR,29866.09484,32859.58318,1.313444859874192,103.85008637019011,12659.82028241335,08,Freehold
497,ST. THOMAS WALK,ST THOMAS SUITES,CCR,28287.10031,31197.14084,1.2984103723914058,103.83589830313932,21768.200805906272,09,Freehold
498,HOLLAND HILL,HOLLAND HILL PARK,CCR,24537.03091,32461.88569,1.3098480860109671,103.80220212361205,15740.36794027935,10,Freehold
499,NASSIM ROAD,BEAUFORT ON NASSIM,CCR,27045.11558,32320.47031,1.3085693549471114,103.82473848384325,26948.283655601525,10,Freehold
500,JALAN RAJAH,THE VERVE,RCR,29649.17304,34438.26172,1.3277218824870267,103.84813730435285,14014.769885557067,12,Freehold
501,BUKIT TIMAH ROAD,JAYA TOWER,CCR,26960.4995,33596.24603,1.3201070173060516,103.82397812478021,19430.864428525605,10,Freehold
502,KAMPONG EUNOS,DENG FU VILLE,OCR,36169.71161,33481.81035,1.3190710300348953,103.90672765004382,12690.80848728736,14,Freehold
503,CUSCADEN ROAD,CUSCADEN RESERVE,CCR,27092.8215,31772.10262,1.3036101123014727,103.82516716046133,38623.530837482744,10,99 yrs lease commencing from 2018
504,LORONG 27A GEYLANG,BALMY COURT,RCR,33746.03562,32938.53049,1.3141583513132031,103.88494957782125,9165.716197178946,14,Freehold
505,SUFFOLK ROAD,SUFFOLK PREMIER,CCR,29265.1661,32947.94438,1.314243997916279,103.84468673002561,14423.81249307172,11,Freehold
506,BRADDELL ROAD,E MAISON,OCR,31937.7178,36249.9603,1.344106028921467,103.86870136802837,13997.017713379026,13,Freehold
507,HOLLAND ROAD,FAIRLODGE,CCR,24472.49669,32717.23409,1.312157359189756,103.80162222337476,12256.844692118653,10,Freehold
508,LORONG 1 TOA PAYOH,OLEANDER TOWERS,RCR,29226.76011,35042.28491,1.3331844741173149,103.84434171650604,12080.43729269607,12,99 yrs lease commencing from 1995
509,ARDMORE PARK,JUNIPER AT ARDMORE,CCR,27590.98202,32341.53229,1.3087598441534418,103.82964335580294,24144.224129426853,10,Freehold
510,BUKIT TIMAH ROAD,THE LEGEND,CCR,27561.95515,33394.34154,1.3182810789992654,103.82938252045557,15389.161830230978,10,Freehold
511,CUSCADEN ROAD,THE TOMLINSON,CCR,27194.40318,31861.17645,1.304415667448574,103.82607991656566,22401.56872144284,10,Freehold
512,LORONG MELAYU,BLISS VILLE,OCR,36437.62416,33998.88086,1.3237471561917973,103.90913512279361,10670.637743006164,14,Freehold
513,MINBU ROAD,MEDGE,CCR,29898.85754,33957.53243,1.3233743225339676,103.85038082688814,15447.024922800938,11,Freehold
514,BALESTIER ROAD,SCENIC HEIGHTS,RCR,30097.98274,33764.20056,1.321625884535792,103.8521700597753,12316.74183006536,12,Freehold
515,BALMORAL PARK,PINEWOOD GARDENS,CCR,27639.77477,33083.28364,1.3154679822374777,103.83008177347905,18044.725053358135,10,Freehold
516,LORONG 9 GEYLANG,THE DIAMOND,RCR,32771.18456,32808.74725,1.3129848045240509,103.87619003618298,10194.967619047618,14,Freehold
517,DUCHESS AVENUE,DUCHESS ROYALE,CCR,24979.47192,34049.18434,1.3242030992608835,103.80617751481586,17697.363934788482,10,999 yrs lease commencing from 1875
518,GUILLEMARD ROAD,CASSIA EDGE,RCR,33843.79065,32652.78526,1.3115741549640398,103.88582790142519,13880.597014925374,14,Freehold
519,LINCOLN ROAD,THE LINCOLN MODERN,CCR,29083.66643,33067.26804,1.3153231258796974,103.84305586880443,16188.409719191015,11,Freehold
520,SIMS AVENUE EAST,EUNOS GREEN,OCR,36060.84908,33439.99413,1.3186928880586293,103.90574945368238,9608.304547228727,14,Freehold
521,TOMLINSON ROAD,KUM HING COURT,CCR,27218.49026,31621.73706,1.3022502625737338,103.82629635620714,24980.132450331126,10,Freehold
522,LORONG 27 GEYLANG,EXCELLENCE MANSIONS,RCR,33592.56287,32958.59735,1.3143398571345555,103.88357055253022,11304.347826086956,14,Freehold
523,SOPHIA ROAD,SOPHIA LODGE,CCR,29637.93499,31557.8753,1.3016726860558845,103.8480361719214,16062.252405206564,09,Freehold
524,EVELYN ROAD,EVELYN MANSIONS,CCR,28643.84833,33196.8078,1.3164946500641814,103.83910388396276,17397.701542100087,11,Freehold
525,HOLLAND ROAD,THE ENCLAVE . HOLLAND,CCR,24181.89623,32714.79022,1.3121352230160106,103.79901103562239,24304.19936717037,10,Freehold
526,KIM KEAT CLOSE,RESIDENTIAL APARTMENTS,RCR,30195.19488,33949.35212,1.3233003228538482,103.85304357526448,10691.772812759094,12,Freehold
527,SIMS AVENUE,CENTRA HEIGHTS,RCR,33926.83374,33174.68097,1.3162939776337816,103.88657418398448,16237.850494332952,14,Freehold
528,LORONG 6 GEYLANG,TREASURES@G6,RCR,32831.05551,32547.05341,1.3106181291120809,103.87672796545581,13325.487142195087,14,Freehold
529,MACKENZIE ROAD,MACKENZIE REGENCY,CCR,29798.65811,31887.891,1.304657222806581,103.84948036140577,14306.943427725897,09,Freehold
530,CAIRNHILL CIRCLE,THE LIGHT @ CAIRNHILL,CCR,28566.97064,32085.93715,1.3064483293739704,103.83841307855008,21626.36594659695,09,Freehold
531,OXLEY RISE,THE OXLEY,CCR,28984.90376,31267.17499,1.299043722366793,103.84216837948988,21796.352456453074,09,Freehold
532,WAN THO AVENUE,WAN THO LODGE,RCR,32207.03317,35043.69867,1.3331969926280751,103.87112116306076,12604.20981729393,13,Freehold
533,WOODLEIGH CLOSE,EURO-ASIA PARK,RCR,31815.0982,35430.53939,1.3366954941831672,103.86759945348096,12889.684169218997,13,Freehold
534,MOUNT ELIZABETH,ELIZABETH TOWER,CCR,28327.46124,32065.47823,1.3062633095630078,103.8362609730974,16828.119103498782,09,Freehold
535,HOLLAND VILLAGE WAY,ONE HOLLAND VILLAGE RESIDENCES,CCR,23546.44906,32739.89452,1.3123621720035423,103.79330122697844,29009.54149499102,10,99 yrs lease commencing from 2018
536,CLUNY PARK ROAD,CLUNY PARK RESIDENCE,CCR,25835.6631,33798.50109,1.3219360815292527,103.81387086892859,25860.675214845494,10,Freehold
537,ORCHARD BOULEVARD,THE ORCHARD RESIDENCES,CCR,27820.73548,31797.17995,1.3038369156379104,103.83170780436114,33665.354916820164,09,99 yrs lease commencing from 2006
538,FARRER ROAD,SPANISH VILLAGE,CCR,24923.80595,33049.63452,1.3151635194234077,103.80567742611275,15947.728868403427,10,Freehold
539,GUILLEMARD ROAD,GRANDLINK SQUARE,RCR,34475.09192,32942.18959,1.3141912980357044,103.89150051127474,10895.718816375434,14,Freehold
540,JERVOIS CLOSE,ONE JERVOIS,CCR,27082.1862,30589.14809,1.2929118875500623,103.8250716320948,18801.148407073157,10,Freehold
541,EMERALD HILL ROAD,TOP TEN,CCR,28710.78334,31908.56413,1.3048442273302143,103.83970529963592,16918.10980815598,09,Freehold
542,ONE TREE HILL,ONE TREE HILL RESIDENCE,CCR,27036.06875,31456.37913,1.300754818550163,103.82465722049892,21332.427172906962,10,Freehold
543,MARTABAN ROAD,CHELSEA GROVE,RCR,29976.77054,34031.22429,1.3240407606780882,103.85108092146609,11594.859061145387,12,Freehold
544,TAI THONG CRESCENT,THE VENUE RESIDENCES,RCR,32006.95802,34527.10224,1.3285251055351148,103.86932330665114,14911.555743392886,13,99 yrs lease commencing from 2012
545,SOMMERVILLE ROAD,D' ALMIRA,OCR,31849.15437,36313.9322,1.3446845794218607,103.86790557998822,11025.479201496244,13,Freehold
546,GUILLEMARD CRESCENT,ARENA RESIDENCES,RCR,33266.73777,32442.98037,1.3096768582332745,103.88064276420818,19501.302275254347,14,Freehold
547,NASSIM HILL,NASSIM MANSION,CCR,26428.64635,32486.49989,1.3100708426198564,103.8191992032831,27569.966639195693,10,Freehold
548,KELLOCK ROAD,KELLOCK LODGE,CCR,27626.56888,30817.92958,1.294980918192635,103.82996313915994,16552.927847927745,10,Freehold
549,HOLLAND ROAD,SYLVAN LODGE,CCR,24076.56595,32769.99775,1.3126344870942535,103.79806458428602,14862.204537620522,10,Freehold
550,RIVER VALLEY ROAD,RV RESIDENCES,CCR,27457.08811,30747.1766,1.2943410506219957,103.82844028238412,21837.081519724074,10,999 yrs lease commencing from 1877
