,index,licence_numbers,business_name,name_of_license,premise_address,lat,long,isLatLongAvailable
146,146,CE19878A000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"10 SINARAN DRIVE #B1-01/85, SQUARE 2 S(307506)",1.32044103104797,103.844192628979,True
147,147,CE19910L000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"107 NORTH BRIDGE ROAD #B1-10, S(179105)",1.29124400604241,103.849984790048,True
148,148,CE19987N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"51 UPPER SERANGOON ROAD #01-30-32,#01-41-49, THE POIZ CENTRE S(347697)",1.33135550782584,103.868150095119,True
149,149,CE19A43K000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"351 ANCHORVALE ROAD #01-05, MULTI STOREY CAR PARK S(540351)",1.39332786581517,103.886617625113,True
150,150,CE19H85N000,DON DON DONKI,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,"6 EU TONG SEN STREET #B1-11-24,#B1-27B,#B1-28A,#B1-27A,#B1-27C,#B1-27E,#B1-28,#B1-27,#B1-27D,#B1-28B,#B1-44-51, THE CENTRAL S(059817)",1.2888737988701,103.846797382693,True
151,151,CE19I23N000,MEIDI-YA SUPERMARKET,MEIDI-YA SINGAPORE CO (PTE) LTD,"1 KIM SENG PROMENADE #B2-116,#B2-112,#B2-113,#B2-121,#B2-117,#B2-114,#B2-118,#B2-111,#B2-115,#B2-119,#B2-120, GREAT WORLD CITY S(237994)",1.2934759620704,103.831975865363,True
152,152,CE19K92V000,HAO MART,HAO MART PTE. LTD.,"116 JALAN TENTERAM #01-02, MULTI STOREY CAR PARK S(320116)",1.32769993704525,103.861236369481,True
153,153,E02026P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"20 EASTWOOD ROAD #01-07/09, EASTWOOD CENTRE S(486442)",1.32154249881548,103.955535617961,True
154,154,E02027N000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"80 MARINE PARADE ROAD #B1-84, PARKWAY PARADE SHOPPING CENTRE S(449269)",1.30119131468839,103.905113590527,True
155,155,E02028L000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"266 SERANGOON CENTRAL DRIVE #01-255, S(550266)",1.35323212759899,103.871503595573,True
156,156,E02030B000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"306 UBI AVENUE 1 #01-185, S(400306)",1.32987219527898,103.901929737149,True
157,157,E02032V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"539A BEDOK NORTH STREET 3 #01-477, BEDOK NORTH AREA OFFICE S(461539)",1.33240506627893,103.925501255318,True
158,158,E02033X000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"509 BEDOK NORTH STREET 3 #01-121, S(460509)",1.33317541897572,103.93126502489,True
159,159,E02034P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"114 ALJUNIED AVENUE 2 #01-75, S(380114)",1.32172455192598,103.886807110468,True
160,160,E02035N000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"212 BEDOK NORTH STREET 1 #01-147, S(460212)",1.32591841541763,103.931686958494,True
161,161,E02039E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"152B SERANGOON NORTH AVENUE 1 #01-384, S(552152)",1.36979941551155,103.873035824458,True
162,162,E02041X000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"25A CHAI CHEE ROAD #01-459, S(461025)",1.32329022760147,103.924151826832,True
163,163,E02042P000,-,PRIME SUPERMARKET LIMITED,"803 KING GEORGE'S AVENUE #01-154, S(200803)",1.30811749102335,103.861188606169,True
164,164,E02045K000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"118 ALJUNIED AVENUE 2 #01-100, S(380118)",1.32004897700545,103.887406611675,True
165,165,E02047E000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"348 BEDOK ROAD #01-01, BEDOK SHOPPING COMPLEX S(469560)",1.33143623119911,103.948260304303,True
166,166,E02072C000,FAIRPRICE,TEO BOBBY,"29 CHAI CHEE AVENUE #01-62, S(460029)",1.32476040143251,103.924370232312,True
167,167,E02096K000,fairprice,NTUC FAIRPRICE CO-OPERATIVE LTD,"6 MARINE PARADE CENTRAL, NTUC FAIRPRICE SUPERMARKET S(449411)",1.30133746499887,103.907177215042,True
168,168,E02140N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"1 JALAN BERSEH #B1-02, NEW WORLD CENTRE S(209037)",1.30730464109303,103.857706092553,True
169,169,E03034J000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"115 BEDOK NORTH ROAD #01-319, S(460115)",1.33143368026417,103.936865404278,True
170,170,E73010V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"11 UPPER BOON KENG ROAD #01-901, S(380011)",1.31423937033551,103.870914031459,True
171,171,E75097C000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"18 BEDOK SOUTH ROAD #01-87, S(460018)",1.32052771476512,103.934764301988,True
172,172,E79179V000,U Stars Supermarket,U STARS PTE. LTD.,"510 BEDOK NORTH STREET 3 #01-33, S(460510)",1.33233655577229,103.930496816187,True
173,173,E82118V000,HAO MART,HAO MART PTE. LTD.,"537 BEDOK NORTH STREET 3 #01-555, S(460537)",1.33177300757048,103.924236461237,True
174,174,E83157K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"934 EAST COAST ROAD, S(459125)",1.31230752184183,103.925234530164,True
175,175,E85090E000,HAO MART,HAO MART PTE. LTD.,"120 POTONG PASIR AVENUE 1 #01-812, S(350120)",1.33545353246777,103.863387980398,True
176,176,E89116J000,WAHOO,WAHOO SEAFOODS PTE. LTD.,"57 JALAN TUA KONG, S(457253)",1.31595937666575,103.925443851261,True
177,177,E95315V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"77 CIRCUIT ROAD #01-464/6, S(370077)",1.32855656206109,103.885349899665,True
178,178,E98161V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"255 EAST COAST ROAD, S(428932)",1.30836164661181,103.907988808727,True
179,179,J02008P000,-,ANG KEN CHUA,"410 CHOA CHU KANG AVENUE 3 #01-341, S(680410)",1.38062798768557,103.741520103731,True
180,180,J02009N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"544 JURONG WEST STREET 42 #01-97/99, S(640544)",1.35239358298744,103.71575950591,True
181,181,J02010E000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"475 CHOA CHU KANG AVENUE 3 #01-01, S(680475)",1.37789727709418,103.739015486021,True
182,182,J02011C000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"464 UPPER BUKIT TIMAH ROAD, S(678077)",1.36012368217462,103.767542220363,True
183,183,J02013A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"221 BOON LAY PLACE #02-200, BOON LAY SHOPPING CENTRE S(640221)",1.34637376407877,103.712472819666,True
184,184,J02016P000,Seng Eng,NG TOH TET,"442 JURONG WEST AVENUE 1 #01-756, S(640442)",1.35151847519437,103.719496480131,True
185,185,J02017N000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"373 BUKIT BATOK STREET 31 #01-248, PRIME BUILDING S(650373)",1.35894637289694,103.750365800657,True
186,186,J02018L000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"253 CHOA CHU KANG AVENUE 1 #B1-07/10, S(680253)",1.37736607441394,103.744393648768,True
187,187,J02019K000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"962 JURONG WEST STREET 91 #01-300, S(640962)",1.34201784072118,103.691483114884,True
188,188,J02020B000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"142 TECK WHYE LANE #01-281, S(680142)",1.38079049641025,103.75195441174,True
189,189,J02021A000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"376 BUKIT BATOK STREET 31 #01-116, S(650376)",1.35831705249927,103.749579868748,True
190,190,J03027B000,JURONG ISLAND MINIMART,KADER HASNA MARICAN,"17 KIAN TECK LANE #01-65, S(627851)",1.33314578370484,103.695248109449,True
191,191,J03056N000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"492 JURONG WEST STREET 41, #01-24/26/28 S(640492) #01-24/26/28",1.35011034556806,103.724671787001,True
192,192,J87134E000,G & G WHOLESALE & MARKETING,BALASUBRAMANIYAN KANNADASAN,"257 KRANJI ROAD, 1ST STOREY S(739503) 1ST STOREY",1.43594536031501,103.754008428765,True
193,193,J92067N000,MCP FAIRMART,MCP FAIRMART PTE. LTD.,"371 BUKIT BATOK STREET 31 #01-324, S(650371)",1.35925940866068,103.75069463109,True
194,194,J94081B000,PRIME SUPERMARKET,PRIME SUPERMARKET LIMITED,"763 JURONG WEST STREET 75 #01-01, S(640763)",1.34872644269898,103.698292005963,True
195,195,J96145K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"21 CHOA CHU KANG AVENUE 4 #B1-03, LOT 1 SHOPPERS' MALL S(689812)",1.38511154955356,103.745036167764,True
196,196,NE04047K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"138 TAMPINES STREET 11 #01-136, S(521138)",1.34531954926212,103.945384662025,True
197,197,NE04092A000,U Stars Supermarket,U STARS PTE. LTD.,"625 ELIAS ROAD #01-302, ELIAS MALL S(510625)",1.37860717882538,103.941916363447,True
198,198,NE04107V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"168 PUNGGOL FIELD #03-01, PUNGGOL PLAZA S(820168)",1.39425629780831,103.913043510411,True
199,199,NE04109P000,AZ SUPERMART,AZ SUPERMART PTE. LTD.,"21 KAKI BUKIT AVENUE 3, GOLDEN BUKIT DORMITORY 2 S(415920) GOLDEN BUKIT DORMITORY 2",1.33809445622754,103.909956515968,True
200,200,NE04114A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"866A TAMPINES STREET 83 #01-01, TAMPINES CENTRAL COMMUNITY COMPLEX S(521866)",1.35539306251992,103.934429348334,True
201,201,NE04155C000,YES Supermarket,YES SUPERMARKET PTE LTD,"829 TAMPINES ST 81, S(520829)",1.34922100236977,103.934914286623,True
202,202,NE06429X000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"266 COMPASSVALE BOW #01-02, THE CORIS S(540266) MULTI STOREY CAR PARK",1.38187771301641,103.897039857818,True
203,203,NE07474A000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"21 TAMPINES NORTH DRIVE 2, GIANT S(528765) GIANT HYPERMARKETS",1.37210169874539,103.931999887543,True
204,204,NE08058P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 PASIR RIS CLOSE #02-127, E!HUB@DOWNTOWN EAST S(519599) PASIR RIS NTUC RESORT",1.37656567661723,103.95522291538,True
205,205,NE08150C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"277C COMPASSVALE LINK #01-13, ASPELLA S(543277) UNIT 01",1.382379846623,103.893800423718,True
206,206,NE08357A000,SUZYAMEER FROZEN,SUZYAMEER FROZEN PTE. LTD.,"201D TAMPINES STREET 21 #01-1161, S(524201)",1.35226231425316,103.953586491358,True
207,207,NE09027A000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"10 TAMPINES CENTRAL 1 #B1-01/02, S(529536)",1.35431556516976,103.945019456113,True
208,208,NE09263B000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"100 HOUGANG AVENUE 10 #02-01, S(538767)",1.3717101782629,103.894247824437,True
209,209,NE09314N000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"776 PASIR RIS STREET 71 #01-412, S(510776)",1.37454928846174,103.937088174395,True
210,210,NE09359K000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"301 PUNGGOL CENTRAL #01-01, CORALINUS S(820301) MULTI STOREY CAR PARK",1.40358047553376,103.90627901541,True
211,211,NE10113B000,ang mo supermarket,ANG MO SUPERMARKET PTE LTD,"639 PUNGGOL DRIVE #01-01, S(820639)",1.39946117845803,103.916054498662,True
212,212,NE10213X000,begonia supermarket,SHAHUL HAMEED S/O ABDUSALAM,"280 TAMPINES STREET 22 #01-244, S(520280)",1.34753519689194,103.951702776881,True
213,213,NE10310X000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"1 MAJU AVENUE #B1-11-14,#B1-18-20, MYVILLAGE AT SERANGOON GARDEN S(556679)",1.36511490600171,103.86515950117,True
214,214,NE11529V000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"159A HOUGANG STREET 11 #01-01, MULTI STOREY CAR PARK S(531159)",1.35189336565608,103.879444507283,True
215,215,NE11808L000,BENG POH MINI MART,BENG POH MINI MART,"21B TAMPINES AVENUE, S(529804)",1.36644646508851,103.92606538369,True
216,216,NE11909C000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"683 HOUGANG AVENUE 8 #01-903, S(530683)",1.37332122552781,103.88636553205,True
217,217,NE12B79A000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"612 PUNGGOL DRIVE #01-06, S(820612)",1.40461003140363,103.908665597763,True
218,218,NE12I65N000,LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,LI LI CHENG SUPERMARKET (PUNGGOL) PTE. LTD.,"273C PUNGGOL PLACE #01-884, PUNGGOL REGALIA S(823273)",1.40230301367166,103.901262391698,True
219,219,NE13M11K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"622D PUNGGOL CENTRAL #01-06, PUNGGOL SPECTRA S(824622)",1.40053114998822,103.910536919134,True
220,220,NE14190K000,VIVA MART ENTERPRISES,VIVA CORP SERVICES PTE. LTD.,"23 KAKI BUKIT ROAD 3 #01-02, THE LEO S(415812)",1.33733862669183,103.903735075266,True
221,221,NE15002X000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"506 TAMPINES CENTRAL 1 #01-361, S11 COURT S(520506)",1.35590219010974,103.945912182468,True
222,222,NE15006K000,SFERM,SFERM PTE. LTD.,"78 SERANGOON GARDEN WAY #01-01, SERANGOON GARDEN ESTATE S(555974)",1.36428136996969,103.86513393838,True
223,223,NE15211C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"312A SUMANG LINK #01-04, PUNGGOL PARCVISTA S(821312)",1.41081926900094,103.900371677782,True
224,224,NE15276N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"527D PASIR RIS STREET 51 #01-01, COSTA RIS S(514527)",1.36968625501963,103.947922425135,True
225,225,NE15440C000,U Stars Supermarket,U STARS SUPERMARKET PTE. LTD.,"261 PUNGGOL WAY #01-02, PUNGGOL TOPAZ S(820261) MULTI STOREY CAR PARK",1.40541353588128,103.896823897352,True
226,226,NE15467C000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"476 UPPER SERANGOON VIEW #02-18, PUNGGOL TOPAZ S(530476) MULTI STOREY CAR PARK",1.37743006723556,103.903712863793,True
227,227,NE15476B000,HAO MART,HAO MART PTE. LTD.,"308C PUNGGOL WALK #01-352, WATERWAY TERRACES I S(823308)",1.40800694944027,103.899074357998,True
228,228,NE15611B000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"671 EDGEFIELD PLAINS #02-01, S(820671)",1.40566048045603,103.911991277154,True
229,229,NE15760A000,RAW MARKET,RAW MARKET PTE. LTD.,"11 PASIR RIS LINK #01-48, SEASTRAND S(518180)",1.37558830923856,103.960839727163,True
230,230,NE15762X000,FAIRPRICE FINEST,NTUC FAIRPRICE CO-OPERATIVE LTD,"83 PUNGGOL CENTRAL #B2-32, WATERWAY POINT S(828761)",1.40640964880099,103.902130352627,True
231,231,NE16139A000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"259 PASIR RIS STREET 21 #01-27, S(510259)",1.36645364037722,103.964598499523,True
232,232,NE16363K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 SENGKANG SQUARE #B1-25, COMPASS ONE S(545078) 1 SENGKANG MALL (1SM)",1.3920543053799,103.895063884132,True
233,233,NE16640E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"51 TAMPINES AVENUE 4 #B1-01, OUR TAMPINES HUB S(529684)",unknown,unknown,False
234,234,NE16747J000,U Stars Supermarket,U STARS SUPERMARKET PTE. LTD.,"218 SUMANG WALK #01-01, S(820218)",1.40322712524584,103.89538702242,True
235,235,NE16875P000,HAO MART,HAO MART PTE. LTD.,"487B TAMPINES STREET 45 #B1-123, S(521487)",1.35998567839232,103.958247648588,True
236,236,NE17023N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"258 PASIR RIS STREET 21 #02-10, LOYANG POINT S(510258)",1.36706634197242,103.964635610477,True
237,237,NE17098V000,U Stars Supermarket,U STARS SUPERMARKET PTE. LTD.,"215C COMPASSVALE DRIVE #01-01, S(543215)",1.38977026274295,103.892787161183,True
238,238,NE17390X000,U Stars Supermarket,U STARS SUPERMARKET PTE. LTD.,"878C TAMPINES AVENUE 8 #01-65, S(523878)",1.35126411286423,103.929363834798,True
239,239,NE17563L000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"872C TAMPINES STREET 86 #02-01, S(523872)",1.35530533818727,103.931659088071,True
240,240,NE17700J000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"660A EDGEDALE PLAINS #01-01, WATERWAY SUNDEW S(821660)",1.40262197348865,103.916519598298,True
241,241,NE18066E000,-,ISYMI PTE. LTD.,"183 JALAN PELIKAT #01-12, THE PROMENADE@PELIKAT S(537643)",1.35530904178242,103.887857183262,True
242,242,NE18169P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"681 PUNGGOL DRIVE #B1-01, S(820681)",1.40278015725693,103.913215101343,True
243,243,NE18339P000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"2 TAMPINES CENTRAL 5 #B1-08, CENTURY SQUARE S(529509)",1.35229139706407,103.943849611798,True
244,244,NE18406E000,J-MART JAPANESE FOOD MARKET,TANESEI RETAILING PTE. LTD.,"2 TAMPINES CENTRAL 5 #B1-06, CENTURY SQUARE S(529509)",1.35229139706407,103.943849611798,True
245,245,NE18529J000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"681 PUNGGOL DRIVE #01-09,#01-11,#01-10, S(820681)",1.40278015725693,103.913215101343,True
246,246,NE18667L000,HAO MART,HAO MART PTE. LTD.,"658 PUNGGOL EAST #01-01, S(820658)",1.39991156763461,103.919353979151,True
247,247,NE19271N000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"231 SUMANG LANE #01-02, S(820231)",1.40205998268188,103.892211658905,True
248,248,NW04014P000,-,COLD STORAGE SINGAPORE (1983) PTE LTD,"102 YISHUN AVENUE 5 #01-125, S(760102)",1.43061830395071,103.828762985291,True
249,249,NW04127A000,-,NTUC FAIRPRICE CO-OPERATIVE LTD,"900 SOUTH WOODLANDS DRIVE #B1-01, WOODLANDS CIVIC CENTRE S(730900)",1.4350449476836,103.786826166174,True
250,250,NW06239N000,-,THNG SAIK MONG,"108 CLEMENTI STREET 11 #01-K1, S(120108)",1.32212392900686,103.770265903384,True
251,251,NW06546V000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"511 CANBERRA ROAD #02-03, SEMBAWANG MART S(750511)",1.45361014432056,103.819625588635,True
252,252,NW07277P000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"355 SEMBAWANG WAY #01-01, S(750355)",1.44962495636994,103.818722450461,True
253,253,NW07636K000,GIANT,COLD STORAGE SINGAPORE (1983) PTE LTD,"406A SEMBAWANG DRIVE #01-02, MULTI STOREY CAR PARK S(751406)",1.45238757319957,103.817440100888,True
254,254,NW07726J000,MM SUNDRY SHOP,MM SUNDRY SHOP PTE. LTD.,"27 WOODLANDS SECTOR 1 #01-70, WOODLANDS DORMITORY S(738252)",1.45464655649548,103.804476731799,True
255,255,NW08020K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"70 WOODLANDS AVENUE 7 #01-05, ADMIRALTY MRT STATION S(738344)",1.44055609916205,103.800916952025,True
256,256,NW08141P000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"41 SUNSET WAY #01-01A, CLEMENTI ARCADE S(597071)",1.32325040079253,103.767260053747,True
257,257,NW08314K000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"930 YISHUN AVENUE 2 #B1-06/07, NORTHPOINT S(769098)",1.42969848626288,103.835776491468,True
258,258,NW08385B000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"604 SEMBAWANG ROAD #B1-25, SEMBAWANG SHOPPING CENTRE S(758459)",1.44175296834191,103.82479165671,True
259,259,NW08477X000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"36 HOLLAND DRIVE #01-03, S(270036)",1.30919407743078,103.79263991227,True
260,260,NW09331A000,AJMAL TRADE MART,AJMAL TRADE MART PTE. LTD.,"23 MANDAI ESTATE #01-21, S(729937)",1.40631205409106,103.760561705557,True
261,261,NW09437C000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"468B ADMIRALTY DRIVE #01-29, S(752468)",1.45000861656514,103.814110899773,True
262,262,NW10192C000,PHAN NEE TRADING,PHAN NEE TRADING LLP,"49 ADMIRALTY ROAD WEST, COCHRANE LODGE II S(757444)",1.4613885444488,103.818111265911,True
263,263,NW11384E000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"1 WOODLANDS SQUARE #B1-31/32, CAUSEWAY POINT S(738099)",1.43622867995805,103.786349823084,True
264,264,NW11702X000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"200 WOODLANDS INDUSTRIAL PARK E7 #01-30, WOODLANDS RECREATION CENTRE S(757177) INTERIM RECREATION PARK",1.45074973335289,103.796846514064,True
265,265,NW11767E000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"1 WOODLANDS ROAD #01-07, THE TENNERY S(677899)",1.38055127973087,103.760106974822,True
266,266,NW12G73N000,PRIME SUPERMARKET,PRIME SUPERMARKET (1996) PTE LTD,"761 YISHUN STREET 72 #01-348, (#01-348-350-352 AND 354) S(760761) (#01-348-350-352 AND 354)",1.42539842441665,103.833259035976,True
267,267,NW13005P000,BHANDARI INTERNATIONAL,BHANDARI INTERNATIONAL PTE. LTD.,"50 WOODLANDS INDUSTRIAL PARK E4 #01-02, WOODLANDS LODGE ONE S(757388)",1.45025875777465,103.794823954933,True
268,268,NW13J23J000,BISMILLAH MINIMART,BISMILLAH MINIMART PTE. LTD.,"32 MANDAI ESTATE #01-02, S(729939)",1.40754124403461,103.758128230666,True
269,269,NW13K05E000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"570B WOODLANDS AVENUE 1 #01-06, S(732570)",1.43106395458307,103.790454078756,True
270,270,NW14006E000,de esperto minimart,DE ESPERTO MINIMART PTE. LTD.,"190 WOODLANDS INDUSTRIAL PARK E7, S(757178)",1.45123407130034,103.797900318242,True
271,271,NW14040B000,FORTUNE SUPERMARKET,FORTUNE SUPERMARKET PTE. LTD.,"463 SEMBAWANG DRIVE #01-02, MULTI STOREY CAR PARK S(750463)",1.45555388401849,103.81464932384,True
272,272,NW14561E000,7SEVEN,7SEVEN PTE. LTD.,"51 NORTH COAST AVENUE #01-03, NORTH COAST LODGE S(756992)",1.45605972919051,103.786436914993,True
273,273,NW15186C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"547 SEGAR ROAD #01-06, MULTI STOREY CAR PARK S(670547)",1.3882402168269,103.76957538706,True
274,274,NW15220L000,FORTUNE SUPERMARKET,FORTUNE SUPERMARKET PTE. LTD.,"780 WOODLANDS CRESCENT #01-01, MULTI STOREY CAR PARK S(730780)",1.44834155029683,103.801057143543,True
275,275,NW15264K000,RYAN'S GROCERY,ALTERNATIVE SELECTION PTE. LTD.,"29 BINJAI PARK, BINJAI PARK S(589831)",1.33661378718238,103.786974822749,True
276,276,NW15295X000,COLD STORAGE,COLD STORAGE SINGAPORE (1983) PTE LTD,"896 DUNEARN ROAD #02-01, SIME DARBY CENTRE S(589472)",1.33667573740597,103.783709151645,True
277,277,NW15489B000,AJMAL TRADING GROUP,AJMAL  TRADING GROUP PTE. LTD.,"2 WOODLANDS SECTOR 2 #01-05, WESTLITE WOODLANDS DORMITORY S(737723)",1.46150164054498,103.809471515497,True
278,278,NW15751L000,ASHA MINIMART,ASHA MINIMART PTE. LTD.,"11 MANDAI ESTATE #01-15,#01-16, ELDIX S(729908)",1.40860253518183,103.759758955688,True
279,279,NW16388B000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"18 YISHUN AVENUE 9 #02-06/10, JUNCTION NINE S(768897)",1.43306021695327,103.841649364872,True
280,280,NW16634L000,HAO MART,HAO MART PTE. LTD.,"205 PETIR ROAD #01-595, S(670205)",1.37343025396585,103.773924079454,True
281,281,NW16763X000,HAO MART,HAO MART PTE. LTD.,"505 CANBERRA LINK #01-01, MONTREAL SPRING S(750505)",1.45026201889682,103.822534715231,True
282,282,NW17024A000,-,SUN TRG & CON PTE. LTD.,"280 WOODLANDS INDUSTRIAL PARK E5 #01-24, HARVEST @ WOODLANDS S(757322)",1.45132505713202,103.79109517658,True
283,283,NW17097K000,FAIRPRICE,NTUC FAIRPRICE CO-OPERATIVE LTD,"17 PETIR ROAD #B2-67, HILLION MALL S(678278)",1.37848224932124,103.763672842754,True
284,284,NW17212X000,U Stars Supermarket,U STARS PTE. LTD.,"507 YISHUN AVENUE 4 #01-09, S(760507)",1.41517413065244,103.839827784744,True
285,285,NW17277E000,Maa Supermarket,MAA TRADING PTE. LTD.,"280 WOODLANDS INDUSTRIAL PARK E5 #01-47, HARVEST @ WOODLANDS S(757322)",1.45132505713202,103.79109517658,True
286,286,NW17310P000,The Seafood Market Place by Song Fish,SONG FISH DEALER PTE LTD,"930 YISHUN AVENUE 2 #B1-05, NORTHPOINT SHOPPING CENTRE S(769098)",1.42969848626288,103.835776491468,True
287,287,NW17421C000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"446 FAJAR ROAD #01-01, S(670446)",1.38397139014156,103.77110023409,True
288,288,NW17699N000,GREEN VENTURES,CUTECH GREEN VENTURES PTE. LTD.,"10 WOODLANDS INDUSTRIAL PARK E1, S(757733)",1.45334363120531,103.795682398584,True
289,289,NW17734V000,SHENG SIONG SUPERMARKET,SHENG SIONG SUPERMARKET PTE LTD,"4 WOODLANDS STREET 12 #02-61, S(738623)",1.43354318137534,103.77988189197,True
